N	2gram	Bakhtin_Fr	Psycholo
1	то что	7	193
2	и в	105	190
3	в том	17	163
4	что в	4	123
5	потому что	6	114
6	том что	9	113
7	может быть	11	107
8	таким образом	5	102
9	в этом	22	100
10	то есть	71	97
11	в самом	7	82
12	как бы	33	80
13	для того	2	78
14	того чтобы	3	78
15	что он	5	76
16	не только	24	75
17	на то	2	73
18	и не	34	73
19	самом деле	3	70
20	точки зрения	10	69
21	не может	9	68
22	так как	11	63
23	так же	2	63
24	было бы	4	56
25	то же	6	54
26	о том	5	54
27	при этом	10	52
28	как и	15	51
29	что и	2	50
30	только в	16	46
31	в сущности	20	46
32	сказать что	12	46
33	в искусстве	3	45
34	к тому	3	45
35	не в	4	45
36	в этой	11	43
37	искусства и	6	43
38	никогда не	11	42
39	и все	7	42
40	но и	20	40
41	как раз	3	39
42	того что	3	39
43	и это	3	37
44	мы видим	2	37
45	и как	2	36
46	вовсе не	25	34
47	и его	24	34
48	как на	4	34
49	все же	10	33
50	все это	16	32
51	в себе	7	32
52	в ней	7	31
53	в его	24	31
54	он не	3	31
55	для нас	5	31
56	как в	6	30
57	с одной	2	29
58	и для	3	29
59	с точки	6	29
60	одной стороны	2	29
61	в нем	16	29
62	что мы	2	28
63	что они	2	28
64	мы можем	2	28
65	в основе	8	27
66	с другой	3	27
67	в своих	8	27
68	а в	4	27
69	и на	25	27
70	совершенно не	5	26
71	и здесь	4	25
72	жизни и	14	25
73	до конца	4	24
74	в целом	3	24
75	до сих	7	24
76	тем что	5	24
77	в своем	11	23
78	сих пор	7	23
79	целый ряд	2	23
80	могут быть	4	23
81	один из	5	23
82	и даже	10	22
83	между тем	5	22
84	из них	7	22
85	в своей	8	21
86	как мы	12	21
87	и вот	5	21
88	в конце	3	21
89	она не	2	20
90	все эти	15	20
91	в то	5	20
92	тот же	4	20
93	это не	4	20
94	несмотря на	5	20
95	там где	3	20
96	на этом	2	20
97	мы должны	2	19
98	в ее	5	19
99	в какой	2	19
100	у него	2	19
101	в одном	8	19
102	мы уже	18	19
103	на самом	6	18
104	но в	16	18
105	но не	7	18
106	можно было	4	18
107	в виду	5	17
108	одна из	5	17
109	что для	3	17
110	во всяком	2	17
111	из этих	7	17
112	но это	5	17
113	и о	4	17
114	так и	16	16
115	та же	2	16
116	тому как	2	16
117	говорит о	2	16
118	и к	7	16
119	от того	2	16
120	из которых	2	16
121	к этому	2	16
122	формы и	7	16
123	в таком	2	16
124	и потому	14	15
125	еще не	8	15
126	не могут	4	15
127	далеко не	6	15
128	о которых	2	15
129	только на	3	15
130	в частности	6	15
131	в них	13	15
132	во всех	13	15
133	для него	12	15
134	и так	2	15
135	не просто	3	15
136	хотя бы	2	14
137	главным образом	6	14
138	по существу	2	14
139	с ним	6	14
140	есть только	3	14
141	это и	3	14
142	прежде всего	26	14
143	в области	10	14
144	при таком	2	14
145	бы в	2	14
146	этом отношении	5	14
147	в жизни	7	14
148	всяком случае	2	14
149	или в	2	14
150	в совершенно	2	14
151	этих двух	2	14
152	но он	5	14
153	должен был	2	13
154	точка зрения	3	13
155	именно в	6	13
156	этот вопрос	2	13
157	могла бы	2	13
158	и он	3	13
159	в той	5	13
160	в этих	6	12
161	в самой	5	12
162	их в	3	12
163	ничего не	3	12
164	и очень	2	12
165	не менее	2	12
166	и другие	10	12
167	в основу	2	12
168	что не	3	12
169	и до	6	12
170	например в	3	12
171	что по	2	12
172	это в	5	12
173	об этом	2	12
174	и с	8	12
175	как к	3	11
176	отличие от	5	11
177	так например	3	11
178	подобно тому	2	11
179	по сравнению	2	11
180	понятно что	2	11
181	думать что	2	11
182	сравнению с	2	11
183	и других	6	11
184	его в	7	11
185	по поводу	2	11
186	у шекспира	3	11
187	на все	5	11
188	мы видели	3	11
189	с его	9	11
190	на это	2	11
191	есть в	6	11
192	на этот	3	11
193	раз в	4	11
194	уже в	5	11
195	не было	3	11
196	конечно не	2	11
197	от него	2	10
