N	2gram	Vygotskiy_	Morfolog
1	может быть	15	61
2	таким образом	30	26
3	могут быть	7	21
4	так как	20	20
5	мы имеем	4	19
6	не может	31	19
7	в этом	43	18
8	в этих	7	17
9	представляет собой	11	17
10	и в	33	17
11	и не	18	16
12	представляют собой	4	16
13	мы видим	6	15
14	с этим	9	14
15	прежде всего	5	14
16	по существу	5	13
17	связи с	9	12
18	видим что	3	12
19	а не	14	11
20	вопрос о	15	10
21	но если	7	10
22	мы увидим	3	10
23	то же	12	10
24	в том	44	10
25	то что	48	10
26	так и	8	10
27	что в	33	10
28	что и	11	10
29	в связи	6	10
30	этом случае	5	10
31	все же	5	9
32	но и	14	9
33	с другой	11	9
34	не только	28	8
35	в тех	2	8
36	в результате	9	8
37	но не	13	8
38	а в	5	8
39	мы не	6	8
40	в качестве	13	8
41	как мы	20	8
42	не могут	7	7
43	том что	41	7
44	если в	4	7
45	по отношению	19	7
46	образом мы	2	7
47	наряду с	3	7
48	не менее	4	7
49	отношению к	19	7
50	как это	11	7
51	и здесь	2	7
52	точки зрения	27	7
53	во втором	2	7
54	один из	4	7
55	потому что	40	7
56	это не	8	6
57	но это	4	6
58	во всех	3	6
59	и как	7	6
60	и другие	13	6
61	также и	2	6
62	подобно тому	6	6
63	в нашем	5	6
64	о том	13	6
65	если мы	9	6
66	с точки	12	6
67	как бы	11	6
68	вовсе не	2	6
69	ничего не	6	5
70	и ее	2	5
71	вслед за	3	5
72	хотя бы	5	5
73	мы можем	15	5
74	было бы	18	5
75	в ходе	17	5
76	со стороны	3	5
77	что он	40	5
78	начинается с	2	5
79	как в	7	5
80	то это	2	5
81	тому что	14	5
82	прежде чем	2	5
83	к тому	14	5
84	из которых	3	5
85	между тем	5	5
86	в целом	8	5
87	другой стороны	9	5
88	между собой	17	5
89	на его	4	5
90	тому как	6	5
91	там где	2	5
92	в других	2	5
93	все эти	9	5
94	что они	8	5
95	он не	13	5
96	раньше чем	8	5
97	в первом	4	5
98	учение о	3	5
99	этот момент	2	5
100	ясно что	2	5
101	сказать что	18	4
102	на самом	3	4
103	его в	6	4
104	к началу	5	4
105	независимо от	3	4
106	так же	22	4
107	в то	5	4
108	значит что	6	4
109	можно было	11	4
110	к этому	7	4
111	нами в	4	4
112	тем что	12	4
113	не является	7	4
114	еще не	11	4
115	самом деле	9	4
116	показать что	4	4
117	из них	6	4
118	но в	9	4
119	на котором	3	4
120	но все	2	4
121	что его	2	4
122	и для	3	4
123	как и	13	4
124	что функции	3	4
125	оно может	2	4
126	а если	2	4
127	этот вопрос	8	4
128	и к	7	4
129	на этом	8	4
130	несмотря на	3	4
131	того чтобы	26	4
132	говорить о	3	4
133	никто не	2	4
134	случае не	2	4
135	от того	8	4
136	мы уже	4	4
137	раз он	3	3
138	или не	2	3
139	первом случае	2	3
140	как же	2	3
141	то в	7	3
142	время как	4	3
143	мы должны	13	3
144	но как	6	3
145	в настоящее	2	3
146	в которой	8	3
147	в собственном	2	3
148	вопроса о	5	3
149	и их	4	3
150	целый ряд	5	3
151	только что	6	3
152	если бы	13	3
153	в виде	3	3
154	это и	3	3
155	на первый	2	3
156	кроме того	2	3
157	связана с	2	3
158	и тем	5	3
159	он должен	9	3
160	из двух	2	3
161	не в	10	3
162	для того	20	3
163	и при	4	3
164	с этой	8	3
165	у нас	4	3
166	собственном смысле	2	3
167	в пределах	6	3
168	в какой	8	3
169	так если	2	3
170	того что	34	3
171	приводит к	10	3
172	момент когда	5	3
173	как уже	5	3
174	ее в	3	3
175	к нему	4	3
176	они не	7	3
177	на то	6	3
178	что такое	6	3
179	состоит в	11	3
180	на нем	2	3
181	с того	3	3
182	но мы	7	3
183	что при	4	3
184	благодаря этому	2	3
185	вопрос как	4	3
186	но для	3	3
187	настоящее время	2	3
188	вопрос что	2	3
189	в начале	2	3
190	и что	18	3
191	то время	4	3
192	животных и	2	3
193	и по	5	3
194	же в	2	3
195	и его	6	3
196	или на	2	3
197	только в	21	3
198	в сущности	17	3
199	в ином	3	3
200	и есть	8	3
201	и только	4	3
202	в плоскости	2	3
203	приводят к	4	3
204	что эти	4	3
205	в этой	8	3
206	и вызывает	2	3
207	и другим	2	3
208	мы будем	4	3
209	бы то	2	3
210	с его	3	3
211	функций между	2	2
212	данном случае	3	2
213	в каком	2	2
214	мы постараемся	4	2
215	функции не	2	2
216	себя в	4	2
217	в данном	4	2
218	связи функций	2	2
219	из этих	2	2
220	том как	3	2
221	от него	3	2
222	одной стороны	10	2
223	к другой	2	2
224	дело не	2	2
225	собой в	2	2
226	бы в	6	2
227	во второй	4	2
228	ответ на	3	2
229	в обоих	2	2
230	иное как	2	2
231	не что	2	2
232	в другом	7	2
233	и даже	3	2
234	и тот	5	2
235	является в	2	2
236	что она	3	2
237	к другу	4	2
238	что именно	4	2
239	в данной	2	2
240	этом отношении	7	2
241	не на	5	2
242	в частности	9	2
243	только для	2	2
244	одним из	4	2
245	на друга	2	2
246	вывод что	2	2
247	его и	4	2
248	это положение	2	2
249	не означает	5	2
250	что иное	2	2
251	на вопрос	7	2
252	в чем	10	2
253	не знает	6	2
254	с одной	10	2
255	а потому	3	2
256	должна быть	7	2
257	в свое	2	2
258	друг на	2	2
259	а другой	3	2
260	а с	3	2
261	эти функции	4	2
262	и более	8	2
263	совершается в	4	2
264	не с	2	2
265	обоих случаях	2	2
266	одной из	5	2
267	на этот	9	2
268	с тем	9	2
269	вытекает из	4	2
270	без всякой	2	2
271	в самых	4	2
272	не имеет	7	2
273	вообще не	5	2
274	вопросу о	2	2
275	она не	2	2
276	он может	5	2
277	и становятся	2	2
278	их в	3	2
279	могли бы	15	2
280	но с	2	2
281	один раз	3	2
282	в своих	5	2
283	в различных	3	2
284	ту же	5	2
285	перейти к	4	2
286	оно не	2	2
287	в другую	3	2
288	но они	2	2
289	в которых	2	2
290	как таковой	2	2
291	если он	4	2
292	что мы	11	2
293	что же	2	2
294	в одной	2	2
295	всяком случае	2	2
296	как они	4	2
297	может не	3	2
298	друг к	3	2
299	должны быть	2	2
300	иначе чем	2	2
301	к другому	3	2
302	то как	3	2
303	тогда как	3	2
304	что эта	7	2
305	на ход	3	2
306	на другие	2	2
307	ответить на	4	2
308	себя и	2	2
309	все это	2	2
310	к целому	3	2
311	в основе	12	2
312	у него	8	2
313	как будто	2	2
314	можно сказать	7	2
315	в совершенно	2	2
316	из его	2	2
317	который в	2	2
318	это мы	3	2
319	для него	9	2
320	в одном	3	2
321	во всяком	4	2
322	без всякого	2	2
323	чем это	2	2
324	по своему	4	2
325	тем и	2	2
326	того как	6	2
327	чем в	6	2
