N	2gram	Bakhtin_Pr	DiskursI
1	а не	30	60
2	может быть	38	56
3	не только	26	49
4	и в	59	49
5	как и	21	47
6	при этом	5	46
7	в том	17	44
8	и не	66	44
9	то есть	64	41
10	том что	15	40
11	в этом	40	38
12	в себе	9	37
13	в частности	2	36
14	но и	22	35
15	и т.п	8	32
16	но не	13	31
17	со стороны	6	28
18	так и	13	28
19	отличие от	3	28
20	но в	7	28
21	не может	31	27
22	в отличие	3	27
23	как в	10	25
24	в рамках	2	23
25	еще не	11	23
26	все же	9	19
27	прежде всего	17	19
28	в нем	38	19
29	в своей	17	19
30	в основе	6	18
31	далеко не	3	18
32	по отношению	17	17
33	в данном	3	17
34	то же	15	17
35	с другой	3	17
36	отношению к	17	17
37	в мире	10	17
38	точки зрения	36	16
39	только в	15	16
40	роль в	2	15
41	в его	44	15
42	то что	21	15
43	о том	5	15
44	это не	13	14
45	или иной	3	14
46	не в	10	14
47	не менее	3	14
48	можно сказать	3	14
49	не является	2	14
50	в целом	8	13
51	для него	23	13
52	как бы	40	13
53	данном случае	3	12
54	в своем	12	12
55	и все	4	12
56	природе своей	3	12
57	в своих	5	12
58	и на	15	12
59	что в	14	11
60	по природе	4	11
61	с его	14	11
62	и как	10	11
63	не было	5	11
64	для себя	5	10
65	а в	9	10
66	а с	4	10
67	не столько	3	10
68	той или	3	10
69	вследствие этого	2	10
70	и т.д	2	10
71	же время	10	10
72	тем самым	3	9
73	в то	15	9
74	героя в	9	9
75	между тем	5	9
76	в них	5	9
77	уже не	14	9
78	себя в	5	9
79	человека в	8	8
80	этом отношении	7	8
81	и о	5	8
82	потому что	20	8
83	не на	6	8
84	в противоположность	3	8
85	и даже	4	8
86	жизни в	3	8
87	в этих	5	8
88	в себя	3	8
89	в котором	6	8
90	в творчестве	6	8
91	в одном	14	8
92	из них	8	8
93	совпадает с	3	8
94	он не	11	8
95	перед нами	8	7
96	его в	6	7
97	могут быть	5	7
98	и ее	5	7
99	приводит к	4	7
100	и для	5	7
101	но это	7	7
102	в процессе	4	7
103	что и	10	7
104	например в	5	7
105	в этой	5	7
106	другой стороны	3	7
107	к этому	6	7
108	мира в	6	7
109	лишь в	4	7
110	в рассказе	3	7
111	в пределах	13	7
112	ни в	5	7
113	в русской	3	7
114	той же	7	7
115	и его	21	7
116	таким образом	22	7
117	нового времени	4	7
118	никогда не	19	6
119	в одной	9	6
120	не как	15	6
121	отношение к	4	6
122	что он	16	6
123	не знает	5	6
124	одно из	2	6
125	в контексте	2	6
126	именно в	8	6
127	тому как	5	6
128	времени в	2	6
129	однако в	2	6
130	что же	5	6
131	здесь не	2	6
132	крайней мере	3	6
133	в сущности	11	6
134	в истории	3	6
135	в ее	4	6
136	одна из	4	6
137	во всех	8	6
138	и одновременно	5	6
139	в особенности	2	6
140	героя и	11	6
141	по крайней	3	6
142	в которых	2	6
143	с точки	21	6
144	ничего не	8	5
145	к себе	2	5
146	проявляется в	2	5
147	в виду	2	5
148	в их	5	5
149	и потому	9	5
150	того что	4	5
151	о нем	16	5
152	к ним	3	5
153	для своего	2	5
154	мира и	8	5
155	несмотря на	7	5
156	один из	4	5
157	здесь в	3	5
158	русской литературе	2	5
159	как будто	4	5
160	сказать что	9	5
161	из этих	2	5
162	так сказать	8	5
163	подход к	2	5
164	за пределы	10	5
165	с ее	5	5
166	я и	2	5
167	одного и	2	5
168	но они	4	5
169	к той	2	5
170	на протяжении	3	5
171	в литературе	7	5
172	подобно тому	5	5
173	можно говорить	2	5
174	оно не	2	5
175	зрения на	12	5
176	в той	9	5
177	как раз	9	5
178	перед ним	2	5
179	говорить о	3	5
180	по своим	4	5
181	в ней	8	5
182	тем что	5	5
183	не о	3	4
184	до конца	11	4
185	не могут	6	4
186	для меня	2	4
