N	2gram	Vygotskiy_	Dialekti
1	не есть	4	181
2	и не	27	120
3	по себе	5	79
4	а не	7	78
5	и в	47	77
6	точки зрения	39	72
7	может быть	20	71
8	не только	36	66
9	то что	40	59
10	и есть	4	55
11	ничего не	2	54
12	не может	23	53
13	и даже	3	47
14	так как	25	46
15	с точки	31	46
16	что это	7	46
17	потому что	26	45
18	как бы	13	43
19	ни в	3	42
20	и что	14	42
21	не имеет	6	41
22	вовсе не	3	41
23	в том	38	40
24	что такое	2	39
25	в этом	47	39
26	то же	16	39
27	в себе	14	38
28	это есть	6	38
29	что она	8	38
30	том что	28	37
31	что он	13	37
32	прежде всего	9	37
33	это не	6	36
34	так что	8	36
35	она есть	2	35
36	что в	23	34
37	в нем	6	34
38	и все	5	33
39	того что	27	33
40	но и	19	32
41	все это	5	31
42	ясно что	4	31
43	и как	7	30
44	отнюдь не	2	30
45	сказать что	18	30
46	так и	8	29
47	было бы	12	29
48	как и	19	28
49	никогда не	7	27
50	в виду	5	26
51	не в	7	26
52	есть только	3	25
53	есть не	3	25
54	и то	10	25
55	учение о	3	25
56	если бы	8	24
57	но это	4	24
58	в то	10	23
59	это и	7	23
60	что оно	9	23
61	таким образом	38	23
62	но что	2	22
63	я не	3	22
64	она не	7	21
65	что не	2	21
66	в чем	5	21
67	в каком	2	20
68	что все	6	20
69	только в	24	20
70	как раз	6	20
71	и вообще	3	20
72	что и	4	20
73	совершенно не	2	20
74	о том	5	20
75	и с	5	20
76	в таком	2	20
77	и притом	4	19
78	в своем	3	19
79	что мы	14	19
80	как это	7	19
81	не менее	6	19
82	и это	2	19
83	тогда когда	12	19
84	в самом	15	19
85	и его	14	19
86	что же	3	18
87	с другой	7	18
88	но если	5	17
89	в основе	5	17
90	той или	2	17
91	в сущности	16	17
92	можно сказать	9	17
93	должно быть	3	17
94	в своей	4	16
95	мы не	10	16
96	только не	14	16
97	сам по	2	16
98	к нему	5	16
99	одно и	3	16
100	об этом	4	16
101	тем не	4	16
102	конечно не	2	16
103	и о	4	15
104	то в	4	15
105	только что	7	15
106	также и	2	15
107	но только	5	15
108	все же	7	15
109	так же	26	15
110	в виде	2	15
111	самом деле	6	15
112	хотя и	4	15
113	на то	5	15
114	несмотря на	2	15
115	мы уже	5	15
116	и потому	3	14
117	и ее	3	14
118	с ним	5	14
119	есть то	4	14
120	и только	7	14
121	и следовательно	8	13
122	в силу	21	13
123	но в	9	13
124	в ней	5	13
125	время как	7	13
126	отличается от	6	13
127	он не	5	13
128	мы находим	3	13
129	что они	11	13
130	другой стороны	3	13
131	с ее	2	13
132	в смысле	9	13
133	и к	11	13
134	вопрос о	9	12
135	могут быть	7	12
136	еще не	5	12
137	все эти	7	12
138	никак не	5	12
139	все равно	2	12
140	именно в	9	12
141	перед нами	3	12
142	не могут	9	12
143	но как	3	12
144	а в	3	12
145	и может	2	12
146	с этим	5	12
147	и тогда	3	12
148	но не	13	12
149	та же	2	11
150	мы должны	7	11
151	должны быть	5	11
152	в одну	2	11
153	мы говорим	2	11
154	оно есть	5	11
155	от того	6	11
156	и тем	10	11
157	только на	5	11
158	в них	3	11
159	что если	2	11
160	в данном	7	11
161	мы имеем	3	11
162	есть в	5	11
163	из них	2	11
164	или в	2	11
165	может и	3	10
166	одно из	6	10
167	от этого	3	10
168	к тому	13	10
169	в ее	7	10
170	как мы	24	10
171	в его	7	10
172	содержит в	4	10
173	за пределы	2	10
174	это было	2	10
175	в меру	9	10
176	для того	24	10
