N	2gram	Propp_Isto	Marksizm
1	точки зрения	3	69
2	может быть	22	64
3	и в	43	63
4	и не	16	55
5	как бы	5	53
6	не может	8	47
7	и пр	19	42
8	и его	10	41
9	в этом	25	39
10	таким образом	15	38
11	как мы	11	32
12	в пределах	5	31
13	не только	28	29
14	в нем	11	28
15	то же	11	28
16	но и	24	27
17	связи с	9	25
18	прежде всего	3	24
19	как и	9	24
20	так и	6	23
21	только в	8	23
22	в том	13	22
23	то что	20	22
24	а не	13	22
25	при этом	4	20
26	том что	12	19
27	не в	9	19
28	в его	7	19
29	если бы	7	19
30	но в	15	18
31	и для	3	18
32	вовсе не	3	18
33	все же	13	17
34	в то	2	16
35	по отношению	2	16
36	и как	6	16
37	что он	17	15
38	в связи	5	15
39	отношению к	2	15
40	в русском	3	15
41	в данном	7	14
42	хотя бы	3	14
43	ничего не	12	13
44	так же	16	13
45	мы не	3	13
46	было бы	5	13
47	в своей	4	13
48	и здесь	8	13
49	что в	29	13
50	а в	13	12
51	он не	11	12
52	между тем	2	12
53	на самом	2	11
54	друг друга	6	11
55	как в	6	11
56	и все	4	11
57	к нему	12	11
58	и на	7	11
59	в ней	3	11
60	сих пор	7	11
61	все эти	8	11
62	и от	3	11
63	так как	13	11
64	еще не	15	11
65	и что	6	11
66	мы уже	9	11
67	до сих	7	11
68	никогда не	9	10
69	его в	7	10
70	и потому	2	10
71	здесь мы	6	10
72	здесь в	2	10
73	во всяком	2	10
74	сказать что	5	10
75	одна из	2	10
76	к этому	10	10
77	в своем	2	10
78	совершенно не	2	10
79	с другой	10	10
80	конечно не	3	10
81	в большинстве	2	10
82	в себе	2	9
83	а как	2	9
84	это не	10	9
85	только на	2	9
86	мы видели	18	9
87	и это	5	9
88	к тому	9	9
89	большинстве случаев	3	9
90	что это	4	9
91	не имеет	3	9
92	и более	3	9
93	ни в	2	9
94	быть и	3	9
95	перед нами	4	8
96	и ее	3	8
97	или же	2	8
98	смысле этого	3	8
99	мы знаем	11	8
100	с этим	13	8
101	на этой	2	8
102	что не	3	8
103	что и	17	8
104	этого слова	3	8
105	другой стороны	10	8
106	и даже	4	8
107	мы можем	10	8
108	и их	4	8
109	у нас	7	8
110	на то	4	8
111	в свою	5	8
112	и с	10	8
113	не было	2	8
114	у него	4	8
115	ясно что	2	8
116	от него	3	7
117	того что	8	7
118	по себе	3	7
119	те же	2	7
120	могут быть	9	7
121	там где	8	7
122	с ними	5	7
123	в качестве	4	7
124	в этой	7	7
125	в начале	2	7
126	в этих	18	7
127	далеко не	3	7
128	о том	4	7
129	в котором	5	7
130	той же	3	7
131	он сам	2	7
132	не есть	3	6
133	вопрос о	4	6
134	мы должны	9	6
135	не имеют	2	6
136	она может	2	6
137	в другом	11	6
138	является в	2	6
139	от своего	3	6
140	он и	4	6
141	одной стороны	2	6
142	что же	2	6
143	все это	4	6
144	с ее	2	6
145	должна быть	2	6
146	тот же	2	6
147	из этих	5	6
148	по мере	2	6
149	же в	6	6
150	с одной	2	6
151	уже не	11	6
152	этот вопрос	3	6
153	всяком случае	2	6
154	но как	2	5
155	от того	3	5
156	и у	6	5
157	то мы	3	5
158	в виду	2	5
159	и тем	2	5
160	из него	3	5
161	связано с	4	5
162	и вот	3	5
163	в особенности	3	5
164	не менее	6	5
165	или в	14	5
166	же он	3	5
167	этом случае	8	5
168	хотя и	4	5
169	да и	2	5
170	себя в	2	5
171	все время	2	5
172	ее в	3	5
173	связана с	4	5
174	она не	4	5
175	но не	10	5
176	еще более	3	5
177	в одном	9	5
178	вместе с	12	5
179	другими словами	2	4
180	его к	5	4
181	в одной	4	4
182	в тех	3	4
183	все те	2	4
184	эти два	3	4
185	что здесь	8	4
186	к своему	3	4
187	так что	8	4
188	и к	4	4
189	следующим образом	3	4
190	имеет свою	3	4
191	можно сказать	3	4
192	и действительно	5	4
193	связь с	12	4
194	этой связи	2	4
195	одного из	2	4
196	и он	2	4
197	в них	6	4
198	между двумя	6	4
199	что они	14	4
200	не будем	6	4
201	относится к	3	4
202	и то	4	4
203	независимо от	3	4
204	стороны и	3	4
205	нет ничего	3	4
206	что она	8	4
207	только с	2	4
208	говорит что	4	4
209	и тот	3	4
210	целый ряд	3	4
211	только что	3	4
212	одним из	4	4
213	не знает	2	4
214	он является	3	4
215	но все	5	4
216	уже знаем	3	4
217	но для	2	4
218	из них	7	4
219	как она	2	4
220	жизни и	2	4
221	в других	6	4
222	это и	4	4
223	именно на	2	4
224	если же	2	4
225	в работе	3	4
226	не дает	3	4
227	тем что	8	4
228	даже в	4	3
229	к себе	3	3
230	не все	7	3
231	но если	2	3
232	как к	2	3
233	его из	3	3
234	роль в	2	3
235	и при	2	3
236	в виде	2	3
237	в целом	4	3
238	главным образом	3	3
239	с тем	3	3
