N	2gram	Tiupa_Disk	Myshleni
1	в том	29	195
2	внутренней речи	5	191
3	в этом	29	167
4	то что	10	166
5	и в	27	162
6	том что	27	161
7	таким образом	4	147
8	точки зрения	6	143
9	что в	8	119
10	не только	36	116
11	того что	4	109
12	в процессе	6	101
13	речи и	2	99
14	потому что	7	95
15	может быть	29	89
16	с точки	3	89
17	что он	6	86
18	не может	17	81
19	как и	27	79
20	и не	25	78
21	только в	9	75
22	в целом	5	74
23	как мы	2	72
24	но и	22	70
25	речи в	2	70
26	заключается в	3	67
27	в его	9	67
28	сказать что	4	65
29	как бы	9	64
30	вместе с	3	62
31	в качестве	45	60
32	и что	2	60
33	представляет собой	24	60
34	то же	12	58
35	в основе	11	58
36	в силу	5	53
37	между собой	2	53
38	в самом	4	52
39	в сущности	3	51
40	к тому	6	49
41	тем что	4	48
42	мы не	2	47
43	но не	17	45
44	с другой	14	45
45	по отношению	13	45
46	тем самым	6	43
47	как это	2	42
48	отношению к	13	42
49	в ходе	5	41
50	не является	5	41
51	по своей	15	40
52	одной стороны	12	40
53	о том	12	40
54	так и	14	39
55	никогда не	3	39
56	с одной	12	39
57	в области	3	38
58	вопрос о	2	37
59	не в	8	37
60	в этой	5	37
61	и к	4	37
62	речи как	2	36
63	в своем	11	36
64	с самого	2	36
65	все эти	2	36
66	и его	4	36
67	самого начала	2	36
68	как в	16	36
69	а не	35	36
70	того же	5	35
71	он не	4	35
72	в которой	2	35
73	в себе	22	35
74	для себя	6	35
75	и т.д	5	35
76	и как	9	34
77	связи с	4	34
78	приводит к	4	34
79	при этом	22	33
80	прежде всего	17	33
81	по себе	3	33
82	что и	5	32
83	именно в	5	32
84	по своему	3	32
85	же самое	2	32
86	но в	15	32
87	слова и	2	32
88	той же	2	32
89	и тем	2	32
90	и на	8	32
91	и то	4	31
92	все же	8	31
93	мысли и	2	30
94	этом отношении	4	30
95	между тем	5	29
96	могут быть	5	29
97	переход от	2	28
98	с этим	3	28
99	самом деле	2	28
100	что с	2	28
101	в своей	10	27
102	с этой	2	27
103	в результате	3	27
104	в то	8	27
105	перед нами	4	27
106	этом случае	3	27
107	другой стороны	5	27
108	и с	2	27
109	в их	5	26
110	в частности	18	26
111	для него	9	26
112	все это	2	25
113	по мере	2	25
114	еще не	20	25
115	уже в	2	25
116	это не	5	25
117	в чем	2	25
118	можно сказать	7	25
119	целый ряд	2	24
120	в какой	2	24
121	в нем	16	24
122	как уже	5	24
123	состоит в	20	23
124	друг друга	2	23
125	слова в	2	23
126	ни в	7	23
127	во всяком	3	22
128	не могут	2	22
129	столь же	6	22
130	отношение к	6	21
131	в истории	5	21
132	в нашем	2	21
133	к этому	4	21
134	и все	5	21
135	и ее	5	21
136	в котором	7	20
137	в виду	2	20
138	а в	5	20
139	должно быть	2	20
140	к которому	2	20
141	из них	6	20
142	в другом	5	20
143	едва ли	2	20
144	на этом	3	20
145	как показывает	2	20
146	не менее	6	20
147	из этих	3	20
148	в данном	9	19
149	в себя	7	19
150	в той	2	19
151	а с	8	19
152	и по	2	19
153	во всех	6	19
154	один из	3	19
155	отличие от	13	18
156	во всем	2	18
157	одного и	5	18
158	всяком случае	2	18
159	но это	3	18
160	в отличие	13	18
161	к другим	3	17
162	в своих	6	17
163	в свою	3	17
164	и того	6	17
165	в одном	5	17
166	и от	2	17
167	совпадает с	4	17
168	и есть	2	17
169	не есть	3	17
170	в этих	4	17
171	их в	2	17
172	до конца	2	17
173	языка и	3	16
174	своей природе	3	16
175	тому как	5	16
176	к одному	2	16
177	и даже	4	16
178	в которых	5	16
179	мы имеем	4	16
180	данном случае	6	15
181	к мысли	2	15
182	когда он	3	15
183	но как	2	15
184	в начале	2	15
185	подобно тому	4	15
186	хотя бы	3	15
187	отличается от	3	15
188	является не	2	15
189	и это	3	15
190	в них	6	15
191	точка зрения	3	14
192	и во	2	14
193	в первую	3	14
194	одной из	4	14
195	одно и	2	14
196	о чем	4	14
197	свою очередь	3	14
198	об этом	3	14
199	переходе от	2	14
200	первую очередь	3	14
201	с его	9	14
202	одним из	2	14
203	на его	4	13
204	но все	2	13
205	в меру	2	13
206	лишь в	4	13
207	имеет место	4	13
208	с ней	3	13
209	они не	2	13
210	отнюдь не	11	13
211	к его	5	13
212	в действительности	3	13
213	для всех	2	13
214	если в	2	13
215	стороны и	3	13
216	и потому	3	12
217	и составляет	3	12
218	в ее	4	12
219	в первом	4	12
220	входит в	2	12
221	это и	2	12
222	в ней	2	12
223	с их	3	12
224	том чтобы	2	12
225	в одной	4	12
226	только на	2	12
227	к другому	3	12
228	за пределы	2	12
229	тому же	5	12
230	одно из	4	11
231	идет о	2	11
232	иначе говоря	5	11
233	и другой	2	11
234	на том	2	11
235	например в	4	11
236	в пределах	4	11
237	с ее	3	11
238	что на	3	11
239	и наконец	2	11
240	нас в	2	11
241	на примере	3	11
242	или менее	2	11
243	не знает	4	11
244	не столько	3	11
245	есть в	3	11
246	отношения к	2	11
247	ключом к	2	10
248	с той	3	10
249	или иной	8	10
250	речь идет	2	10
251	том числе	3	10
252	одного из	5	10
253	представляют собой	2	10
254	опирается на	2	10
255	речевой деятельности	2	10
256	в конечном	2	10
257	но для	2	10
258	всякий раз	2	10
259	указывает на	2	10
260	и т.п	18	10
261	внимание на	5	10
262	в случае	2	10
263	числе и	3	10
264	по выражению	3	10
265	и может	3	10
266	не могло	2	10
267	чем он	2	10
268	такого рода	11	9
269	в момент	2	9
270	также и	6	9
271	а по	2	9
272	еще в	6	9
273	в ситуации	4	9
274	этого понятия	2	9
275	хотя и	3	9
276	и он	2	9
277	зависит от	2	9
278	в тех	2	9
279	не то	2	9
280	более или	2	9
281	должны быть	3	9
282	оно не	2	9
283	место в	2	9
284	и до	2	9
285	той или	6	9
286	что же	4	9
287	конечном счете	2	9
288	не с	4	9
289	говорить о	3	9
290	или в	2	9
291	различие между	3	8
292	что не	4	8
293	со стороны	17	8
294	в современной	2	8
295	дело с	2	8
296	в готовом	2	8
297	и др	3	8
298	как правило	5	8
299	из двух	5	8
300	поэтому в	2	8
301	не как	5	8
302	это понятие	3	8
303	не на	3	8
304	который по	3	8
305	только то	2	8
306	в равной	3	8
307	о котором	2	8
308	не имеют	2	7
309	представления о	2	7
310	которая в	3	7
311	здесь в	4	7
312	одну из	2	7
313	должна быть	2	7
314	а также	15	7
315	одновременно с	2	7
316	слова не	3	7
317	понятие о	3	7
318	это в	4	7
319	возможно только	2	7
320	он сам	2	7
321	и сам	2	7
322	имеет свою	3	7
323	во втором	5	7
324	принадлежит к	3	7
325	содержит в	3	7
326	в жизни	2	7
327	в значительной	3	7
328	на него	2	7
329	сознания в	2	7
330	но они	3	7
331	с понятием	2	7
332	его с	2	7
333	из важнейших	2	7
334	слово не	2	7
335	в каждом	2	6
336	и вообще	2	6
337	это было	2	6
338	речевого общения	13	6
339	роль в	10	6
340	на ее	2	6
341	для обозначения	4	6
342	или даже	2	6
343	уже не	7	6
344	перед ним	2	6
345	как его	2	6
346	между которыми	2	6
347	как к	2	6
348	всего в	2	6
349	совпадают с	2	6
350	дело в	3	6
351	ли не	3	6
352	и о	4	6
353	требует от	2	6
354	для данного	3	6
355	в сферу	3	6
356	всей своей	2	6
357	к чему	2	6
358	в различных	2	6
