N	2gram	Vygotskiy_	Stilisti
1	и в	55	42
2	как бы	11	30
3	не только	25	28
4	прежде всего	5	22
5	хотя бы	4	18
6	то же	17	16
7	но и	12	16
8	и не	24	14
9	не может	30	13
10	может быть	35	13
11	как и	25	12
12	точки зрения	32	11
13	что мы	9	11
14	в себе	6	10
15	и как	9	10
16	отнюдь не	11	10
17	мы должны	4	10
18	в этом	21	10
19	как мы	2	10
20	в то	8	9
21	для того	12	9
22	все же	9	9
23	то что	47	9
24	при этом	28	9
25	мы не	15	9
26	тем самым	2	8
27	ничего не	4	8
28	так как	28	8
29	и это	6	8
30	с тем	11	8
31	в ней	3	8
32	что же	4	8
33	таким образом	38	8
34	с его	3	8
35	никогда не	13	7
36	и от	4	7
37	в которой	6	7
38	мы можем	6	7
39	зависимости от	7	7
40	и той	5	7
41	же время	2	7
42	так и	6	7
43	потому что	27	7
44	только в	18	7
45	а не	18	7
46	и на	6	7
47	того чтобы	13	7
48	в зависимости	6	7
49	было бы	14	7
50	и его	14	7
51	той же	9	7
52	и тем	5	7
53	точкой зрения	2	6
54	когда мы	4	6
55	и так	7	6
56	бы в	3	6
57	во всех	4	6
58	не в	19	6
59	в области	12	6
60	точку зрения	3	6
61	в конце	6	6
62	или как	2	6
63	в нем	5	6
64	в свою	3	6
65	в процессе	7	6
66	на его	3	6
67	в его	8	6
68	слова в	5	6
69	в этой	5	6
70	мы будем	2	6
71	и то	4	5
72	все время	6	5
73	того или	2	5
74	в сознании	6	5
75	независимо от	3	5
76	и следовательно	4	5
77	то есть	44	5
78	мы никогда	5	5
79	мы увидим	4	5
80	не является	5	5
81	и наконец	2	5
82	и их	4	5
83	самом деле	19	5
84	как это	8	5
85	же мы	2	5
86	а с	2	5
87	мы видели	2	5
88	тому что	7	5
89	точек зрения	3	5
90	а в	10	5
91	но в	5	5
92	те же	9	5
93	в самом	18	5
94	и с	5	5
95	уже в	3	5
96	в той	2	5
97	с точки	12	5
98	же самое	8	5
99	художественного творчества	6	5
100	вместе с	10	5
101	что это	12	4
102	слов в	2	4
103	в одном	4	4
104	человека не	3	4
105	так же	29	4
106	ту или	2	4
107	на это	2	4
108	его в	3	4
109	на него	2	4
110	если бы	10	4
111	то или	3	4
112	что именно	4	4
113	не что	2	4
114	были бы	2	4
115	свою очередь	3	4
116	у нас	4	4
117	к своему	2	4
118	того что	15	4
119	которой мы	2	4
120	можно было	4	4
121	в обществе	3	4
122	один из	6	4
123	одной и	6	4
124	и все	8	4
125	в каждом	5	4
126	к тому	8	4
127	о том	11	4
128	что такое	2	4
129	точка зрения	6	4
130	если мы	21	4
131	уже не	3	4
132	и к	5	4
133	речь и	2	4
134	в целом	8	4
135	не существует	4	4
136	не знаем	2	4
137	или иное	2	4
138	мы видим	8	4
139	все это	11	4
140	в качестве	3	4
141	как только	3	4
142	заключает в	3	4
143	тех или	2	4
144	можно сказать	2	4
145	не к	2	4
146	в слове	3	4
147	и без	3	4
148	тем же	4	4
149	сказать что	12	3
150	на самом	6	3
151	иметь дело	4	3
152	которое может	2	3
153	том что	30	3
