N	2gram	Propp_Isto	VLabPisa
1	таким образом	21	32
2	в этом	20	29
3	не только	17	26
4	и в	44	26
5	и т	39	25
6	может быть	31	23
7	во сне	5	21
8	хотя бы	2	20
9	и не	19	20
10	т е	27	18
11	не может	10	17
12	т д	36	16
13	в том	13	15
14	в его	16	15
15	в силу	7	14
16	прежде всего	7	13
17	все это	4	13
18	в частности	9	12
19	как это	5	12
20	в качестве	13	12
21	что в	18	11
22	с другой	11	11
23	из них	4	11
24	то же	9	10
25	не могут	2	10
26	но и	16	10
27	и др	6	10
28	о том	11	10
29	к этому	5	9
30	об этом	6	9
31	для него	2	9
32	в своем	3	8
33	том что	12	8
34	могут быть	9	8
35	другой стороны	10	8
36	все эти	11	8
37	было бы	2	8
38	только в	8	8
39	вместе с	26	8
40	очевидно что	3	7
41	это не	8	7
42	из этих	5	7
43	во всех	3	7
44	по отношению	2	7
45	в основном	5	7
46	то что	16	7
47	отношению к	2	7
48	как и	12	7
49	их в	7	7
50	в нем	10	7
51	главным образом	2	7
52	не было	2	7
53	говорит о	4	7
54	же в	3	7
55	а не	5	7
56	не в	11	6
57	в то	5	6
58	он же	2	6
59	это и	3	6
60	все же	17	6
61	у него	7	6
62	так и	9	6
63	приводит к	2	6
64	один из	6	6
65	и его	15	6
66	никогда не	5	5
67	даже в	4	5
68	сказать что	2	5
69	показывают что	8	5
70	в одном	2	5
71	перед нами	2	5
72	как говорит	3	5
73	в пределах	5	5
74	одним из	4	5
75	и при	3	5
76	как бы	4	5
77	утверждать что	2	5
78	в них	3	5
79	в целом	4	5
80	связи с	10	5
81	вот почему	2	5
82	и есть	3	5
83	одна из	6	4
84	в нашей	2	4
85	только что	3	4
86	роль в	3	4
87	это только	2	4
88	ее в	8	4
89	что он	29	4
90	по существу	2	4
91	с тем	9	4
92	что все	4	4
93	когда он	7	4
94	должен быть	2	4
95	в ее	4	4
96	с ними	4	4
97	в своей	3	4
98	в связи	6	4
99	во время	12	4
100	них не	2	4
101	можно сказать	2	4
102	в этой	5	4
103	из его	2	4
104	с его	3	4
105	например в	11	3
106	при помощи	11	3
107	и к	3	3
108	с этим	7	3
109	мы имеем	22	3
110	так же	14	3
111	но как	2	3
112	и он	9	3
113	том как	5	3
114	всех этих	2	3
115	но даже	2	3
116	в форме	5	3
117	его в	17	3
118	и как	5	3
119	тому как	2	3
120	если бы	5	3
121	подобно тому	2	3
122	как он	6	3
123	него в	2	3
124	для того	3	3
125	как на	3	3
126	в другую	2	3
127	его не	3	3
128	мы знаем	12	3
129	того что	3	3
130	образом в	3	3
131	мы видели	9	3
132	попал в	3	3
133	этот вопрос	2	3
134	видели что	2	3
135	что у	6	3
136	она не	7	3
137	а в	9	3
138	в котором	2	3
139	точки зрения	3	3
140	даже и	2	3
141	мира и	2	3
142	в которых	4	3
143	что оно	4	3
144	со своим	2	3
145	между ними	2	3
146	человека и	2	3
147	что не	3	3
148	жизни и	4	3
149	того чтобы	3	3
150	что и	11	3
151	и по	3	3
152	или в	7	3
153	что они	3	3
154	это мы	3	3
155	вовсе не	6	3
156	в целях	3	2
157	относится к	3	2
158	также что	3	2
159	в книге	3	2
160	если в	4	2
161	показывает что	7	2
162	и потому	2	2
163	но то	2	2
164	к этим	3	2
165	еще и	2	2
166	с другими	4	2
167	только у	2	2
168	то это	8	2
169	примеров можно	3	2
170	о чем	6	2
171	одной стороны	7	2
172	что она	3	2
173	даже не	2	2
174	в последнем	2	2
175	в другом	2	2
176	и даже	4	2
177	и у	3	2
178	а как	3	2
179	в особенности	6	2
180	и быть	2	2
181	не всегда	9	2
182	и наконец	2	2
183	у них	2	2
184	еще не	16	2
185	после этого	3	2
186	как у	2	2
187	в которой	4	2
188	не по	3	2
189	например у	2	2
190	в течение	2	2
191	сих пор	7	2
192	формы и	3	2
193	с одной	7	2
194	это видно	2	2
195	после того	4	2
196	что даже	2	2
197	но вот	2	2
198	одной из	3	2
199	так например	3	2
200	что его	4	2
201	от них	2	2
202	к ним	2	2
203	том чтобы	3	2
204	но не	8	2
205	и для	3	2
206	также и	2	2
207	не менее	6	2
208	на него	10	2
209	но в	7	2
210	они не	5	2
211	на то	3	2
212	он может	4	2
213	он в	3	2
214	ли это	2	2
215	эти примеры	3	2
216	зависит от	4	2
217	все его	2	2
218	знаем что	10	2
219	в своих	4	2
220	себе и	2	2
221	в ней	8	2
222	будто бы	2	2
223	на вопрос	3	2
224	к его	2	2
225	говорит об	2	2
226	из себя	4	2
227	но для	4	2
228	этой точки	2	2
229	между прочим	2	2
230	на этом	5	2
231	тогда когда	3	2
232	из которых	7	2
233	в образе	16	2
234	значит что	2	2
235	что мы	4	2
236	по себе	2	2
237	человека в	5	2
238	а затем	7	2
239	же как	12	2
240	должны быть	2	2
241	числе и	2	2
242	и может	2	2
243	по его	2	2
244	е в	6	2
245	он не	5	2
246	и сам	2	2
247	должна быть	3	2
248	в различных	3	2
249	ту же	2	2
250	что при	5	2
251	лишь в	2	2
252	том числе	3	2
253	до сих	7	2
254	того как	8	2
