N	2gram	Bakhtin_Pr	Morfolog
1	может быть	23	61
2	таким образом	9	26
3	могут быть	5	21
4	так как	12	20
5	мы имеем	4	19
6	не может	18	19
7	в этом	24	18
8	в этих	8	17
9	и в	83	17
10	и не	41	16
11	мы видим	2	15
12	перед нами	17	14
13	с этим	3	14
14	прежде всего	20	14
15	по существу	7	13
16	и др	18	12
17	а не	19	11
18	но если	4	10
19	то же	10	10
20	в том	22	10
21	не всегда	3	10
22	то что	14	10
23	так и	9	10
24	что в	5	10
25	что и	4	10
26	а затем	5	10
27	в связи	2	10
28	все же	3	9
29	но и	16	9
30	с другой	4	9
31	не только	14	8
32	в тех	2	8
33	в результате	2	8
34	но не	9	8
35	а в	4	8
36	имеем в	3	8
37	иногда в	2	8
38	мы не	7	8
39	как мы	12	8
40	не могут	4	7
41	том что	9	7
42	если в	2	7
43	по отношению	6	7
44	тем не	2	7
45	наряду с	6	7
46	не менее	4	7
47	отношению к	5	7
48	как это	2	7
49	а также	4	7
50	и здесь	4	7
51	и этим	3	7
52	точки зрения	17	7
53	один из	7	7
54	потому что	9	7
55	очень часто	4	6
56	это не	10	6
57	но это	7	6
58	во всех	15	6
59	или в	7	6
60	и другие	14	6
61	также и	5	6
62	о том	3	6
63	если мы	5	6
64	в образе	3	6
65	с точки	13	6
66	в форме	6	6
67	как бы	27	6
68	вовсе не	12	6
69	одна из	9	5
70	ничего не	8	5
71	они и	3	5
72	и ее	8	5
73	хотя бы	6	5
74	не будем	4	5
75	мы можем	9	5
76	было бы	6	5
77	об этом	3	5
78	то перед	5	5
79	героя в	2	5
80	что он	6	5
81	как в	10	5
82	то это	4	5
83	далеко не	4	5
84	прежде чем	2	5
85	к тому	2	5
86	из которых	2	5
87	между тем	2	5
88	в целом	3	5
89	главным образом	3	5
90	другой стороны	3	5
91	на его	4	5
92	там где	3	5
93	в других	2	5
94	все эти	9	5
95	что они	2	5
96	он не	5	5
97	если же	5	5
98	хотя и	10	5
99	сказать что	12	4
100	на самом	2	4
101	его в	4	4
102	так же	4	4
103	в то	8	4
104	можно было	2	4
105	к этому	5	4
106	на него	2	4
107	есть и	4	4
108	тем что	2	4
109	герой и	3	4
110	еще не	10	4
111	из них	7	4
112	но в	12	4
113	и для	5	4
114	как и	13	4
115	уже не	5	4
116	этот вопрос	3	4
117	и к	13	4
118	на этом	4	4
119	смысле слова	2	4
120	несмотря на	3	4
121	говорить о	2	4
122	в некоторых	7	4
123	мы уже	9	4
124	но эти	3	3
125	мы должны	4	3
126	но как	2	3
127	здесь не	5	3
128	в которой	2	3
129	а на	2	3
130	в собственном	3	3
131	это было	3	3
132	что это	2	3
133	и их	6	3
134	и у	8	3
135	одному из	2	3
136	друг друга	7	3
137	кроме того	6	3
138	связана с	3	3
139	и тем	4	3
140	не в	10	3
141	героя и	3	3
142	и при	2	3
143	у нас	2	3
144	собственном смысле	3	3
145	а во	3	3
146	в один	3	3
147	к ней	3	3
148	в пределах	8	3
149	здесь мы	3	3
150	так например	2	3
151	для этой	2	3
152	ее в	4	3
153	к нему	3	3
154	это уже	2	3
155	они не	5	3
156	на то	2	3
157	ни в	4	3
158	вступают в	3	3
159	в большинстве	9	3
160	но для	2	3
161	большинстве случаев	9	3
162	в начале	2	3
163	можно назвать	2	3
164	и что	3	3
165	и по	5	3
166	и его	13	3
167	или на	3	3
168	только в	10	3
169	в сущности	15	3
170	значение и	2	3
171	все еще	3	3
172	в этой	3	3
173	мы будем	3	3
174	с его	4	3
175	нашей работы	3	2
176	это еще	2	2
177	в очень	2	2
178	выпадает из	2	2
179	из этих	3	2
180	от него	3	2
181	со смертью	3	2
182	не исключает	2	2
183	бы в	2	2
184	к себе	8	2
185	обычно в	3	2
186	и даже	5	2
187	и тот	4	2
188	или менее	3	2
189	иногда и	3	2
190	что она	2	2
191	лишь на	3	2
192	играют в	2	2
193	что именно	2	2
194	превращается в	5	2
195	одним из	6	2
196	ничем не	3	2
197	между собою	2	2
198	это положение	2	2
199	углом зрения	4	2
200	не знает	8	2
201	наших дней	3	2
202	всех других	2	2
203	в свое	4	2
204	и более	3	2
205	совершается в	2	2
206	одной из	6	2
207	в самых	2	2
208	во сне	7	2
209	она не	4	2
210	особое место	2	2
211	он может	2	2
212	или наоборот	3	2
213	или по	3	2
214	более или	3	2
215	их в	3	2
216	с большой	3	2
217	могли бы	2	2
218	но с	2	2
219	в своих	4	2
220	здесь только	2	2
221	ту же	2	2
222	перейти к	2	2
223	под углом	3	2
224	быть и	2	2
225	но они	5	2
226	в которых	2	2
227	с другими	6	2
228	но здесь	2	2
229	что мы	2	2
230	в одной	4	2
231	до наших	3	2
232	должны быть	2	2
233	вряд ли	2	2
234	хотя они	2	2
235	себя и	3	2
236	все это	11	2
237	в основе	6	2
238	у него	5	2
239	как будто	3	2
240	например в	8	2
241	можно сказать	12	2
242	в одном	4	2
243	во всяком	2	2
244	по своему	6	2
245	того как	4	2
246	чем в	2	2
