N	2gram	Tiupa_Anal	EvropaiC
1	таким образом	5	34
2	в том	36	31
3	и в	30	24
4	том что	21	20
5	все эти	3	19
6	не может	26	18
7	то что	11	18
8	может быть	33	17
9	все же	4	15
10	точки зрения	10	14
11	в этом	31	13
12	все это	2	13
13	в своем	2	12
14	самом деле	3	12
15	между тем	7	12
16	по отношению	10	11
17	но и	29	11
18	отношению к	9	11
19	не только	30	10
20	так и	16	10
21	во всех	5	10
22	как и	23	10
23	культуры в	2	10
24	все что	3	10
25	как бы	15	10
26	в результате	3	9
27	друг с	2	9
28	и не	33	9
29	не в	17	9
30	что в	7	9
31	и все	5	9
32	на то	2	9
33	с другом	2	9
34	того же	7	9
35	потому что	3	9
36	при этом	20	9
37	и что	2	9
38	из этих	2	8
39	или менее	2	8
40	если бы	6	8
41	для того	4	8
42	к тому	12	8
43	более или	2	8
44	в самом	12	8
45	того чтобы	3	8
46	с точки	6	8
47	на самом	2	7
48	для этого	2	7
49	в сознании	6	7
50	в психике	2	7
51	так как	3	7
52	в силу	4	7
53	по своей	6	7
54	что он	3	7
55	того что	5	7
56	не менее	5	7
57	о том	11	7
58	из этого	2	7
59	что и	5	7
60	в этой	12	7
61	вместе с	6	7
62	в мире	14	6
63	отличается от	3	6
64	только в	8	6
65	все они	2	6
66	еще не	5	6
67	так что	3	6
68	что касается	4	6
69	в то	10	6
70	и для	3	6
71	с другой	7	6
72	и если	2	6
73	и на	10	6
74	несмотря на	5	6
75	лишь при	4	6
76	тогда как	30	6
77	тому же	6	6
78	с ним	6	6
79	его в	2	5
80	в себе	17	5
81	должно быть	2	5
82	к этому	2	5
83	в которой	3	5
84	как к	2	5
85	лишь в	12	5
86	на все	2	5
87	и их	2	5
88	из них	2	5
89	у него	5	5
90	что все	2	5
91	далеко не	6	5
92	но в	11	5
93	столь же	7	5
94	именно в	6	5
95	или иначе	2	5
96	и с	2	5
97	и к	5	5
98	другой стороны	2	5
99	в целом	9	5
100	не будет	3	5
101	между двумя	7	5
102	в его	15	5
103	как будто	6	5
104	никогда не	4	4
105	и то	4	4
106	в такой	2	4
107	не могут	3	4
108	из того	5	4
109	мы должны	2	4
110	всех этих	2	4
111	хотя бы	4	4
112	то ни	3	4
113	тем не	3	4
114	в конце	4	4
115	отношение к	2	4
116	и т.д	4	4
117	иначе говоря	17	4
118	то же	12	4
119	в их	8	4
120	том же	2	4
121	в области	4	4
122	а с	3	4
123	одним из	3	4
124	совершенно не	2	4
125	между собой	2	4
126	не так	3	4
127	этом случае	4	4
128	все прочие	3	4
129	на вопрос	5	4
130	не есть	8	4
131	из которых	4	4
132	что мы	3	4
133	данный момент	2	4
134	связи с	2	4
135	что как	3	4
136	в таком	5	4
137	он не	4	4
138	хотя и	4	4
139	мы уже	2	4
140	даже в	5	3
141	данном случае	3	3
142	вопрос о	2	3
143	тем самым	9	3
144	при помощи	2	3
145	это не	7	3
146	и потому	2	3
147	и до	3	3
148	от него	2	3
149	в начале	3	3
150	тем более	2	3
151	каждый из	3	3
152	бы в	3	3
153	ни было	4	3
154	с этой	2	3
155	в этих	3	3
156	в связи	2	3
157	и наконец	2	3
158	одного и	2	3
159	вследствие этого	5	3
160	прежде всего	8	3
161	отличие от	8	3
162	с одной	7	3
163	как известно	4	3
164	одно из	2	3
165	но не	13	3
166	в данном	6	3
167	на этой	2	3
168	а в	11	3
169	бы то	3	3
170	может служить	3	3
171	не вполне	2	3
172	в нем	3	3
173	тогда когда	3	3
174	ко всем	2	3
175	же не	3	3
176	в сторону	6	3
177	может не	2	3
178	было бы	4	3
179	и по	2	3
180	только одно	2	3
181	в нашем	3	3
182	и того	5	3
183	заключается в	2	3
184	тот же	2	3
185	как мы	3	3
186	однако при	3	2
187	то в	2	2
188	то и	2	2
189	независимо от	2	2
190	представляет собою	2	2
191	в процессе	2	2
192	одну из	2	2
193	при таком	2	2
194	от которого	4	2
195	то есть	19	2
196	в другом	4	2
197	борьбы с	3	2
198	на него	3	2
199	для себя	3	2
200	на каждом	2	2
201	должен быть	6	2
202	в виду	2	2
203	в частности	32	2
204	по его	2	2
205	от себя	4	2
206	такой же	3	2
207	тем как	2	2
208	в один	4	2
209	никто не	3	2
210	не знает	4	2
211	том и	2	2
212	для него	5	2
213	всех прочих	2	2
214	есть в	4	2
215	том чтобы	7	2
216	в эту	3	2
217	также и	3	2
218	тому что	2	2
219	к нему	4	2
220	следует что	2	2
221	в котором	5	2
222	на себе	3	2
223	те же	3	2
224	я в	5	2
225	что на	3	2
226	одной стороны	6	2
227	на этом	4	2
228	и те	2	2
229	отнюдь не	22	2
230	только не	6	2
231	со своей	2	2
232	что же	3	2
233	а затем	3	2
234	сводится к	6	2
235	с ними	2	2
236	говорить о	3	2
237	себя и	5	2
238	не более	4	2
239	и особенно	4	2
240	и его	9	2
241	нашем случае	3	2
242	в сущности	10	2
243	же время	7	2
244	с ее	2	2
245	и сам	4	2
246	не следует	6	2
247	и более	5	2
248	этого слова	10	2
249	в себя	8	2
250	широком смысле	2	2
251	той же	4	2
252	имеет место	6	2
253	я не	2	2
254	вовсе не	4	2
255	в основе	6	2
256	и состоит	5	2
