N	2gram	Losev_Prob	Hudozhes
1	в качестве	9	31
2	то есть	38	26
3	и в	48	23
4	не только	28	20
5	в том	25	20
6	может быть	11	19
7	при этом	6	19
8	в частности	5	18
9	и не	29	16
10	но и	21	14
11	а в	8	13
12	в себе	7	13
13	я в	4	13
14	но не	12	13
15	а не	7	13
16	то же	6	12
17	такого рода	4	12
18	в этом	31	12
19	и его	11	12
20	так и	15	12
21	как бы	10	11
22	точки зрения	17	11
23	в его	19	11
24	но в	17	10
25	по отношению	2	10
26	отношению к	2	10
27	не в	16	9
28	или иной	4	9
29	том что	29	9
30	не может	6	9
31	с другой	8	9
32	в искусстве	2	9
33	в то	6	8
34	в области	3	8
35	в самом	7	7
36	по своей	3	7
37	отношение к	3	7
38	в своей	29	7
39	только в	21	7
40	как это	5	7
41	что в	12	7
42	мы имеем	3	6
43	искусства в	2	6
44	уже не	12	6
45	другой стороны	8	6
46	а также	8	6
47	в нем	8	6
48	можно сказать	10	6
49	в ее	6	6
50	художественного творчества	10	6
51	с его	3	6
52	я с	2	5
53	тем самым	2	5
54	ни в	17	5
55	той или	5	5
56	или иначе	3	5
57	могут быть	2	5
58	в художественном	2	5
59	для того	4	5
60	того чтобы	3	5
61	в виду	3	5
62	в их	4	5
63	не является	2	5
64	что он	12	5
65	то что	26	5
66	не менее	8	5
67	прежде всего	15	5
68	того что	8	5
69	для него	2	5
70	и то	6	4
71	сказать что	13	4
72	в отношении	8	4
73	его в	9	4
74	или иного	2	4
75	далеко не	6	4
76	это не	8	4
77	для себя	6	4
78	а только	5	4
79	того или	3	4
80	к тому	7	4
81	между тем	2	4
82	в данном	6	4
83	во втором	2	4
84	искусства но	2	4
85	в другом	6	4
86	однако в	4	4
87	в силу	6	4
88	и как	10	4
89	еще не	4	4
90	и тем	4	4
91	и что	9	4
92	в этих	3	4
93	он не	4	4
94	и о	9	4
95	в своем	16	4
96	хотя и	10	4
97	так или	3	4
98	даже в	2	3
99	в жизни	4	3
100	к нему	3	3
101	и для	11	3
102	по своему	3	3
103	и притом	8	3
104	и ее	2	3
105	в романе	2	3
106	все прочие	2	3
107	в роли	2	3
108	как и	10	3
109	того же	7	3
110	потому что	21	3
111	о чем	2	3
112	одной стороны	5	3
113	по преимуществу	2	3
114	в русской	4	3
115	том числе	2	3
116	в противоположность	3	3
117	к его	5	3
118	в свою	4	3
119	человеческой жизни	5	3
120	и к	9	3
121	во всех	2	3
122	тем не	8	3
123	а именно	12	3
124	из этих	2	3
125	связи с	11	3
126	и на	9	3
127	мог бы	2	3
128	если бы	2	3
129	в той	5	3
130	не будет	4	3
131	и прежде	2	3
132	в стихотворении	28	3
133	как раз	7	3
134	с точки	13	3
135	он должен	2	3
136	или даже	4	3
137	с этой	4	3
138	в связи	11	3
139	таким образом	20	3
140	в таком	4	3
141	и сам	5	3
142	есть в	6	3
143	в которой	7	3
144	в рассказе	2	3
145	была бы	3	3
146	этом смысле	4	3
147	в одном	6	3
148	с одной	5	3
149	человеческого я	4	3
150	но он	5	3
151	никогда не	7	2
152	о том	17	2
153	одной из	5	2
154	рассказ о	2	2
155	в литературе	5	2
156	как в	3	2
157	не могли	2	2
158	всей своей	2	2
159	тот кто	2	2
160	одно из	2	2
161	и это	3	2
162	ее в	2	2
163	тому что	2	2
164	и потому	4	2
165	то в	4	2
166	при всем	3	2
167	в самой	5	2
168	еще и	6	2
169	в чем	3	2
170	либо в	2	2
171	или в	7	2
172	именно в	11	2
173	жизни в	7	2
174	но как	3	2
175	все эти	12	2
176	тем более	2	2
177	не всегда	5	2
178	о себе	3	2
179	человека и	4	2
180	мира и	5	2
181	не все	3	2
182	вслед за	2	2
183	или иных	2	2
184	что она	2	2
185	должен быть	2	2
186	коем случае	3	2
187	не входит	2	2
188	этой точки	2	2
189	только и	9	2
190	не как	3	2
191	в глаза	3	2
192	так же	7	2
193	из тех	3	2
194	об этом	11	2
195	свою очередь	2	2
196	из которых	2	2
197	и по	2	2
198	он и	5	2
199	я не	3	2
200	в известном	2	2
201	тех или	2	2
202	отнюдь не	14	2
203	один из	2	2
204	в них	5	2
205	по себе	5	2
206	не вполне	2	2
207	сама по	2	2
208	несмотря на	7	2
209	есть как	2	2
210	таком случае	2	2
211	и весьма	2	2
212	это и	4	2
213	русской литературе	3	2
214	мира в	3	2
215	все это	8	2
216	к другому	5	2
217	бы не	4	2
218	которого он	2	2
219	из этого	6	2
220	что и	8	2
221	в коем	3	2
222	в значительной	3	2
223	то ни	4	2
224	в году	9	2
225	ни было	2	2
226	в одно	6	2
227	не просто	12	2
228	к своему	3	2
229	и другие	4	2
230	только о	3	2
231	по мысли	4	2
232	нового времени	4	2
233	для искусства	3	2
234	самом деле	3	2
235	случае не	2	2
236	и более	3	2
237	в нашем	5	2
238	в этой	14	2
239	но только	5	2
240	ни к	2	2
241	жизни то	2	2
242	а с	4	2
243	с ним	4	2
244	который в	10	2
245	в какой	5	2
246	и который	4	2
247	вовсе не	18	2
248	если мы	2	2
249	полноте и	2	2
250	у него	13	2
251	бы то	4	2
252	здесь не	12	2
