N	2gram	Vygotskiy_	KulturaY
1	и т	19	143
2	т п	7	93
3	и в	65	84
4	в том	46	74
5	потому что	26	68
6	не только	16	60
7	точки зрения	19	59
8	в этом	37	57
9	было бы	22	53
10	и не	20	52
11	может быть	33	47
12	том что	28	44
13	того чтобы	21	44
14	что в	36	44
15	т д	6	42
16	для того	18	41
17	в самом	41	41
18	у нас	4	38
19	самом деле	33	37
20	хотя бы	3	37
21	так как	13	36
22	с точки	11	36
23	таким образом	21	33
24	а не	11	33
25	можно было	7	32
26	если бы	22	32
27	не в	12	30
28	прежде всего	2	30
29	в его	11	30
30	все же	10	29
31	того что	9	28
32	все эти	7	28
33	в силу	2	26
34	уже не	2	26
35	не может	17	25
36	то что	61	25
37	вовсе не	11	25
38	еще не	3	24
39	с другой	8	24
40	так и	3	23
41	то же	17	23
42	только в	9	23
43	во всяком	6	20
44	но и	6	20
45	по себе	5	20
46	и что	29	20
47	что он	23	19
48	но в	5	19
49	тем что	7	19
50	о том	17	19
51	всяком случае	6	19
52	что же	3	19
53	между тем	10	18
54	связи с	2	18
55	все это	12	18
56	в качестве	2	18
57	к тому	18	18
58	с тем	14	18
59	в сущности	16	18
60	как бы	29	18
61	и с	4	18
62	вместе с	10	18
63	это не	7	17
64	как раз	14	17
65	как это	13	17
66	что это	19	17
67	другой стороны	5	17
68	в той	8	17
69	слова и	3	17
70	в виду	6	16
71	ничего не	4	16
72	что не	5	16
73	что и	7	16
74	тот же	5	16
75	но не	3	16
76	и тем	4	15
77	один из	7	15
78	а в	9	15
79	при этом	10	15
80	того как	4	15
81	в данном	5	15
82	целый ряд	6	15
83	том чтобы	2	15
84	именно в	3	15
85	не было	4	15
86	как на	9	15
87	в них	4	14
88	я не	9	14
89	как мы	12	14
90	сказать что	14	14
91	мы имеем	2	14
92	сих пор	6	14
93	что такое	2	14
94	если мы	19	14
95	и на	7	14
96	в ней	23	14
97	до сих	7	14
98	не могут	2	13
99	это и	4	13
100	по существу	4	13
101	что она	34	13
102	в этой	20	13
103	в которых	9	13
104	для нас	14	13
105	там где	7	13
106	и его	8	13
107	той же	6	13
108	этот вопрос	5	12
109	для этого	9	12
110	с этой	5	12
111	как в	8	12
112	того же	4	12
113	тогда когда	2	12
114	этого слова	5	12
115	в результате	3	12
116	говорить о	3	12
117	однако не	3	12
118	ясно что	11	12
119	еще и	2	11
120	должен быть	4	11
121	в их	3	11
122	в своем	8	11
123	те же	2	11
124	из этих	6	11
125	должна быть	5	11
126	в нем	8	11
127	совершенно не	8	11
128	и здесь	9	11
129	и то	10	11
130	в какой	8	11
131	и если	13	11
132	он не	11	11
133	в каком	8	10
134	тем самым	4	10
135	так же	12	10
136	в то	5	10
137	к этому	5	10
138	со стороны	4	10
139	они не	2	10
140	в общем	4	10
141	как и	12	10
142	речь идет	7	10
143	бы и	2	10
144	того или	2	10
145	с этим	11	10
146	в нашей	2	10
147	тем более	2	10
148	бы в	3	10
149	несмотря на	7	10
150	в речи	3	10
151	в первом	3	10
152	конечно не	6	10
