N	2gram	Bakhtin_Pr	Dialekti
1	не есть	6	181
2	и не	42	120
3	и т	14	82
4	а не	5	78
5	и в	38	77
6	точки зрения	8	72
7	может быть	26	71
8	не только	9	66
9	то что	8	59
10	и есть	2	55
11	ничего не	6	54
12	не может	27	53
13	и даже	3	47
14	с точки	6	46
15	что это	2	46
16	как бы	22	43
17	ни в	11	42
18	и что	2	42
19	не имеет	9	41
20	вовсе не	2	41
21	в том	8	40
22	в этом	15	39
23	то же	5	39
24	в себе	4	38
25	том что	3	37
26	что он	2	37
27	прежде всего	13	37
28	это не	5	36
29	что в	7	34
30	в нем	15	34
31	и все	3	33
32	того что	2	33
33	но и	9	32
34	все это	3	31
35	ясно что	3	31
36	и как	8	30
37	отнюдь не	19	30
38	сказать что	4	30
39	так и	5	29
40	было бы	8	29
41	как и	7	28
42	никогда не	5	27
43	в виду	4	26
44	не в	7	26
45	есть только	2	25
46	есть не	2	25
47	и пр	2	25
48	говорить о	3	25
49	если бы	3	24
50	но это	3	24
51	в то	4	23
52	что оно	2	23
53	таким образом	10	23
54	я не	2	22
55	она не	2	21
56	что не	4	21
57	должна быть	4	21
58	в чем	2	21
59	что все	2	20
60	только в	13	20
61	и вообще	2	20
62	что и	2	20
63	совершенно не	7	20
64	о том	4	20
65	и с	17	20
66	в таком	3	20
67	в своем	5	19
68	как это	2	19
69	не менее	4	19
70	и это	3	19
71	в самом	7	19
72	и его	16	19
73	с другой	7	18
74	хотя бы	4	18
75	же время	3	18
76	в основе	5	17
77	той или	2	17
78	можно сказать	2	17
79	должно быть	5	17
80	в особенности	2	17
81	другими словами	2	16
82	в своей	7	16
83	кроме того	3	16
84	к нему	10	16
85	да и	3	16
86	тем не	3	16
87	конечно не	5	16
88	и о	5	15
89	также и	3	15
90	как таковой	2	15
91	все же	6	15
92	в виде	2	15
93	самом деле	6	15
94	хотя и	3	15
95	на то	2	15
96	несмотря на	3	15
97	и потому	4	14
98	и ее	2	14
99	ни с	2	14
100	с ним	5	14
101	не было	2	14
102	и только	4	14
103	но в	4	13
104	в ней	4	13
105	отличается от	2	13
106	он не	3	13
107	другой стороны	4	13
108	и к	3	13
109	могут быть	5	12
110	еще не	7	12
111	все эти	5	12
112	не могут	2	12
113	но как	2	12
114	а в	6	12
115	но не	12	12
116	мы должны	2	11
117	должны быть	4	11
118	можно только	6	11
119	себе не	2	11
120	и тем	3	11
121	его не	2	11
122	в них	5	11
123	в данном	4	11
124	мы имеем	2	11
125	как только	3	11
126	или в	2	11
127	может и	4	10
128	в ее	4	10
129	как мы	7	10
130	в его	43	10
131	за пределы	12	10
132	для того	2	10
133	и для	11	10
134	оно не	3	10
135	или иное	2	10
136	в их	10	10
137	в частности	2	10
138	не больше	3	10
139	то или	2	10
140	во всем	2	10
141	только как	6	10
142	не нуждается	2	9
143	точка зрения	3	9
144	в истории	2	9
145	в этих	2	9
146	и более	2	9
147	в котором	2	9
148	или иной	2	9
149	и от	3	9
150	была бы	2	9
151	с ними	4	9
152	при этом	5	9
153	случае не	2	9
154	и он	2	9
155	мы можем	6	9
156	лишь как	4	9
157	на этом	2	9
158	и на	3	9
159	на самом	4	8
160	от него	3	8
161	как нечто	3	8
162	не на	5	8
163	в дальнейшем	3	8
164	и внешнего	2	8
165	того или	2	8
166	у нас	2	8
167	с одной	3	8
168	что эта	2	8
169	в поэзии	9	8
170	но она	2	8
171	нет и	3	8
172	этом смысле	3	8
173	себя в	2	8
174	тем самым	4	7
175	ничего нет	2	7
176	он должен	2	7
177	и при	2	7
178	а только	2	7
179	связи с	2	7
180	его как	3	7
181	на первый	2	7
182	тем что	2	7
183	в связи	2	7
184	все что	3	7
185	нуждается в	2	7
186	не всегда	6	7
187	не знает	3	7
188	с его	2	7
189	как в	4	7
190	в мире	3	7
191	из которых	2	7
192	то ни	3	7
193	отношения к	6	7
194	можно и	2	6
195	в другом	2	6
196	отношение к	10	6
197	может иметь	5	6
198	они не	3	6
199	того чтобы	2	6
200	себя и	3	6
201	одна из	2	6
202	но лишь	2	6
203	ни к	2	6
204	но они	4	6
205	быть только	5	6
206	вообще не	7	6
207	для науки	2	6
208	в себя	2	6
209	но с	3	6
210	его в	9	6
211	и прежде	5	6
212	по существу	2	6
213	одной стороны	3	6
214	себя как	5	6
215	можно было	4	6
216	во всех	11	6
217	о котором	2	6
218	в коем	2	6
219	не с	4	6
220	коем случае	2	6
221	природы и	3	6
222	я должен	2	5
223	действительности и	3	5
224	или как	3	5
225	для нее	8	5
226	и во	2	5
227	не является	3	5
228	и наконец	6	5
229	едва ли	3	5
230	например в	3	5
231	он может	2	5
232	в своих	2	5
233	раз и	2	5
234	первый план	2	5
235	и становится	7	5
236	и у	2	5
237	в области	11	5
238	в него	2	5
239	души и	2	5
240	независимо от	13	5
241	к этому	2	5
242	можем сказать	2	5
243	данном случае	4	4
244	в каждом	2	4
245	следовательно не	2	4
246	а как	3	4
247	на них	3	4
248	здесь в	2	4
249	и эта	2	4
250	но совершенно	2	4
251	можно говорить	2	4
252	и тела	2	4
253	мы будем	3	4
254	в каких	2	4
255	помнить что	3	4
256	есть выражение	2	4
257	том как	2	4
258	т п	13	4
259	объекта и	7	4
260	мир в	2	4
261	бы то	3	4
262	не нужно	5	4
263	себя самого	4	4
264	этом отношении	2	4
265	со всеми	3	4
266	и должно	3	4
267	и здесь	2	4
268	и этим	6	4
269	к чему	2	4
270	не можем	2	4
271	совершенно невозможно	3	4
272	же самое	2	4
273	как чисто	2	3
274	должен быть	2	3
275	а лишь	2	3
276	нами выше	2	3
277	к своему	2	3
278	отличие от	5	3
279	в искусстве	12	3
280	одной из	3	3
281	понятий и	2	3
282	к поэзии	2	3
283	бы просто	2	3
284	место в	8	3
285	говорить и	2	3
286	этот момент	2	3
287	нее это	2	3
288	не могли	2	3
289	в чувстве	3	3
290	здесь не	4	3
291	на него	3	3
292	лишь в	2	3
293	все они	5	3
294	или точнее	2	3
295	чем не	2	3
296	до степени	2	3
297	далеко не	5	3
298	на почве	3	3
299	в свою	2	3
300	форм и	2	3
301	о которых	2	3
302	событие как	2	3
303	представлять себе	4	3
304	в современной	2	3
305	только она	2	3
306	не должна	4	3
307	в корне	2	3
308	и события	2	3
309	познания и	30	3
310	или иного	2	3
311	с другими	3	3
312	как вещи	3	3
313	не более	2	3
314	бы не	2	3
315	и которые	2	3
316	ни было	3	3
317	в какой	2	3
318	движения и	2	3
319	только его	3	3
320	культуры и	3	3
321	есть таким	2	3
322	не к	6	3
323	зрения самого	2	3
324	форму и	2	3
325	на мир	2	3
326	не дает	2	3
327	мы в	3	3
328	в некоторых	2	3
329	и именно	2	3
330	в слове	3	3
331	между тем	7	3
332	имеем дело	3	3
333	сказать и	3	3
334	в область	3	2
335	бытия в	3	2
336	входя в	2	2
337	не имеют	2	2
338	она может	3	2
339	в тех	3	2
340	как к	2	2
341	как вещь	4	2
342	и других	2	2
343	объект и	4	2
344	его пределы	2	2
345	как такового	3	2
346	и др	8	2
347	лучшем случае	2	2
348	следует что	2	2
349	только при	2	2
350	ни одна	2	2
351	ибо только	2	2
352	всех своих	2	2
353	является как	2	2
354	начало и	3	2
355	относится к	4	2
356	но зато	2	2
357	принципиально не	4	2
358	не входя	2	2
359	за его	3	2
360	слово и	2	2
361	дает нам	2	2
362	в нашей	2	2
363	дело в	2	2
364	но нельзя	2	2
365	и искусства	2	2
366	творчества и	5	2
367	слова и	3	2
368	форма есть	6	2
369	не во	2	2
370	искусства и	3	2
371	не вполне	2	2
372	выше в	2	2
373	в других	4	2
374	выходя за	3	2
375	в нашем	4	2
376	произведение и	3	2
377	ибо в	2	2
378	чем в	2	2
379	содержание и	2	2
380	есть форма	3	2
381	вопроса о	3	2
382	то есть	46	2
383	все то	3	2
384	к которому	4	2
385	слово в	2	2
386	не остается	2	2
387	объекта в	5	2
388	и вся	2	2
389	и проч	28	2
390	показать что	2	2
391	для понимания	2	2
392	от них	2	2
393	нем и	2	2
394	но конечно	4	2
395	в лучшем	2	2
396	здесь же	2	2
397	между ними	4	2
398	смысле слова	2	2
399	там где	6	2
400	и мир	2	2
401	вне ее	2	2
402	имеет место	5	2
403	не выходя	3	2
404	только по	4	2
405	место и	2	2
406	в целом	3	2
407	я нахожу	2	2
408	перестает быть	4	2
409	которые могут	2	2
410	мы увидим	3	2
411	человека в	2	2
412	художественное произведение	8	2
413	нечего сказать	2	2
414	конечно и	4	2
415	человек в	2	2
416	к его	2	2
417	их и	2	2
418	совпадает с	2	2
419	есть его	3	2
420	его тела	2	2
421	как его	3	2
