N	2gram	Vygotskiy_	OGranits
1	и в	37	13
2	и его	10	12
3	прежде всего	12	9
4	и не	15	8
5	не может	16	8
6	может быть	19	8
7	в его	16	7
8	и пр	2	7
9	и их	5	7
10	точки зрения	49	7
11	и т.п	5	7
12	не только	29	6
13	мы должны	11	6
14	как бы	16	6
15	таким образом	39	6
16	только в	8	6
17	то что	32	6
18	языка и	3	5
19	и т.д	15	5
20	все же	6	5
21	с точки	34	5
22	но ведь	2	5
23	и наконец	3	5
24	хотя бы	7	5
25	в процессе	19	5
26	мы можем	11	4
27	но в	9	4
28	лишь в	9	4
29	то же	12	4
30	в сознании	2	4
31	но мы	4	4
32	не является	16	4
33	в своей	7	4
34	все это	9	4
35	было бы	12	4
36	в двух	3	4
37	вопроса о	3	4
38	мы не	13	4
39	никогда не	8	3
40	одно и	2	3
41	и для	3	3
42	и то	3	3
43	со всей	7	3
44	и все	7	3
45	связана с	4	3
46	в ее	3	3
47	превращается в	3	3
48	с этим	8	3
49	отношению к	11	3
50	как и	20	3
51	не в	9	3
52	в их	5	3
53	говорить о	4	3
54	так как	11	3
55	понятно что	2	3
56	в себе	8	3
57	к единству	4	3
58	что в	25	3
59	по отношению	12	3
60	точку зрения	8	3
61	но для	2	3
62	самом деле	8	3
63	есть прежде	2	3
64	за пределы	4	3
65	так и	12	3
66	что же	3	3
67	в которой	6	3
68	в одном	5	3
69	но и	23	3
70	не столько	4	3
71	в самом	16	2
72	могут быть	5	2
73	мы видим	7	2
74	в этом	32	2
75	смысле слова	6	2
76	в них	5	2
77	для себя	7	2
78	данном случае	5	2
79	в книге	3	2
80	уже в	8	2
81	отношений между	4	2
82	в том	47	2
83	тем что	7	2
84	в отношении	14	2
85	есть не	3	2
86	несмотря на	6	2
87	в целом	29	2
88	если бы	10	2
89	от этого	4	2
90	о языке	2	2
91	с одной	14	2
92	не имеет	5	2
93	зависимости от	8	2
94	всей своей	2	2
95	и др	5	2
96	ее в	3	2
97	более того	2	2
98	с другой	16	2
99	там где	8	2
100	слова и	5	2
101	от всех	3	2
102	человеческой речи	12	2
103	а в	4	2
104	и тем	8	2
105	том что	42	2
106	только его	3	2
107	и к	9	2
108	в связи	3	2
109	в зависимости	8	2
110	этой проблемы	10	2
111	в данном	5	2
112	в общем	5	2
113	и следовательно	3	2
114	все эти	6	2
115	в области	4	2
116	что эта	7	2
117	связанные с	2	2
118	так же	18	2
119	что они	5	2
120	мы уже	7	2
121	те же	2	2
122	нуждается в	2	2
123	и при	2	2
124	с этой	7	2
125	в своих	6	2
126	его на	3	2
127	в полном	3	2
128	в нем	2	2
129	в тех	2	2
130	при этом	6	2
131	сознания и	4	2
132	и ее	9	2
133	символов и	2	2
134	а не	5	2
135	во всей	8	2
136	в ней	2	2
137	вслед за	3	2
138	общения и	3	2
139	на две	3	2
140	в течение	4	2
141	как в	7	2
142	другой стороны	10	2
143	во всем	4	2
144	который мы	3	2
145	и наиболее	2	2
146	и является	2	2
147	чем же	2	2
148	одной стороны	15	2
149	бы в	5	2
150	между тем	10	2
151	в чем	5	2
152	является уже	2	2
153	которое мы	6	2
154	на язык	2	2
155	тот же	7	2
156	в другом	7	2
157	самого начала	9	2
158	вовсе не	5	2
159	к сожалению	2	2
160	с самого	9	2
161	к анализу	3	2
162	учение о	4	2
163	к тому	10	2
164	с помощью	16	2
165	наконец в	2	2
166	для него	5	2
