N	2gram	Bakhtin_Fr	Mirosoze
1	и в	67	97
2	может быть	4	64
3	не только	23	63
4	в этом	27	55
5	но и	23	54
6	он не	9	53
7	а не	6	53
8	в нем	20	49
9	не может	9	49
10	у него	4	47
11	и не	23	39
12	никогда не	6	38
13	потому что	8	37
14	в ней	10	37
15	не было	3	36
16	не в	8	34
17	и есть	5	33
18	для него	4	31
19	но он	5	30
20	прежде всего	19	29
21	как и	19	29
22	но в	20	27
23	и он	4	27
24	и это	5	25
25	в своей	6	25
26	он был	8	25
27	и все	18	24
28	переходит в	3	24
29	свободы и	2	24
30	у нас	3	24
31	в своем	13	23
32	что в	14	23
33	что он	7	22
34	в самом	7	21
35	в себе	3	20
36	до конца	2	19
37	как бы	18	19
38	в его	17	18
39	того что	4	17
40	в том	16	16
41	том что	13	16
42	то что	9	16
43	было бы	5	16
44	на земле	2	16
45	и его	19	16
46	духа в	2	15
47	в этой	13	15
48	в котором	3	15
49	в конце	12	14
50	так как	16	14
51	та же	2	13
52	и вот	4	13
53	и на	12	13
54	это не	5	12
55	и у	7	12
56	к нему	5	12
57	в них	12	12
58	все это	15	12
59	но не	6	12
60	с тем	3	11
61	свобода и	3	11
62	и там	4	11
63	но это	10	11
64	менее всего	4	11
65	хотя бы	2	11
66	только в	6	11
67	как в	4	11
68	и для	4	11
69	и к	7	11
70	жизни и	11	11
71	не могут	3	10
72	так же	13	10
73	это и	10	10
74	один из	6	10
75	то же	18	10
76	связана с	5	10
77	не имеет	4	10
78	в самой	8	10
79	доходит до	2	9
80	есть и	8	9
81	бы и	2	9
82	а в	4	9
83	к тому	4	9
84	не будет	2	9
85	что и	8	9
86	и во	4	9
87	из самых	3	9
88	то есть	49	9
89	все что	3	9
90	свободу и	5	9
91	с ним	6	9
92	лишь в	3	9
93	не мог	8	9
94	вместе с	5	9
95	ничего не	5	8
96	от него	2	8
97	нужно искать	2	8
98	они не	5	8
99	мира и	10	8
100	что не	4	8
101	того чтобы	9	8
102	в отношении	2	8
103	мира сего	2	8
104	с его	11	8
105	за пределы	4	8
106	тем что	3	8
107	для того	8	8
108	нет и	4	8
109	о том	8	8
110	и с	18	8
111	еще в	3	8
112	нем есть	2	7
113	как он	3	7
114	в духе	4	7
115	должен быть	2	7
116	что все	4	7
117	он в	4	7
118	точки зрения	7	7
119	себя и	2	7
120	что она	4	7
121	на этом	7	7
122	что человек	2	7
123	жизни в	3	7
124	в жизни	4	7
125	также и	11	7
126	в нашем	3	7
127	чтобы не	2	6
128	его в	10	6
129	не как	3	6
130	на все	4	6
131	у них	2	6
132	этом он	2	6
133	и она	3	6
134	в ее	2	6
135	его не	5	6
136	в образе	9	6
137	и от	6	6
138	что это	4	6
139	можно было	5	6
140	к ней	2	6
141	к концу	2	6
142	было в	2	6
143	если бы	2	6
144	бы не	2	6
145	же и	2	6
146	жизнь и	5	6
147	что у	2	6
148	на то	2	6
149	и здесь	6	6
150	в которых	3	6
151	и если	3	5
152	в то	17	5
153	в их	4	5
154	он хочет	3	5
155	так и	14	5
156	все время	3	5
157	они и	3	5
158	и этот	2	5
159	от этого	2	5
160	связано с	3	5
161	в атмосфере	12	5
162	земной жизни	2	5
163	как у	2	5
164	сказать что	12	5
165	тот же	4	5
166	в основе	6	5
167	да и	2	5
168	одно из	2	5
169	с этим	6	5
170	этот процесс	3	5
171	по преимуществу	2	5
172	момент в	2	5
173	мысли и	6	5
174	и как	7	5
175	бы в	5	5
176	для этого	2	5
177	еще не	5	5
178	его и	2	5
179	как будто	2	5
180	сих пор	3	5
181	на протяжении	2	5
182	то он	2	5
183	думать что	2	5
184	когда он	2	5
185	был в	3	5
186	до сих	3	5
187	той же	6	5
188	жизни он	3	4
189	в каждом	3	4
190	от того	3	4
191	как к	2	4
192	не хочет	3	4
193	это очень	2	4
194	он должен	2	4
195	есть в	5	4
196	в разных	2	4
197	по своему	5	4
198	они были	2	4
199	отречение от	2	4
200	в чем	6	4
201	и этим	2	4
202	место в	3	4
203	и тот	2	4
204	тогда когда	3	4
205	для них	2	4
206	в начале	2	4
207	на землю	2	4
208	мы видим	6	4
209	и до	3	4
210	все эти	12	4
211	мир в	4	4
212	народа и	2	4
213	что они	3	4
214	в истории	2	4
215	не все	2	4
216	у всех	2	4
217	и даже	6	4
218	и по	3	4
219	в свете	3	4
220	ни в	5	4
221	века в	3	4
222	нельзя было	2	4
223	и их	6	4
224	и только	2	4
225	особенно в	4	4
226	мы не	6	4
227	нас в	4	4
228	от его	4	4
229	ни с	2	4
230	мы еще	2	4
231	не случайно	3	4
232	него не	2	4
233	в эпоху	17	4
234	но на	3	4
235	в той	2	4
236	на своем	2	4
237	и что	3	4
238	то время	4	4
239	ведь это	3	3
240	о чем	5	3
241	и поэтому	2	3
242	не остается	4	3
243	и мира	2	3
244	этот путь	2	3
245	одним из	7	3
246	но она	5	3
247	все же	7	3
248	на том	2	3
249	между тем	3	3
250	в уста	2	3
251	в виду	2	3
252	ту же	3	3
253	и та	2	3
254	на его	2	3
255	же как	4	3
256	когда в	2	3
257	ли он	2	3
258	и самый	3	3
259	которую он	3	3
260	хотя и	6	3
261	литературы и	3	3
262	и то	2	3
263	на свободу	3	3
264	и эта	2	3
265	к этому	4	3
266	конечно не	5	3
267	об этом	5	3
268	в этот	3	3
269	в значительной	2	3
270	находится в	2	3
271	превращается в	5	3
272	от всех	6	3
273	раскрывает нам	2	3
274	все три	2	3
275	со всеми	6	3
276	чем не	3	3
277	но этот	5	3
278	в пределах	2	3
279	во всех	20	3
280	на этот	4	3
281	мир и	5	3
282	выходит за	3	3
283	он может	2	3
284	он знает	2	3
285	в одном	7	3
286	тому как	2	3
287	роль в	5	3
288	это был	2	3
289	нет ни	2	3
290	и за	2	3
291	что природа	2	2
292	на самом	8	2
293	как ее	2	2
294	в плане	5	2
295	через все	2	2
296	если в	3	2
297	на пиру	3	2
298	нисколько не	4	2
299	свою правду	2	2
300	и любви	3	2
301	народа в	2	2
302	а как	3	2
303	и других	2	2
304	необходимости и	3	2
305	были в	3	2
306	к своему	2	2
307	самом деле	6	2
308	тем как	2	2
309	своей жизни	2	2
310	связанная с	3	2
311	же этот	2	2
312	о нем	2	2
313	не менее	4	2
314	мира с	2	2
315	в церкви	2	2
316	того же	6	2
317	весь мир	10	2
318	большую роль	2	2
319	и без	3	2
320	а потому	2	2
321	и сам	2	2
