N	3gram	Vinokur_St	Myshleni
1	в том что	29	133
2	с точки зрения	10	89
3	для того чтобы	13	78
4	заключается в том	4	51
5	по отношению к	3	42
6	с одной стороны	2	39
7	так же как	5	39
8	с самого начала	3	36
9	в этом отношении	13	30
10	можно было бы	8	28
11	в этом случае	3	27
12	с другой стороны	8	26
13	вместе с тем	2	26
14	о том что	19	25
15	на то что	5	25
16	не может быть	5	23
17	к тому что	4	22
18	в то время	2	22
19	в зависимости от	2	22
20	не только не	2	21
21	в самом деле	7	19
22	во всяком случае	8	18
23	в этом смысле	2	18
24	до сих пор	12	17
25	в данном случае	7	15
26	и то что	2	15
27	на этот вопрос	2	14
28	в первую очередь	2	14
29	точно так же	2	13
30	тем не менее	4	12
31	то обстоятельство что	3	11
32	том что в	4	11
33	тот факт что	5	10
34	в том числе	3	10
35	то что в	3	10
36	том числе и	2	10
37	на самом деле	7	9
38	более или менее	2	9
39	на вопрос о	3	9
40	том что он	6	9
41	как и в	2	9
42	свое выражение в	2	8
43	в равной мере	2	8
44	что и в	4	8
45	речь идет о	3	8
46	в этой области	5	8
47	что он не	5	8
48	в том же	3	8
49	то что он	3	8
50	только в том	3	8
51	вопрос о том	4	7
52	в наших глазах	2	7
53	как раз в	4	7
54	по этому поводу	4	7
55	ничего общего с	3	6
56	и тем же	2	6
57	в обоих случаях	2	6
58	в том смысле	4	6
59	одним и тем	2	6
60	если бы мы	2	6
61	в той мере	2	5
62	в конце концов	2	5
63	в свое время	3	5
64	во втором случае	2	5
65	но все же	3	5
66	в то же	5	5
67	той мере в	2	5
68	и в этом	4	5
69	том смысле что	2	5
70	мере в какой	3	5
71	в той же	2	5
72	сами по себе	2	5
73	так как в	2	5
74	не только в	4	5
75	только потому что	2	5
76	после того как	5	4
77	не до конца	2	4
78	но и в	2	4
79	на этот раз	2	4
80	сомнений в том	2	4
81	в предисловии к	2	4
82	так и в	5	4
83	что оба эти	2	4
84	в значительной степени	2	4
85	себе отчета в	2	4
86	виде в каком	2	4
87	бы то ни	2	3
88	имеем дело с	2	3
89	так например в	4	3
90	и в самом	3	3
91	я не могу	2	3
92	никаких сомнений в	2	3
93	и только в	3	3
94	в применении к	3	3
95	к тому же	2	3
96	в настоящее время	2	3
97	до того как	3	3
98	хотя бы и	2	3
99	того или иного	4	3
100	говорит об этом	2	3
101	то же время	5	3
102	отчета в том	2	3
103	дело в том	7	3
104	сказать что в	3	3
105	в том отношении	4	2
106	в одном из	4	2
107	на точку зрения	2	2
108	вовсе не в	2	2
109	тем что в	2	2
110	с того что	2	2
111	но все это	2	2
112	и мн др	3	2
113	тем более что	2	2
114	и в области	5	2
115	с которыми он	2	2
116	когда речь идет	2	2
117	сомневаться в том	2	2
118	за то что	5	2
119	из этих двух	2	2
120	и я не	2	2
121	в котором он	2	2
122	тем или иным	3	2
123	во всех трех	2	2
124	что в этой	2	2
125	то что у	2	2
