N	3gram	Tiupa_Hudo	Narrotol
1	в том что	8	18
2	по отношению к	10	11
3	в отличие от	7	11
4	не сводится к	9	8
5	в то же	7	8
6	той или иной	5	8
7	тем не менее	3	8
8	то же время	7	8
9	не может быть	4	8
10	по большей части	2	8
11	можно сказать что	3	6
12	с одной стороны	3	6
13	в известном смысле	2	6
14	состоит в том	5	6
15	мы имеем дело	2	6
16	подобно тому как	3	5
17	для того чтобы	5	5
18	в свою очередь	2	5
19	начало и конец	2	4
20	к тому что	2	4
21	в конечном счете	5	4
22	в равной степени	2	4
23	так и не	4	3
24	как уже говорилось	2	3
25	присутствия в мире	7	3
26	того или иного	4	3
27	в связи с	3	3
28	по сути дела	3	3
29	с точки зрения	3	3
30	в самом деле	2	3
31	я в мире	7	3
32	несет в себе	3	3
33	одно и то	3	2
34	в русской литературе	2	2
35	и то же	3	2
36	тем или иным	2	2
37	в таком случае	2	2
38	более или менее	6	2
39	а с другой	2	2
40	в войне и	2	2
41	одного и того	3	2
42	по своей природе	2	2
43	не могло быть	2	2
44	присутствия я в	6	2
45	с легкой руки	2	2
46	войне и мире	2	2
47	в силу своей	4	2
48	и того же	3	2
49	и в то	2	2
50	кадров внутреннего зрения	3	2
51	в той или	2	2
