N	3gram	Vygotskiy_	Problema
1	о том что	15	39
2	в том что	30	37
3	и т д	6	33
4	то же самое	8	30
5	в данном случае	3	28
6	той или иной	2	26
7	с точки зрения	5	25
8	с другой стороны	8	25
9	в конце концов	6	23
10	сама по себе	3	21
11	сам по себе	4	21
12	и то что	4	20
13	на то что	25	19
14	в этом смысле	3	19
15	ни в каком	2	18
16	для того чтобы	41	17
17	то что мы	2	15
18	до сих пор	9	14
19	не что иное	2	14
20	в этом случае	2	14
21	что иное как	2	14
22	на самом деле	8	13
23	сами по себе	2	13
24	можно было бы	4	13
25	не может быть	4	12
26	в то время	4	12
27	можно сказать что	3	12
28	и в этом	2	12
29	то время как	4	12
30	и в частности	2	12
31	дело в том	2	11
32	с одной стороны	15	11
33	не только не	4	10
34	вместе с тем	4	10
35	не только в	5	10
36	может быть и	2	9
37	по этому поводу	4	9
38	потому что он	3	8
39	никак не может	3	8
40	заключается в том	9	8
41	иметь в виду	3	7
42	с самого начала	5	7
43	и если мы	6	7
44	обратить внимание на	2	7
45	но никак не	2	7
46	и то же	4	6
47	то что в	4	6
48	нет никакой возможности	2	6
49	само по себе	3	6
50	и как бы	4	6
51	на первый план	2	6
52	в самом деле	8	6
53	в этом отношении	3	6
54	указывает на то	3	5
55	потому что они	3	5
56	в собственном смысле	2	5
57	мы могли бы	4	5
58	что в нем	3	5
59	мы говорили выше	2	5
60	том что он	4	5
61	одно и то	3	5
62	в зависимости от	7	5
63	так же как	3	5
64	вовсе не для	2	5
65	во всех этих	2	4
66	мы все же	3	4
67	одним и тем	3	4
68	вопрос о том	3	4
69	этой точки зрения	3	4
70	и тем же	3	4
71	друг от друга	2	4
72	а с другой	5	4
73	именно потому что	3	4
74	именно то что	5	4
75	друг к другу	5	4
76	то обстоятельство что	2	4
77	собственном смысле слова	2	4
78	как это мы	2	4
79	в этой трагедии	2	4
80	в этой драме	2	4
81	до тех пор	2	4
82	в том чтобы	6	4
83	равно как и	2	4
84	и когда мы	4	3
85	мы никогда не	5	3
86	к тому что	8	3
87	с этой точки	3	3
88	и никак не	2	3
89	то что она	2	3
90	или вернее сказать	3	3
91	здесь вовсе не	2	3
92	нисколько не больше	2	3
93	тот факт что	6	3
94	в сущности говоря	8	3
95	что может быть	2	3
96	потому что все	3	3
97	за то что	3	3
98	вовсе не в	2	3
99	если бы мы	5	3
100	одного и того	2	3
101	то что он	5	3
102	в своей трагедии	2	3
103	именно в этом	2	3
104	и может быть	2	3
105	таким образом что	6	3
106	в отличие от	3	3
107	том что в	2	3
108	не то что	3	3
109	и того же	2	3
110	с тем что	3	3
111	по сравнению с	4	3
112	о котором мы	3	2
113	ясно что в	3	2
114	есть не просто	2	2
115	он может быть	2	2
116	по отношению к	2	2
117	нам думается что	2	2
118	мы совершенно не	2	2
119	одной и той	4	2
120	что он не	3	2
121	если мы хотим	2	2
122	в учении о	3	2
123	и в самом	3	2
124	что оно есть	2	2
125	и для нас	3	2
126	и для этого	2	2
127	нам кажется что	2	2
128	для этого необходимо	2	2
129	и в том	2	2
130	как раз в	2	2
131	что в конце	2	2
132	и что в	5	2
133	мы не можем	2	2
134	и это не	2	2
135	и что он	2	2
136	это не так	3	2
137	нечто такое что	3	2
138	таким образом в	2	2
139	и тот же	2	2
140	в том и	3	2
141	и т п	5	2
142	в искусстве и	3	2
143	мы все время	3	2
144	о которых мы	2	2
145	может быть это	2	2
146	что и здесь	2	2
147	если это так	2	2
148	и той же	4	2
149	совершенно ясно что	7	2
150	сказать что в	2	2
151	принять во внимание	2	2
152	что в этом	6	2
153	ни одна из	2	2
