N	2gram	Bakhtin_Pr	Tvorches
1	у достоевского	30	91
2	и в	83	56
3	как бы	27	41
4	в его	15	37
5	в романе	9	34
6	романах достоевского	7	32
7	в романах	5	30
8	в то	8	30
9	князя мышкина	4	28
10	достоевского в	12	27
11	то же	10	25
12	не только	14	24
13	но в	12	24
14	в году	2	24
15	же время	8	24
16	то есть	86	23
17	и его	13	23
18	и не	41	23
19	а в	4	23
20	как и	13	23
21	достоевского не	3	22
22	в этом	24	22
23	в том	22	21
24	из подполья	6	21
25	что в	5	21
26	том что	9	19
27	он не	5	19
28	может быть	23	19
29	в преступлении	4	19
30	потому что	9	19
31	у него	5	18
32	то что	14	18
33	преступлении и	4	18
34	что он	6	17
35	все это	11	17
36	и на	27	17
37	и наказании	4	17
38	таким образом	9	17
39	никогда не	10	16
40	прежде всего	20	16
41	достоевского с	4	16
42	как в	10	16
43	при этом	6	16
44	не может	18	16
45	в бесах	3	16
46	но и	16	16
47	в творчестве	8	16
48	xix века	2	15
49	в этой	3	15
50	с его	4	15
51	но это	7	15
52	в мире	8	15
53	и с	10	15
54	это не	10	14
55	и даже	5	14
56	достоевский в	3	14
57	творчестве достоевского	6	13
58	о том	3	13
59	а не	19	13
60	тем самым	2	12
61	в целом	3	12
62	в котором	8	12
63	достоевского это	2	11
64	преступления и	3	11
65	все же	3	11
66	в своей	5	11
67	братьях карамазовых	4	11
68	что достоевский	2	11
69	героев достоевского	5	11
70	в конце	5	10
71	не в	10	10
72	так и	9	10
73	уже в	3	10
74	мире достоевского	2	10
75	представление о	3	10
76	и наказания	3	10
77	но не	9	10
78	в самом	7	10
79	когда он	2	10
80	он сам	5	10
81	только в	10	10
82	как будто	3	10
83	в братьях	4	9
84	в нем	21	9
85	записки из	2	9
86	один из	7	9
87	а затем	5	9
88	и от	4	9
89	человека в	6	9
90	жизни в	4	9
91	наряду с	6	9
92	для достоевского	5	9
93	в своих	4	9
94	во многом	3	9
95	даже в	3	8
96	так же	4	8
97	в себе	10	8
98	человека и	10	8
99	в духе	10	8
100	в их	7	8
101	одной из	6	8
102	не менее	4	8
103	это уже	2	8
104	ивана карамазова	4	8
105	на его	4	8
106	так как	12	8
107	вовсе не	12	8
108	к этому	5	8
109	об этом	3	8
110	в соответствии	3	8
111	еще не	10	8
112	одним из	6	8
113	именно в	3	8
114	романов достоевского	3	8
115	соответствии с	2	8
116	хотя и	10	8
117	романе достоевского	2	8
118	вместе с	5	8
119	казалось бы	4	7
120	творчество достоевского	5	7
121	достоевского и	8	7
122	влияние на	14	7
123	униженных и	2	7
124	своего рода	7	7
125	например в	8	7
126	в дальнейшем	8	7
127	и он	5	7
128	что она	2	7
129	в которой	2	7
130	в этих	8	7
131	в рассказе	2	7
132	и оскорбленных	2	7
133	во сне	7	7
134	уже не	5	7
135	идей в	2	7
136	его в	4	6
137	поэтики достоевского	2	6
138	героя в	2	6
139	в повести	3	6
140	и все	14	6
141	братьев карамазовых	2	6
142	место в	3	6
143	все эти	9	6
144	и ее	8	6
145	настасьи филипповны	8	6
146	одна из	9	6
147	хотя бы	6	6
148	еще более	6	6
149	достоевского но	4	6
150	с ним	3	6
151	творчества достоевского	13	6
152	начиная с	4	5
153	ничего не	8	5
154	до конца	3	5
155	в одной	4	5
156	по отношению	6	5
157	но если	4	5
158	и у	8	5
159	но эта	2	5
160	и других	12	5
161	как он	4	5
162	это все	2	5
163	в образе	3	5
164	в своем	2	5
165	в них	4	5
166	и это	3	5
167	роман достоевского	2	5
168	смешного человека	21	5
169	настасья филипповна	4	5
170	что и	4	5
171	отметить что	3	5
172	в ее	3	5
173	мы не	7	5
174	и по	5	5
175	что они	2	5
176	в истории	4	5
177	во всей	5	5
178	тот же	2	5
179	что это	2	5
180	все время	2	5
181	с этим	3	5
182	в первой	2	5
183	мысли и	2	5
184	на него	2	5
185	между тем	2	5
186	героя и	3	5
187	и другие	14	5
188	как у	5	5
189	в известной	3	5
190	отношению к	5	5
191	в литературе	8	5
192	с другой	4	5
193	с большой	3	5
194	что я	2	5
195	романа и	4	5
196	из них	7	5
197	я не	6	5
198	не было	5	5
199	в таком	3	5
200	но с	2	5
201	произведениях достоевского	4	4
202	и отчасти	2	4
203	перед нами	17	4
204	в область	2	4
205	в плане	3	4
206	и потому	6	4
207	крайней мере	2	4
208	и через	5	4
209	не был	3	4
210	в произведениях	2	4
211	романы достоевского	3	4
212	только на	3	4
213	как это	2	4
214	не знает	8	4
215	самого начала	5	4
216	сюжета и	2	4
217	что все	3	4
218	к нему	3	4
219	но только	2	4
220	точки зрения	17	4
221	ту же	2	4
222	что на	2	4
223	могут быть	5	4
224	в роман	2	4
225	сих пор	8	4
226	xix веке	3	4
227	же не	2	4
228	на землю	4	4
229	на лестнице	4	4
230	с ними	2	4
231	мы видим	2	4
232	на достоевского	4	4
233	главного героя	2	4
234	в основе	6	4
235	говорит о	2	4
236	но эти	3	4
237	нет ничего	3	4
238	так сказать	8	4
239	дело в	3	4
240	в каждом	5	4
241	особенно в	7	4
242	на свете	2	4
243	и одновременно	6	4
244	превращается в	5	4
245	тем что	2	4
246	достоевского можно	3	4
247	в xix	3	4
248	на земле	14	4
249	и наконец	4	4
250	времени и	4	4
251	ведет к	3	4
252	по крайней	2	4
253	с самого	4	4
254	и более	3	4
255	связан с	2	4
256	далеко не	4	4
257	настасье филипповне	2	4
258	этот вопрос	3	4
259	в которых	2	4
260	личности и	2	4
261	между людьми	5	4
262	а у	2	4
263	к жизни	2	4
264	традиции и	2	4
265	с точки	13	4
266	это был	2	4
267	говорить о	2	4
268	той же	6	4
269	связана с	3	4
270	и тут	2	4
271	но он	3	4
272	до сих	8	4
273	в античной	3	3
274	на самом	2	3
275	в процессе	4	3
276	от него	3	3
277	вплоть до	5	3
278	к другим	4	3
279	бога и	2	3
280	к себе	8	3
281	из главных	2	3
282	отношение к	14	3
283	в средневековой	2	3
284	друг друга	7	3
285	в виду	3	3
286	на все	4	3
287	и тем	4	3
288	в области	6	3
289	известной мере	3	3
290	самой своей	2	3
291	действительности и	2	3
292	людей и	6	3
293	в один	3	3
294	идеи и	5	3
295	мы находим	8	3
296	к человеку	2	3
297	так например	2	3
298	является одним	2	3
299	в него	4	3
300	более того	9	3
301	только с	3	3
302	к тому	2	3
303	особое место	2	3
304	может служить	2	3
305	к самому	5	3
306	связь с	4	3
307	в ней	8	3
308	на себя	3	3
309	другой стороны	3	3
310	идеи в	2	3
311	не то	3	3
312	себя как	2	3
313	и др	18	3
314	должны быть	2	3
315	и до	6	3
316	там где	3	3
317	можно сказать	12	3
318	как мы	12	3
319	да и	3	3
320	сказать что	12	3
321	если в	2	3
322	других людей	2	3
323	во многих	2	3
324	на миг	2	3
325	авторской позиции	3	3
326	его с	2	3
327	время в	2	3
328	из этих	3	3
329	в начале	2	3
330	и еще	2	3
331	его как	3	3
332	к ней	3	3
333	с ее	3	3
334	отличается от	2	3
335	а я	3	3
336	автора в	2	3
337	я и	2	3
338	кроме того	6	3
339	ее в	4	3
340	и их	6	3
