N	3gram	Losev_Dial	Problema
1	тем не менее	10	56
2	о том что	6	39
3	в том что	12	37
4	и т д	38	33
5	вовсе не есть	5	30
6	в связи с	3	29
7	в данном случае	3	28
8	той или иной	2	26
9	по крайней мере	10	26
10	во всяком случае	3	25
11	с точки зрения	25	25
12	с другой стороны	3	25
13	содержит в себе	2	23
14	в таком случае	11	23
15	сама по себе	11	21
16	сам по себе	6	21
17	на то что	3	19
18	ни в каком	8	18
19	как раз и	3	18
20	в то же	3	17
21	точно так же	3	16
22	то что мы	3	15
23	и тем не	2	15
24	не что иное	6	14
25	что иное как	6	14
26	сами по себе	3	13
27	того или иного	3	13
28	не есть ни	14	13
29	это значит что	25	13
30	не может быть	12	12
31	в то время	6	12
32	и в этом	4	12
33	так или иначе	2	12
34	но даже и	3	12
35	то время как	6	12
36	в каком случае	2	12
37	и в частности	2	12
38	бы то ни	2	11
39	есть не что	3	11
40	или по крайней	4	11
41	с одной стороны	3	11
42	тех или иных	2	11
43	даже и не	3	10
44	не только не	7	10
45	а не просто	6	10
46	и не просто	2	10
47	то и другое	2	9
48	не говоря уже	6	9
49	т д и	8	9
50	в сравнении с	5	9
51	только тогда когда	6	8
52	д и т	7	8
53	что же такое	3	8
54	говоря уже о	6	7
55	иметь в виду	3	7
56	хотя и не	2	7
57	к тому же	2	7
58	это и есть	4	7
59	тот или иной	2	7
60	имеется в виду	5	7
61	о том как	2	7
62	то или иное	4	7
63	и то же	2	6
64	крайней мере в	3	6
65	само по себе	8	6
66	и как бы	2	6
67	на первый план	4	6
68	есть прежде всего	4	6
69	тех или других	4	6
70	в самом деле	6	6
71	то это значит	4	6
72	не есть просто	6	6
73	в этом отношении	2	6
74	не имеет никакого	3	6
75	и что такое	3	5
76	тем или другим	3	5
77	уже по одному	2	5
78	по себе а	2	5
79	того или другого	3	5
80	и прежде всего	6	5
81	та или иная	3	5
82	одно и то	2	5
83	в зависимости от	3	5
84	так же как	2	5
85	ни в чем	2	5
86	в коем случае	4	4
87	не значит что	2	4
88	так что в	2	4
89	этой точки зрения	4	4
90	не потому что	2	4
91	есть то что	8	4
92	и больше ничего	4	4
93	это было бы	3	4
94	а не что-нибудь	2	4
95	ни в коем	4	4
96	а это значит	2	4
97	если иметь в	2	4
98	в себе не	2	4
99	подобно тому как	5	4
100	никакого отношения к	3	4
101	равно как и	2	4
102	от того что	4	3
103	для нас в	2	3
104	к тому что	2	3
105	но это не	2	3
106	с этой точки	4	3
107	и в то	2	3
108	ничего не знает	2	3
109	потому что она	2	3
110	в каком смысле	5	3
111	отнюдь не есть	2	3
112	как и в	3	3
113	одному тому что	3	3
114	и нет ничего	4	3
115	в чем же	2	3
116	все на свете	5	3
117	ровно ничего не	8	3
118	вовсе не в	3	3
119	каком смысле не	3	3
120	не есть нечто	3	3
121	тем более не	2	3
122	то ясно что	3	3
123	теми или другими	2	3
124	по одному тому	3	3
125	не в силах	2	3
126	ничем не отличается	4	3
127	в чем заключается	2	2
128	значит что он	4	2
129	в крайнем случае	2	2
130	а не только	2	2
131	как только мы	3	2
132	значит что мы	4	2
133	одной и той	4	2
134	точки зрения в	2	2
135	одна из самых	2	2
136	только на то	2	2
137	не отличается от	4	2
138	ничего общего не	2	2
139	тогда когда есть	2	2
140	она есть нечто	4	2
141	ничего не говорит	5	2
142	и для этого	2	2
143	содержать в себе	2	2
144	что он есть	4	2
145	и не только	5	2
146	уже о том	3	2
147	не говорит о	3	2
148	что она есть	5	2
149	если его брать	2	2
150	не может существовать	2	2
151	мы не можем	2	2
152	случае не есть	3	2
153	где же тут	2	2
154	от всего прочего	5	2
155	если угодно можно	2	2
156	но то что	2	2
157	что отнюдь не	2	2
158	не может не	3	2
159	что нет ничего	2	2
160	ни от чего	5	2
161	что не есть	3	2
162	себе не содержит	2	2
163	и той же	4	2
164	в последнее время	2	2
165	по себе отнюдь	2	2
166	потому что мы	2	2
167	мы уже сказали	2	2
168	из которых состоит	3	2
169	в нем не	2	2
