N	2gram	Potebnia_M	Marksizm
1	точки зрения	4	69
2	может быть	46	64
3	и в	48	63
4	и не	28	55
5	как бы	10	53
6	не может	18	47
7	с точки	3	46
8	и его	4	41
9	в этом	19	39
10	таким образом	24	38
11	в процессе	2	33
12	как мы	8	32
13	языка и	5	31
14	лишь в	2	30
15	не только	32	29
16	в нем	16	28
17	то же	35	28
18	но и	30	27
19	в языке	19	26
20	самом деле	5	25
21	связи с	6	25
22	прежде всего	6	24
23	как и	22	24
24	в самом	11	24
25	так и	17	23
26	только в	29	23
27	в том	47	22
28	то что	37	22
29	а не	22	22
30	при этом	6	20
31	так сказать	6	20
32	для него	14	20
33	если мы	2	20
34	том что	28	19
35	не в	24	19
36	в его	6	19
37	если бы	20	19
38	но в	8	18
39	в ее	3	18
40	языка в	6	18
41	в слове	41	18
42	вовсе не	13	18
43	все же	3	17
44	в сущности	3	17
45	в то	16	16
46	по отношению	12	16
47	и как	8	16
48	слова и	8	16
49	ни было	2	16
50	что он	8	15
51	отношению к	10	15
52	же время	8	15
53	в данном	3	14
54	хотя бы	3	14
55	в смысле	4	14
56	так же	6	13
57	мы не	17	13
58	того чтобы	5	13
59	было бы	16	13
60	в своей	2	13
61	и здесь	3	13
62	слова в	7	13
63	что в	30	13
64	а в	14	12
65	того же	5	12
66	бы то	2	12
67	для того	8	12
68	он не	4	12
69	между тем	19	12
70	на самом	4	11
71	друг друга	6	11
72	как в	17	11
73	и все	5	11
74	к нему	7	11
75	и на	5	11
76	в ней	11	11
77	сих пор	4	11
78	не столько	2	11
79	и от	5	11
80	так как	20	11
81	еще не	9	11
82	и того	2	11
83	и что	13	11
84	мы уже	5	11
85	до сих	4	11
86	никогда не	2	10
87	его в	6	10
88	и потому	9	10
89	в каждом	6	10
90	отличие от	2	10
91	во всяком	4	10
92	сказать что	8	10
93	к этому	3	10
94	в своем	6	10
95	с другой	8	10
96	именно в	5	10
97	конечно не	2	10
98	в таком	6	10
99	в большинстве	2	10
100	и следовательно	3	9
101	в себе	26	9
102	одного и	2	9
103	а как	2	9
104	это не	2	9
105	только на	4	9
106	мы видели	5	9
107	одной из	3	9
108	и это	6	9
109	к тому	9	9
110	большинстве случаев	2	9
111	в истории	2	9
112	рядом с	2	9
113	что это	6	9
114	и эта	2	9
115	не имеет	10	9
116	отношении к	3	9
117	и более	4	9
118	ни в	2	9
119	же самое	3	9
120	в каком	8	8
121	перед нами	3	8
122	в науке	3	8
123	не как	3	8
124	в форме	2	8
125	или же	8	8
126	в их	2	8
127	смысле этого	9	8
128	с этим	12	8
129	тому что	6	8
130	что не	12	8
131	не будет	4	8
132	что и	16	8
133	этого слова	14	8
134	другой стороны	4	8
135	за пределы	2	8
136	мысли и	8	8
137	и даже	3	8
138	мы можем	13	8
139	слове и	6	8
140	и их	4	8
141	у нас	2	8
142	на то	6	8
143	в свою	6	8
144	и с	4	8
145	но что	4	8
146	столь же	8	8
147	не было	12	8
148	к другому	3	8
149	у него	3	8
150	от него	2	7
151	свою очередь	6	7
152	может стать	3	7
153	того что	24	7
154	по себе	26	7
155	настоящего времени	3	7
156	те же	6	7
157	место в	4	7
158	могут быть	6	7
159	там где	6	7
160	с ними	6	7
161	в этой	3	7
162	в начале	3	7
163	бы в	3	7
164	в этих	2	7
165	и значение	2	7
166	слово как	5	7
167	далеко не	5	7
168	о том	7	7
169	в котором	7	7
170	не существует	5	7
171	той же	6	7
172	он сам	2	7
173	как ее	2	6
174	не есть	24	6
175	вопрос о	2	6
176	для понимания	5	6
177	мы должны	6	6
178	языка для	2	6
179	то есть	53	6
180	слово в	6	6
181	от своего	2	6
182	и значением	2	6
183	в различных	2	6
184	одной стороны	4	6
185	что же	3	6
186	в какой	3	6
187	должны быть	3	6
188	все это	4	6
189	должна быть	2	6
190	тот же	2	6
191	слово и	4	6
192	и между	4	6
193	с другими	9	6
194	из этих	10	6
195	как оно	2	6
196	сознания и	2	6
197	по мере	12	6
198	же в	3	6
199	из одного	3	6
200	от одного	5	6
201	с одной	8	6
202	между ними	4	6
203	входит в	3	6
204	уже не	11	6
205	в единстве	2	6
206	всяком случае	3	6
207	в той	2	6
208	говорящего и	3	6
209	ничего общего	2	6
210	не к	4	6
211	тем же	6	6
212	к одному	7	5
213	этом отношении	2	5
214	но как	2	5
215	от того	10	5
216	и тем	8	5
217	из него	4	5
218	связано с	2	5
219	в душе	17	5
220	от этого	2	5
221	не менее	9	5
222	или в	4	5
223	в более	4	5
224	существует для	4	5
225	как слово	4	5
226	был бы	2	5
227	в первом	5	5
228	этом случае	2	5
229	что слово	13	5
230	хотя и	3	5
231	да и	2	5
232	тем более	9	5
233	должно быть	9	5
234	ее в	2	5
235	язык есть	6	5
236	тесной связи	2	5
237	оно ни	2	5
238	она не	4	5
239	формы и	2	5
240	но не	8	5
241	формы в	3	5
242	для себя	3	5
243	что такое	2	5
244	таком случае	2	5
245	в одном	4	5
246	как на	6	5
247	вместе с	22	5
248	другими словами	3	4
249	следовательно и	2	4
250	язык не	6	4
251	слова но	3	4
252	не могут	7	4
253	его к	2	4
254	о слове	2	4
255	в области	3	4
256	влияние на	3	4
257	к своему	3	4
258	так что	14	4
259	и к	5	4
260	стремится к	3	4
261	из сознания	3	4
262	при чтении	2	4
263	именно эти	2	4
264	что все	5	4
265	имеет свою	2	4
266	можно сказать	4	4
267	связь с	4	4
268	эта последняя	4	4
269	в них	9	4
270	между двумя	5	4
271	можно назвать	2	4
272	и до	2	4
273	что они	2	4
274	нет и	2	4
275	бы и	4	4
276	относится к	6	4
277	и то	13	4
278	к его	2	4
279	первом случае	2	4
280	независимо от	10	4
281	нет ничего	2	4
282	к другой	4	4
283	в которой	9	4
284	что она	4	4
285	и тот	5	4
286	переход от	3	4
287	целый ряд	2	4
288	только что	12	4
289	одним из	3	4
290	же и	3	4
291	не знает	4	4
292	но все	2	4
293	языка с	2	4
294	для говорящего	4	4
295	только при	2	4
296	из них	11	4
297	как она	2	4
298	уже в	10	4
299	несмотря на	2	4
300	жизни и	3	4
301	в других	3	4
302	от нее	2	4
303	это и	2	4
304	именно на	2	4
305	не дает	2	4
306	тем что	13	4
307	даже в	3	3
308	все более	2	3
309	от его	2	3
310	находятся в	3	3
311	в действительности	7	3
312	в живой	3	3
313	и сама	2	3
314	как знак	2	3
315	и относительно	2	3
316	не все	5	3
317	но если	2	3
318	другого в	2	3
319	на пути	2	3
320	тогда когда	20	3
321	и при	5	3
322	в виде	3	3
323	в целом	5	3
324	и та	5	3
325	или менее	6	3
326	отражается в	2	3
327	ко всем	5	3
328	с тем	9	3
329	мы только	2	3
330	действительности и	3	3
331	в ту	2	3
332	более или	6	3
333	все его	2	3
334	потому что	82	3
335	каждый раз	3	3
336	так в	4	3
337	если б	9	3
338	ответ на	3	3
339	что оно	12	3
340	этом последнем	2	3
341	на них	2	3
342	с языком	3	3
343	одной и	6	3
344	себя от	2	3
345	мы видим	3	3
346	одним словом	3	3
347	и по	5	3
348	и тогда	4	3
349	имеет значение	6	3
350	есть только	9	3
351	слова для	4	3
352	все остальные	3	3
353	нужно прибавить	2	3
354	и вообще	4	3
355	все то	3	3
356	к которым	2	3
357	могла бы	2	3
358	одно и	7	3
359	значительной степени	2	3
360	мысли в	2	3
361	языке и	4	3
362	в систему	2	3
363	но это	9	3
364	деле в	2	3
365	тем не	7	3
366	и той	4	3
367	человека в	2	3
368	должен был	2	3
369	значение не	4	3
370	в последнем	4	3
371	и о	6	3
372	не могло	3	3
373	не с	4	3
374	на нее	2	3
375	то он	2	3
376	прежде чем	2	3
377	он может	2	3
378	со стороны	4	3
379	в своих	2	3
380	в другой	3	3
381	в которых	5	3
382	или если	2	3
383	находится в	5	3
384	что эта	3	3
385	говорить о	6	3
386	и есть	4	3
387	и только	5	3
388	на слово	2	3
389	не следует	6	3
390	один и	2	3
391	с ним	10	3
392	на все	3	3
393	одним и	4	3
394	того как	10	3
395	и других	3	3
396	в системе	2	3
397	в нее	5	2
398	связь и	2	2
399	он должен	2	2
400	тем самым	11	2
401	ни о	3	2
402	на предмет	2	2
403	указывает на	8	2
404	его на	3	2
405	так например	3	2
406	слово может	7	2
407	образом в	4	2
408	крайней мере	8	2
409	ближайшим образом	3	2
410	или поздно	2	2
411	такая же	2	2
412	в состоянии	5	2
413	одно слово	6	2
414	восприятия и	2	2
415	виду что	2	2
416	и притом	3	2
417	должно было	2	2
418	что язык	5	2
419	есть и	3	2
420	сравнительно с	6	2
421	сами по	3	2
422	эта мысль	2	2
423	же слово	2	2
424	здесь как	3	2
425	мы тем	3	2
426	друг от	2	2
427	то для	2	2
428	тем как	4	2
429	была бы	5	2
430	а с	4	2
431	со всех	3	2
432	самое слово	4	2
433	от них	4	2
434	к ним	3	2
435	об одном	2	2
436	из сказанного	3	2
437	находит в	2	2
438	одна и	2	2
439	так или	2	2
440	они могут	2	2
441	а только	7	2
442	тех пор	5	2
443	живой речи	3	2
444	могли бы	3	2
445	к самому	2	2
446	иначе и	3	2
447	а потому	8	2
448	пока не	2	2
449	возможно только	6	2
450	не могла	2	2
451	между прочим	5	2
452	мы его	2	2
453	выражения как	2	2
454	не то	6	2
455	на его	4	2
456	совсем не	2	2
457	в разных	4	2
458	его не	2	2
459	одно только	3	2
460	что с	2	2
461	различие в	3	2
462	то не	3	2
463	себя и	4	2
464	заключается в	2	2
465	никто не	5	2
466	эти слова	2	2
467	касается до	2	2
468	данном случае	3	2
469	из виду	4	2
470	на языке	2	2
471	будет ли	3	2
472	звука и	4	2
473	художественный образ	2	2
474	что как	4	2
475	например в	9	2
476	содержания в	3	2
477	слово не	6	2
478	когда мы	4	2
479	само по	6	2
480	в сознании	36	2
481	можно только	3	2
482	самое это	3	2
483	в собственном	3	2
484	сам язык	2	2
485	образ и	6	2
486	его как	3	2
487	словом и	6	2
488	всех сторон	3	2
489	даже не	2	2
490	это было	3	2
491	существует лишь	2	2
492	перестает быть	5	2
493	его за	2	2
494	до тех	5	2
495	рано или	2	2
496	было в	6	2
497	сама по	3	2
498	но уже	2	2
499	ее от	2	2
500	от друга	2	2
501	из нее	2	2
502	превращается в	3	2
503	различные степени	2	2
504	та же	3	2
505	бы не	6	2
506	это восприятие	2	2
507	и наконец	3	2
508	в речи	4	2
509	как о	3	2
510	только по	5	2
511	с этой	2	2
512	во время	4	2
513	в чем	6	2
514	между собою	13	2
515	что его	3	2
516	но только	3	2
517	по крайней	8	2
518	лишь тогда	5	2
519	эти последние	3	2
520	на него	3	2
521	зрения и	2	2
522	есть в	6	2
523	его жизни	2	2
524	быть не	4	2
525	слова при	3	2
526	во всем	2	2
527	различных языках	2	2
528	явлений и	3	2
529	ними в	3	2
530	что эти	3	2
531	еще только	2	2
532	слова с	4	2
533	то к	4	2
534	этот предмет	2	2
535	их в	3	2
536	зависит от	7	2
537	есть прежде	2	2
538	к одной	4	2
539	и если	4	2
540	оно не	7	2
541	это так	2	2
542	этом смысле	2	2
543	а между	6	2
544	явления и	2	2
545	все в	3	2
546	что мы	16	2
547	мысль и	2	2
548	не об	2	2
549	нет ни	2	2
550	друг другу	2	2
551	отношения к	2	2
552	пор пока	2	2
553	впрочем и	2	2
554	собственном смысле	2	2
555	но он	3	2
