N	3gram	Vygotskiy_	Problema
1	тем не менее	4	56
2	о том что	4	39
3	в том что	24	37
4	то же самое	11	30
5	в данном случае	5	28
6	той или иной	2	26
7	с точки зрения	31	25
8	с другой стороны	3	25
9	содержит в себе	4	23
10	сам по себе	2	21
11	и то что	5	20
12	на то что	5	19
13	в этом смысле	2	19
14	для того чтобы	24	17
15	в то же	2	17
16	точно так же	3	16
17	то что мы	3	15
18	до сих пор	6	14
19	в этом случае	15	14
20	на самом деле	2	13
21	можно было бы	5	13
22	не может быть	6	12
23	в то время	8	12
24	можно сказать что	7	12
25	и в этом	2	12
26	то время как	7	12
27	с одной стороны	7	11
28	не только не	11	10
29	вместе с тем	6	10
30	не только в	2	10
31	и тем самым	8	10
32	то и другое	4	9
33	по этому поводу	3	9
34	потому что он	4	8
35	только в том	2	8
36	заключается в том	9	8
37	с самого начала	13	7
38	чем иным как	2	7
39	не чем иным	2	7
40	мы находим в	2	7
41	в значительной мере	2	7
42	в этой области	2	7
43	только потому что	3	7
44	и то же	3	6
45	ни в какой	2	6
46	в том смысле	2	6
47	в самом деле	4	6
48	в этом отношении	7	6
49	потому что они	2	5
50	в собственном смысле	4	5
51	мы могли бы	9	5
52	мы говорили выше	2	5
53	же как и	3	5
54	том что он	2	5
55	в первую очередь	3	5
56	какой мере не	2	5
57	одно и то	3	5
58	в зависимости от	6	5
59	так же как	13	5
60	том смысле что	2	5
61	в какой мере	2	5
62	в том числе	2	5
63	как мы видели	7	4
64	одним и тем	2	4
65	так что в	2	4
66	то в чем	2	4
67	и вместе с	2	4
68	этой точки зрения	4	4
69	в одном случае	2	4
70	и тем же	2	4
71	друг от друга	3	4
72	друг к другу	3	4
73	подобно тому как	2	4
74	том числе и	2	4
75	мы имеем дело	2	4
76	как мы уже	2	4
77	от того что	2	3
78	к тому что	10	3
79	чем перейти к	3	3
80	хотя и в	2	3
81	с этой точки	4	3
82	к выводу что	3	3
83	о чем мы	2	3
84	как и в	4	3
85	тот факт что	2	3
86	прежде чем перейти	3	3
87	в сущности говоря	6	3
88	одного и того	3	3
89	именно в этом	3	3
90	в отличие от	4	3
91	одной стороны и	4	3
92	том что в	3	3
93	в известном смысле	2	3
94	и того же	3	3
95	по сравнению с	20	3
96	заключается только в	2	2
97	по отношению к	9	2
98	одной и той	5	2
99	с которыми мы	2	2
100	связаны между собой	4	2
101	в учении о	6	2
102	все больше и	2	2
103	больше и больше	2	2
104	в том же	3	2
105	как раз в	3	2
106	и не может	2	2
107	не могут не	4	2
108	в свою очередь	3	2
109	друг на друга	2	2
110	понятия но и	2	2
111	не может существовать	2	2
112	мы не можем	3	2
113	как показывает исследование	5	2
114	не совпадает с	4	2
115	нечто такое что	2	2
116	таким образом в	2	2
117	того и другого	2	2
118	по своей структуре	2	2
119	но то что	2	2
120	в том и	3	2
121	в настоящей работе	2	2
122	о которых мы	3	2
123	и той же	5	2
124	в последнее время	4	2
125	внимание на то	2	2
126	поэтому мы и	2	2
127	при переходе от	8	2
128	что в этом	2	2
129	но и не	3	2
130	в себе в	2	2
