N	4gram	Vygotskiy_	Myshleni
1	заключается в том что	8	43
2	в то время как	3	20
3	с этой точки зрения	2	16
4	одной и той же	3	15
5	одно и то же	3	12
6	в том что он	3	8
7	все более и более	4	8
8	то же самое что	2	7
9	и вместе с тем	3	5
10	все больше и больше	2	5
11	указывает на то что	3	4
12	в самом деле если	2	4
13	для того чтобы показать	2	4
14	в том что они	2	4
15	о которых мы говорили	2	4
16	одна и та же	2	3
17	ни в какой мере	2	3
18	в том что она	2	3
19	мы не можем не	2	3
20	или во всяком случае	2	3
21	в том случае если	4	2
22	том что он не	2	2
