N	2gram	Propp_Isto	Morfolog
1	и т	33	62
2	может быть	22	61
3	т д	30	60
4	и пр	19	45
5	в сказке	78	27
6	таким образом	15	26
7	т е	36	25
8	волшебного средства	3	23
9	могут быть	9	21
10	так как	13	20
11	мы имеем	24	19
12	не может	8	19
13	в этом	25	18
14	в этих	18	17
15	представляет собой	6	17
16	и в	43	17
17	и не	16	16
18	представляют собой	5	16
19	волшебное средство	9	15
20	мы видим	15	15
21	этих случаях	14	15
22	перед нами	4	14
23	с этим	13	14
24	эта форма	3	14
25	прежде всего	3	14
26	по существу	3	13
27	при помощи	11	12
28	и др	4	12
29	связи с	9	12
30	видим что	7	12
31	а не	13	11
32	заметить что	2	11
33	вопрос о	4	10
34	но если	2	10
35	мы увидим	6	10
36	то же	11	10
37	в том	13	10
38	не всегда	7	10
39	то что	20	10
40	так и	6	10
41	что в	29	10
42	что и	17	10
43	а затем	6	10
44	в связи	5	10
45	этом случае	8	10
46	все же	13	9
47	но и	24	9
48	с другой	10	9
49	из дома	3	9
50	не только	28	8
51	в тех	3	8
52	но не	10	8
53	а в	13	8
54	имеем в	6	8
55	мы не	3	8
56	в качестве	4	8
57	как мы	11	8
58	в лес	13	7
59	том что	12	7
60	по отношению	2	7
61	образом мы	2	7
62	тем не	6	7
63	наряду с	4	7
64	или же	2	7
65	не менее	6	7
66	отношению к	2	7
67	как это	5	7
68	а также	5	7
69	и здесь	8	7
70	нет необходимости	3	7
71	точки зрения	3	7
72	этот случай	15	7
73	один из	7	7
74	потому что	8	7
75	очень часто	4	6
76	это не	10	6
77	сказки и	2	6
78	но это	5	6
79	не все	7	6
80	и как	6	6
81	или в	14	6
82	во время	8	6
83	и другие	6	6
84	увидим ниже	4	6
85	сказки с	3	6
86	в иное	5	6
87	иное царство	5	6
88	подобно тому	3	6
89	о том	4	6
90	в образе	2	6
91	как бы	5	6
92	вовсе не	3	6
93	сказки о	2	6
94	одна из	2	5
95	на коне	8	5
96	ничего не	12	5
97	они и	3	5
98	и ее	3	5
99	хотя бы	3	5
100	не будем	6	5
101	мы можем	10	5
102	было бы	5	5
103	об этом	8	5
104	то мы	3	5
105	со стороны	3	5
106	героя в	6	5
107	что он	17	5
108	начинается с	3	5
109	как в	6	5
110	здесь можно	10	5
111	герой получает	3	5
112	со змеем	2	5
113	то это	5	5
114	в сказку	4	5
115	далеко не	3	5
116	к тому	9	5
117	между тем	2	5
118	в целом	4	5
119	видно что	5	5
120	главным образом	3	5
121	другой стороны	10	5
122	между собой	2	5
123	в точности	4	5
124	на его	5	5
125	тому как	3	5
126	там где	8	5
127	в других	6	5
128	и затем	2	5
129	сюда же	2	5
130	все эти	8	5
131	что они	14	5
132	он не	11	5
133	раньше чем	6	5
134	если же	2	5
135	хотя и	4	5
136	ясно что	2	5
137	сказать что	5	4
138	на самом	2	4
139	его в	7	4
140	тех же	2	4
141	независимо от	3	4
142	три года	6	4
143	так же	16	4
144	в то	2	4
145	можно было	3	4
146	в руки	3	4
147	к этому	10	4
148	на него	4	4
149	есть и	7	4
150	тем что	8	4
151	герой и	2	4
152	еще не	15	4
153	встречается в	2	4
154	из них	7	4
155	но в	15	4
156	на котором	2	4
157	но все	5	4
158	что его	2	4
159	и для	3	4
160	следующим образом	3	4
161	как и	9	4
162	а если	3	4
163	если герой	2	4
164	уже не	11	4
165	этот вопрос	3	4
166	и к	4	4
167	на этом	5	4
168	что сказка	7	4
169	о его	2	4
170	сказка в	3	4
171	героя а	2	4
172	и наоборот	2	4
173	в некоторых	9	4
174	о пощаде	3	4
175	никто не	2	4
176	от того	3	4
177	мы уже	9	4
178	в таких	3	3
179	или не	3	3
180	другие формы	2	3
181	руки героя	2	3
182	можно указать	2	3
183	прибывает домой	2	3
184	время как	2	3
185	быть разрешен	3	3
186	утверждать что	2	3
187	мы должны	9	3
188	у яги	4	3
189	в сказках	12	3
190	но как	2	3
191	сказки в	5	3
192	здесь не	6	3
193	а на	5	3
194	даже не	2	3
195	что это	4	3
196	и их	4	3
197	и у	6	3
198	одному из	2	3
199	целый ряд	3	3
200	но есть	3	3
201	друг друга	6	3
202	в животных	4	3
203	только что	3	3
204	если бы	7	3
205	в виде	2	3
206	это и	4	3
207	связана с	4	3
208	и тем	2	3
209	он должен	3	3
210	же можно	2	3
211	сам он	2	3
212	имеется в	3	3
213	не в	9	3
214	в печь	2	3
215	и при	2	3
216	с этой	3	3
217	у нас	7	3
218	к ней	4	3
219	сказку как	2	3
220	в пределах	5	3
221	женится на	6	3
222	того что	8	3
223	здесь мы	6	3
224	из приведенных	3	3
225	так например	3	3
226	ее в	3	3
227	к нему	12	3
228	это уже	3	3
229	они не	4	3
230	на то	4	3
231	а то	2	3
232	ни в	2	3
233	если это	4	3
234	состоит в	4	3
235	на нем	4	3
236	вступают в	4	3
237	с того	5	3
238	не происходит	2	3
239	с собой	4	3
240	что при	3	3
241	в большинстве	2	3
242	но для	2	3
243	к чему	2	3
244	большинстве случаев	3	3
245	случай мы	4	3
246	в начале	2	3
247	следует за	2	3
248	и что	6	3
249	то время	2	3
250	и по	6	3
251	же в	6	3
252	и его	10	3
253	отправляется в	3	3
254	только в	8	3
255	в ином	6	3
256	и есть	3	3
257	и только	6	3
258	приводят к	2	3
259	все еще	7	3
260	в этой	7	3
261	обращаются с	2	3
262	из дому	4	3
263	по всему	2	3
264	в одну	3	2
265	данном случае	6	2
266	в нее	2	2
267	это еще	2	2
268	в очень	2	2
269	коня и	7	2
270	лесной избушки	2	2
271	в доме	14	2
272	себя в	2	2
273	на дороге	3	2
274	благодарные животные	4	2
275	в данном	7	2
276	яга или	2	2
277	мы пока	2	2
278	всмотреться в	2	2
279	из этих	5	2
280	от него	3	2
281	героя из	2	2
282	одной стороны	2	2
283	же происходит	2	2
284	таких случаях	2	2
285	второй раз	2	2
286	превращаться в	5	2
287	дело не	3	2
288	или нет	2	2
289	во второй	2	2
290	у нее	4	2
291	это делается	2	2
292	с золотыми	3	2
293	бы составить	2	2
294	в глаза	2	2
295	иное как	6	2
296	герой в	6	2
297	не что	6	2
298	к себе	3	2
299	в другом	11	2
300	также в	2	2
301	и даже	4	2
302	по очереди	2	2
303	и тот	3	2
304	является в	2	2
305	что она	8	2
306	когда герой	6	2
307	роль в	2	2
308	в числе	2	2
309	играют в	2	2
310	после чего	11	2
311	нельзя было	2	2
312	помощи которой	2	2
313	превращается в	10	2
314	можно установить	5	2
315	не на	2	2
316	в частности	6	2
317	одним из	4	2
318	с изучением	3	2
319	ничем не	2	2
320	и за	3	2
321	вот как	2	2
322	можно заметить	2	2
323	что некоторые	3	2
324	его и	6	2
325	точности соответствует	2	2
326	лес и	3	2
327	герой бежит	3	2
328	право на	2	2
329	что иное	6	2
330	что ни	3	2
331	в чем	4	2
332	не знает	2	2
333	см ниже	2	2
334	ниже в	3	2
