N	2gram	Vygotskiy_	Analitik
1	не только	16	71
2	и в	38	66
3	в качестве	25	61
4	но и	9	57
5	в том	59	52
6	может быть	25	52
7	в частности	4	51
8	в этом	35	51
9	как и	20	50
10	и не	16	48
11	а не	7	42
12	том что	44	40
13	при этом	13	40
14	так и	11	35
15	в мире	2	31
16	состоит в	4	30
17	представляет собой	6	30
18	не может	11	29
19	как бы	17	29
20	отнюдь не	6	29
21	а в	7	28
22	в его	22	27
23	и его	5	27
24	не в	10	26
25	но не	7	26
26	в себе	9	24
27	иначе говоря	2	23
28	к тому	8	22
29	и даже	4	22
30	в этой	7	22
31	что в	31	22
32	и т.п	3	20
33	о том	6	20
34	по отношению	4	19
35	но в	4	19
36	в своей	9	19
37	то же	18	19
38	в самом	8	19
39	с его	3	19
40	в то	5	18
41	отношению к	3	18
42	тем самым	6	17
43	или иной	3	17
44	с другой	11	17
45	такого рода	7	17
46	в целом	22	17
47	только в	16	17
48	могут быть	9	16
49	то что	27	16
50	что и	14	16
51	не есть	5	15
52	в их	12	15
53	прежде всего	6	15
54	в сущности	3	15
55	уже не	3	15
56	и на	9	15
57	между тем	10	15
58	отличие от	8	14
59	не менее	8	14
60	того же	12	14
61	той или	2	14
62	мы имеем	6	14
63	в отличие	8	14
64	далеко не	2	14
65	столь же	7	14
66	в себя	3	14
67	по себе	11	13
68	точки зрения	27	13
69	в начале	5	13
70	этого слова	13	13
71	для него	6	13
72	а также	6	13
73	как правило	2	13
74	в случае	3	13
75	он не	6	13
76	тому же	6	13
77	никогда не	11	12
78	и к	9	12
79	как это	16	12
80	еще не	6	12
81	как в	14	12
82	внутренней речи	19	12
83	в конечном	2	12
84	и сам	4	12
85	даже в	5	11
86	в свою	4	11
87	это не	5	11
88	по своей	12	11
89	и как	11	11
90	можно сказать	2	11
91	той же	8	11
92	в той	2	11
93	имеем дело	2	11
94	едва ли	6	10
95	все же	11	10
96	на себя	2	10
97	однако в	2	10
98	один из	8	10
99	было бы	15	10
100	того или	2	10
101	особенно в	2	10
102	и одновременно	3	10
103	с одной	8	10
104	именно в	6	10
105	совпадает с	7	10
106	здесь не	2	10
107	в своем	9	9
108	того что	17	9
109	не столько	4	9
110	как уже	8	9
111	одной стороны	8	9
112	свою очередь	3	9
113	имеет место	4	9
114	или иного	2	9
115	другой стороны	5	9
116	во всех	3	9
117	в результате	6	9
118	только не	2	9
119	том чтобы	2	9
120	вступает в	3	9
121	тому как	2	9
122	и того	5	9
123	таким образом	36	9
124	вместе с	18	9
125	перед нами	15	8
126	в игре	2	8
127	роль в	5	8
128	что он	13	8
129	дело с	3	8
130	и все	5	8
131	одного из	3	8
132	этом отношении	9	8
133	хотя и	2	8
134	в основе	32	8
135	между двумя	3	8
136	если бы	12	8
137	не является	13	8
138	как известно	7	8
139	с точки	11	8
140	с ним	4	8
141	свое время	2	7
142	иное как	2	7
143	в другом	3	7
144	как говорит	7	7
145	и тем	8	7
146	в свое	2	7
147	место в	3	7
148	на его	5	7
149	все это	8	7
150	который в	4	7
151	во всяком	10	7
152	одна из	2	7
153	что иное	2	7
154	и для	4	7
155	у него	3	7
156	и является	2	7
157	или иначе	2	7
158	и т.д	8	7
159	приводит к	5	7
160	в одном	4	7
161	однако не	3	7
162	всяком случае	10	7
163	внимание на	4	7
164	как мы	14	7
165	в таком	4	7
166	в нашем	2	7
167	не мог	4	7
168	его в	8	6
169	из того	4	6
170	если в	3	6
171	не что	2	6
172	в силу	9	6
173	те же	6	6
174	в нем	4	6
175	что на	2	6
176	не будет	2	6
177	тем более	2	6
178	или в	4	6
179	и то	9	6
180	хотя бы	2	6
181	то в	3	6
182	из этих	5	6
183	же в	3	6
184	во всем	7	6
185	одного и	5	6
186	тем не	6	6
187	и более	4	6
188	ключ к	5	6
189	на этом	3	6
190	из которых	6	6
191	из них	5	6
192	уже в	10	6
193	вовсе не	5	6
194	и потому	2	5
195	не могут	5	5
196	не как	3	5
197	входит в	7	5
198	но как	4	5
199	каждый из	2	5
200	для себя	2	5
201	так что	3	5
202	самом деле	4	5
203	в один	4	5
204	а с	4	5
205	может служить	2	5
206	в эту	3	5
207	говорит и	2	5
208	в них	3	5
209	речь идет	4	5
210	с той	3	5
211	а затем	4	5
212	и по	5	5
213	все эти	9	5
214	мы не	14	5
215	того и	2	5
216	этом случае	4	5
217	тот же	10	5
218	и здесь	5	5
219	с их	3	5
220	одно из	2	5
221	к этому	5	5
222	с другими	3	5
223	по выражению	5	5
224	по пути	5	5
225	бы быть	2	5
226	с ее	5	5
227	для того	14	5
228	и их	4	5
229	в этих	4	5
230	такой же	4	5
231	тем что	12	5
232	еще и	2	5
233	ни в	12	5
234	в роли	4	5
235	в котором	3	5
236	в слове	3	5
237	все что	4	5
238	путь к	3	5
239	с таким	4	5
240	еще в	2	5
241	что мы	18	5
242	к жизни	2	5
243	и особенно	4	5
244	таким же	4	5
245	все они	2	4
246	в отношении	14	4
247	его к	6	4
248	в области	9	4
249	вслед за	4	4
250	в каждом	2	4
251	одним из	6	4
252	а как	2	4
253	были бы	3	4
254	нас к	2	4
255	как он	8	4
256	как у	2	4
257	только на	2	4
258	в действительности	3	4
259	известном смысле	2	4
260	на две	2	4
261	о нем	2	4
262	указывает на	3	4
263	и что	15	4
264	потому что	14	4
265	связь с	4	4
