N	3gram	Tiupa_Narr	TeoriaLi
1	в том что	8	10
2	по отношению к	6	10
3	не сводится к	2	9
4	в то же	3	8
5	то же время	3	8
6	в отличие от	5	7
7	в конечном счете	2	6
8	присутствия в мире	2	6
9	состоит в том	3	6
10	с другой стороны	4	6
11	более или менее	2	6
12	того или иного	2	6
13	так и не	2	5
14	так или иначе	2	5
15	в данном случае	4	5
16	не может быть	5	5
17	ни в мире	3	3
18	по сути дела	2	3
19	с точки зрения	2	3
20	с одной стороны	7	3
21	в том числе	6	3
22	тем не менее	3	3
23	подобно тому как	2	3
24	той или иной	4	3
25	значении этого слова	2	3
26	можно сказать что	4	3
27	в связи с	2	3
28	в свою очередь	3	3
29	ту или иную	2	2
30	то ни было	3	2
31	бы то ни	3	2
32	в известном смысле	2	2
33	и в форме	2	2
34	в таком случае	2	2
35	сказания или анекдота	2	2
36	тогда как в	2	2
37	как к содержанию	2	2
38	этой точки зрения	2	2
39	в значительной степени	2	2
40	том числе и	4	2
41	мы имеем дело	2	2
42	и тем самым	3	2
43	со стороны адресата	2	2
44	кто говорит и	2	2
45	отношения к сообщаемому	2	2
46	речевая маска такого	2	2
47	индивидуального речевого замысла	2	2
48	вокруг я героя	2	2
49	в основе своей	4	2
