N	2gram	Bakhtin_Fr	StatiiOP
1	и в	73	103
2	в том	13	89
3	том что	8	77
4	в этом	21	76
5	что в	14	74
6	не только	11	60
7	о том	13	47
8	но и	15	46
9	то что	12	44
10	что он	8	42
11	в его	18	42
12	и не	13	41
13	может быть	5	38
14	было бы	5	32
15	в этой	18	31
16	вовсе не	11	31
17	все это	19	29
18	тем что	8	29
19	таким образом	34	28
20	а в	10	27
21	а не	2	27
22	но в	12	26
23	что это	9	25
24	так и	13	25
25	этом отношении	3	24
26	и его	18	24
27	все же	2	23
28	не в	12	23
29	так что	2	23
30	точки зрения	6	23
31	потому что	9	23
32	того что	5	22
33	в области	3	22
34	прежде всего	18	22
35	у нас	4	22
36	в которой	3	22
37	как в	9	22
38	того чтобы	2	21
39	это не	7	20
40	до сих	3	20
41	в то	14	19
42	сих пор	3	19
43	в своей	4	19
44	только в	7	19
45	об этом	2	18
46	не может	4	18
47	с другой	3	18
48	в котором	4	18
49	он не	4	18
50	в году	12	17
51	самом деле	4	17
52	между прочим	2	17
53	в данном	3	17
54	в самом	9	17
55	как бы	15	17
56	с этим	4	16
57	сказать что	4	16
58	в ней	10	16
59	можно было	4	16
60	в этих	6	16
61	в отношении	6	15
62	с тем	2	15
63	как и	19	15
64	для него	7	15
65	например в	8	15
66	другой стороны	2	15
67	я не	3	15
68	также и	6	15
69	и на	12	15
70	у него	13	15
71	как раз	3	15
72	так например	2	14
73	к тому	2	14
74	между тем	2	14
75	то же	16	14
76	в течение	2	14
77	но все	5	14
78	с точки	4	14
79	и что	5	14
80	в своем	13	13
81	в конце	9	13
82	но это	3	13
83	в качестве	11	13
84	в нем	18	13
85	во всяком	2	13
86	дело в	2	13
87	именно в	4	13
88	из них	6	13
89	в той	8	13
90	жизни и	6	13
91	вместе с	9	13
92	что они	2	12
93	так как	9	12
94	того времени	2	12
95	в первой	4	12
96	что у	3	12
97	ни в	7	12
98	никогда не	6	11
99	и с	17	11
100	в другом	4	11
101	своего рода	3	11
102	в них	14	11
103	все эти	24	11
104	и по	4	11
105	того как	7	11
106	это было	4	11
107	не было	4	11
108	на самом	2	10
109	так же	11	10
110	в виду	4	10
111	в частности	2	10
112	xix века	2	10
113	ничего не	4	10
114	связь с	2	10
115	что и	6	10
116	отметить что	2	10
117	в истории	3	10
118	в начале	4	10
119	во всех	13	10
120	во второй	3	10
121	кроме того	6	10
122	же время	12	10
123	но он	8	10
124	в чем	3	9
125	несмотря на	3	9
126	место в	4	9
127	по этому	4	9
128	он был	7	9
129	во время	12	9
130	в одном	5	9
131	говорит что	2	9
132	с этой	4	9
133	времени и	2	9
134	и для	8	9
135	и к	6	9
136	для нас	2	9
137	что мы	2	9
138	внимание на	2	9
139	говорит о	2	9
140	и тем	3	9
141	и это	6	9
142	до конца	5	8
143	и об	2	8
144	отношение к	3	8
145	к которому	2	8
146	в их	5	8
147	связано с	3	8
148	и др	12	8
149	той же	9	8
150	связи с	5	8
151	к этому	5	8
152	а также	8	8
153	мы имеем	2	8
154	это в	4	8
155	дело не	2	8
156	в результате	7	8
157	и даже	4	8
158	одним из	3	8
159	такой же	3	8
160	и о	2	8
161	действующих лиц	2	8
162	не имеет	4	8
163	еще более	4	8
164	в которых	3	8
165	нужно сказать	4	8
166	подчеркнуть что	4	8
167	том как	3	7
168	о чем	2	7
169	это очень	2	7
170	уже в	9	7
171	в это	3	7
172	конце концов	5	7
173	в виде	2	7
174	и очень	2	7
175	одной из	5	7
176	что все	3	7
177	в эту	2	7
178	того же	7	7
179	точка зрения	2	7
180	как это	2	7
181	в ее	6	7
182	с самого	2	7
183	и то	3	7
184	мы находим	3	7
185	лишь в	2	7
186	еще не	3	7
187	отношению к	3	7
188	еще и	2	7
189	связан с	3	7
190	по себе	2	7
191	из этого	2	7
192	не просто	3	7
193	но с	3	7
194	представление о	3	7
195	не мог	2	7
196	даже в	4	6
197	в себе	16	6
198	в одной	5	6
199	по отношению	3	6
200	одном из	5	6
201	должен быть	4	6
202	из которых	2	6
203	своего времени	3	6
204	по существу	8	6
205	к нему	7	6
206	и все	19	6
207	и во	4	6
208	его эпохи	2	6
209	и вообще	3	6
210	с его	5	6
211	одно из	2	6
212	его как	3	6
213	мы не	2	6
214	и здесь	5	6
215	в особенности	5	6
216	и сам	2	6
217	за то	4	6
218	свое время	2	5
219	его в	3	5
220	возможно что	3	5
221	не был	2	5
222	что именно	2	5
223	в свое	2	5
224	как он	4	5
225	нас не	5	5
226	и потому	6	5
227	в основу	2	5
228	одного из	3	5
229	если б	2	5
230	одной стороны	3	5
231	такое же	2	5
232	один из	5	5
233	конечно и	4	5
234	при этом	5	5
235	в сущности	8	5
236	не на	5	5
237	до того	3	5
238	никто не	11	5
239	должна быть	3	5
240	нужно отметить	2	5
241	хотя и	5	5
242	во многих	2	5
243	в духе	4	5
244	другом месте	3	5
245	всех этих	2	5
246	не как	2	5
247	целый ряд	4	5
248	но они	3	5
249	с одной	3	5
250	после того	6	5
251	за что	2	5
252	раз в	2	5
253	уже не	2	5
254	оно не	2	5
255	до него	2	5
256	которая была	2	5
257	не совсем	2	5
258	конечно не	2	5
259	находим в	2	4
260	начиная с	3	4
261	в каждой	2	4
262	не могут	3	4
263	одна из	7	4
264	в форме	6	4
265	на этом	6	4
266	то есть	36	4
267	и у	7	4
268	и эти	2	4
269	и всегда	2	4
270	нет ни	3	4
271	как у	3	4
272	еще в	4	4
273	в развитии	2	4
274	в романе	10	4
275	не знает	4	4
276	во времена	2	4
277	всего в	5	4
278	которые в	2	4
279	только с	2	4
280	они не	2	4
281	он говорит	2	4
282	которые были	2	4
283	что его	2	4
284	и те	5	4
285	в образе	6	4
286	в процессе	3	4
287	мы видим	13	4
288	в связи	3	4
289	как мы	19	4
290	очень часто	5	4
291	для этого	2	4
292	в эпоху	13	4
293	что по	2	4
294	значительной степени	3	4
295	есть в	9	4
296	и он	4	4
297	борьба с	3	4
298	в значительной	5	4
299	в центре	2	4
300	на него	2	4
301	в свете	3	4
302	все они	7	4
303	находим и	2	4
304	сцены в	3	4
305	как о	5	4
306	и их	5	4
307	и другие	3	4
308	а именно	2	4
309	и так	2	4
310	им в	2	4
311	все что	5	4
312	в ряде	6	4
313	связанные с	4	4
314	для его	2	4
315	места в	2	4
316	здесь нет	3	4
317	по адресу	3	4
318	а на	4	4
319	эпохи в	2	4
320	или в	5	4
321	в основе	3	4
322	в книге	2	3
323	перед нами	5	3
324	конечно в	2	3
325	ему не	2	3
326	в плане	7	3
327	не подлежит	4	3
328	от него	3	3
329	и наконец	6	3
330	в других	2	3
331	связанных с	5	3
332	и других	3	3
333	но именно	3	3
334	и вся	3	3
335	без труда	2	3
336	или менее	3	3
337	движения в	3	3
338	себе в	3	3
339	ведь и	3	3
340	образом в	2	3
341	в руках	4	3
342	от них	2	3
343	о котором	5	3
344	как я	4	3
345	к этим	3	3
346	это уже	3	3
347	на том	2	3
348	и как	5	3
349	первая глава	2	3
350	не могла	2	3
351	находит свое	2	3
352	в трех	2	3
353	на них	3	3
354	совсем не	3	3
355	здесь не	2	3
356	но эта	2	3
357	и самый	2	3
358	и ее	2	3
359	том числе	4	3
360	не были	5	3
361	почти все	2	3
362	них и	2	3
363	к его	2	3
364	бы в	3	3
365	до нас	10	3
366	все время	4	3
367	но эти	2	3
368	и до	14	3
369	в словах	2	3
370	от этого	3	3
371	особенно в	2	3
372	о тех	2	3
373	что значит	3	3
374	эта книга	2	3
375	несколько слов	3	3
376	во всей	2	3
377	этой главы	2	3
378	со всеми	4	3
379	является и	4	3
380	xvii века	4	3
381	их в	5	3
382	в свою	3	3
383	у меня	2	3
384	он и	2	3
385	так чтобы	3	3
386	более или	3	3
387	как его	2	3
388	с помощью	11	3
389	в системе	2	3
390	не должно	3	2
391	в таких	2	2
392	тем самым	3	2
393	было написано	3	2
394	нигде не	2	2
395	таким путем	2	2
396	с полной	2	2
397	из всех	2	2
398	его к	3	2
399	для всех	3	2
400	в нее	3	2
401	да еще	3	2
402	есть только	3	2
403	в литературе	5	2
404	что их	2	2
405	это явление	2	2
406	но есть	3	2
407	здесь есть	2	2
408	выражение в	3	2
409	этих словах	2	2
410	ведь это	3	2
411	тех кто	2	2
412	проявляется в	3	2
413	свою очередь	3	2
414	у них	3	2
415	которое он	2	2
416	которым он	4	2
417	он хочет	6	2
418	по своему	3	2
419	мы видели	7	2
420	для этой	3	2
421	на этой	4	2
422	борьбу с	2	2
423	но только	2	2
424	а только	2	2
425	люди с	2	2
426	все его	3	2
427	раз я	2	2
428	времени в	2	2
429	ту же	3	2
430	между собой	2	2
431	жизнь и	3	2
432	в эти	2	2
433	которой он	2	2
434	в разных	2	2
435	и этим	2	2
436	и когда	3	2
437	числе и	2	2
438	как нечто	2	2
439	одновременно и	2	2
440	и может	2	2
441	жизнью и	2	2
442	из самых	4	2
443	сам он	3	2
444	что если	2	2
445	тот же	3	2
446	но уже	3	2
447	в одну	4	2
448	и от	10	2
449	явление в	3	2
450	рассказ о	3	2
451	тех же	2	2
452	у всех	2	2
453	царей и	2	2
454	время в	3	2
455	то он	2	2
456	так сказать	5	2
457	франции и	2	2
458	и эта	4	2
459	и еще	2	2
460	поэтому и	5	2
461	с ее	3	2
462	фактов и	2	2
463	в изображении	4	2
464	превращается в	2	2
465	были и	2	2
466	и вот	3	2
467	он уже	2	2
468	ни было	2	2
469	отрывок из	2	2
470	между собою	3	2
471	этот образ	6	2
472	каждый раз	3	2
473	было и	2	2
474	по их	3	2
475	и из	2	2
476	что есть	2	2
477	был так	2	2
478	а за	2	2
479	значение в	2	2
480	далеко не	2	2
481	язык и	2	2
482	он может	3	2
483	это была	4	2
484	повод для	2	2
485	имеем в	2	2
486	на которой	3	2
487	во франции	4	2
488	но там	2	2
489	и стал	2	2
490	мы встречаем	3	2
491	их и	2	2
492	те же	3	2
493	это прежде	3	2
494	как она	2	2
495	роль в	4	2
496	с одним	2	2
497	свидетельствует о	3	2
498	мы в	2	2
499	сам по	2	2
500	здесь только	3	2
501	но этот	4	2
502	именно на	2	2
503	этого образа	2	2
504	иной раз	2	2
505	чем же	2	2
506	по своим	2	2
507	связанное с	2	2
508	на все	2	2
