N	3gram	Vygotskiy_	StatiiOP
1	в том что	21	47
2	и т д	10	32
3	о том что	9	29
4	в этом отношении	7	24
5	для того чтобы	11	19
6	и т п	23	19
7	до сих пор	8	19
8	с точки зрения	12	14
9	во всяком случае	7	13
10	с другой стороны	7	13
11	не может быть	14	11
12	в то же	2	9
13	в самом деле	13	9
14	то же время	2	9
15	на то что	12	9
16	можно было бы	2	9
17	вместе с тем	3	9
18	на самом деле	6	8
19	тем не менее	6	8
20	к тому что	2	8
21	том что он	2	7
22	по этому поводу	3	7
23	не в том	7	7
24	в конце концов	6	7
25	в этой области	3	7
26	заключается в том	13	7
27	в то время	6	7
28	так и в	2	6
29	так же как	8	6
30	не только не	4	6
31	в одном из	2	6
32	в этом смысле	3	6
33	с тем что	2	5
34	т п в	2	5
35	то время как	6	5
36	в том чтобы	9	5
37	в применении к	2	4
38	сами по себе	4	4
39	и в самом	3	4
40	тем или иным	2	4
41	в связи с	2	4
42	что в этой	2	4
43	с одной стороны	6	4
44	что и в	5	4
45	и в том	2	4
46	бы то ни	2	3
47	можно сказать что	2	3
48	таким образом в	2	3
49	только в том	4	3
50	и в этих	2	3
51	так как в	3	3
52	более или менее	3	3
53	и тем не	2	3
54	потому что он	2	3
55	то или иное	2	3
56	состоит в том	3	3
57	что в области	2	3
58	сказать что в	3	3
59	только потому что	2	3
60	принять во внимание	2	3
61	что у него	3	3
62	он не может	3	2
63	в евгении онегине	2	2
64	то же самое	8	2
65	тех пор пока	2	2
66	сам по себе	4	2
67	в целом ряде	2	2
68	всяком случае в	2	2
69	то что я	2	2
70	только тогда когда	4	2
71	он не только	3	2
72	в чем же	2	2
73	как и в	5	2
74	в отличие от	4	2
75	в настоящее время	2	2
76	и в полном	2	2
77	в зависимости от	6	2
78	точно так же	6	2
79	то что у	3	2
80	том что она	5	2
81	до тех пор	2	2
82	что в этом	3	2
83	и то что	3	2
84	в свою очередь	3	2
