N	2gram	Losev_Prob	Russkaja
1	не может	14	22
2	и не	56	19
3	в том	35	17
4	в этом	25	17
5	и в	62	14
6	то что	42	13
7	точки зрения	14	11
8	то же	23	11
9	таким образом	13	11
10	в то	18	10
11	но и	20	10
12	не только	33	9
13	том что	25	9
14	может быть	39	9
15	в себе	23	9
16	с точки	9	9
17	во всяком	14	9
18	того чтобы	4	8
19	как на	2	8
20	прежде всего	13	8
21	самого себя	4	7
22	и с	11	7
23	к тому	4	7
24	о том	14	7
25	в данном	14	7
26	мы должны	13	7
27	и если	11	7
28	не будет	3	7
29	отнюдь не	16	7
30	ни к	3	7
31	самом деле	6	7
32	с тем	9	6
33	на самом	13	6
34	и для	5	6
35	для всех	3	6
36	в своих	2	6
37	и к	9	6
38	если бы	9	6
39	всяком случае	8	6
40	все это	9	6
41	для того	5	6
42	и при	2	6
43	что он	16	6
44	в своем	7	6
45	для него	4	6
46	вопрос о	2	5
47	или иной	20	5
48	а в	9	5
49	на то	6	5
50	было бы	14	5
51	хотя бы	6	5
52	из которых	6	5
53	между собой	3	5
54	и на	4	5
55	потому что	40	5
56	при этом	9	5
57	в нем	13	5
58	в своей	8	5
59	конечно не	3	5
60	только в	33	5
61	никогда не	7	5
62	и только	10	5
63	он не	10	5
64	сих пор	4	5
65	во всех	4	5
66	по существу	2	5
67	до сих	4	5
68	и то	17	4
69	что в	11	4
70	но не	6	4
71	его в	4	4
72	все же	10	4
73	себя в	4	4
74	к этой	2	4
75	не в	21	4
76	как и	15	4
77	более или	2	4
78	как бы	11	4
79	можно было	7	4
80	идет речь	4	4
81	так как	14	4
82	он будет	2	4
83	что же	9	4
84	жизни и	7	4
85	в его	10	4
86	в их	2	4
87	то ни	7	4
88	во всем	2	4
89	в этой	10	4
90	себе и	4	4
91	вместе с	3	4
92	от того	2	4
93	бы то	5	4
94	или менее	2	4
95	данном случае	12	3
96	да и	9	3
97	все они	5	3
98	то это	13	3
99	для этого	9	3
100	и этот	3	3
101	что все	2	3
102	что это	3	3
103	с нею	2	3
104	о которых	3	3
105	этом случае	8	3
106	что для	4	3
107	на том	3	3
108	именно в	4	3
109	она может	2	3
110	ни одна	2	3
111	только к	4	3
112	не есть	57	3
113	всех этих	6	3
114	и потому	13	3
115	что оно	4	3
116	при условии	4	3
117	в другом	4	3
118	в значительной	2	3
119	в конце	7	3
120	из них	4	3
121	но если	12	3
122	в самом	4	3
123	и как	4	3
124	можно ли	8	3
125	несмотря на	4	3
126	для них	4	3
127	так чтобы	2	3
128	что и	11	3
129	конце концов	4	3
130	или в	7	3
131	он сам	7	3
132	из этого	5	3
133	и во	5	3
134	говорить о	7	3
135	той или	22	3
136	и по	3	3
137	связи с	10	3
138	еще не	12	3
139	в виде	20	3
140	того что	10	3
141	в качестве	10	3
142	что они	8	3
143	друг друга	5	3
144	не было	6	3
145	и ни	5	3
146	и т	20	3
147	собой а	2	3
148	мы говорили	3	3
149	тем что	8	3
150	то в	4	3
151	не о	2	2
152	и о	8	2
153	даже если	4	2
154	и от	11	2
155	не так	8	2
156	не к	2	2
157	но она	2	2
158	с этим	5	2
159	в таких	3	2
160	есть и	2	2
161	тем самым	9	2
162	были бы	5	2
163	или иного	5	2
164	ее в	2	2
165	для себя	6	2
166	тому что	5	2
167	к нему	3	2
168	указывает на	13	2
169	она не	3	2
170	только с	5	2
171	но в	17	2
172	того или	8	2
173	свое собственное	2	2
174	ни в	17	2
175	которой она	3	2
176	в котором	3	2
177	что такое	4	2
178	ничего другого	2	2
179	так же	11	2
180	их в	2	2
181	в начале	3	2
182	для нее	2	2
183	от друга	3	2
184	сама по	11	2
185	это в	2	2
186	в настоящее	4	2
187	ни от	4	2
188	даже и	33	2
189	в ней	12	2
190	уже не	12	2
191	этот вопрос	3	2
192	не тем	2	2
193	в результате	8	2
194	бы для	2	2
195	но для	3	2
196	но даже	7	2
197	с самим	4	2
198	даже не	3	2
199	бы нас	2	2
200	настоящее время	4	2
201	отличается от	8	2
202	если не	7	2
203	а во-вторых	2	2
204	и даже	21	2
205	а не	28	2
206	и тот	2	2
207	для нас	23	2
208	представить себе	5	2
209	по себе	36	2
210	от него	2	2
211	в порядке	3	2
212	мы можем	11	2
213	не можем	5	2
214	нисколько не	2	2
215	точно так	5	2
216	в меру	2	2
217	бы его	2	2
218	если только	3	2
219	если они	2	2
220	будет в	2	2
221	в других	2	2
222	и тем	16	2
223	ведь в	2	2
224	и является	6	2
225	другом случае	2	2
226	и что	9	2
227	но это	13	2
228	это только	2	2
229	все эти	14	2
230	совершенно не	7	2
231	и наконец	2	2
232	а с	2	2
233	и тогда	3	2
234	является не	2	2
235	не просто	36	2
236	в этих	6	2
237	друг от	3	2
238	только на	6	2
239	в частности	4	2
240	значительной мере	2	2
241	в таком	11	2
242	и есть	9	2
243	так что	21	2
244	во время	3	2
245	как будто	11	2
246	на основании	2	2
247	отношения к	3	2
248	в области	2	2
249	если же	4	2
250	от нас	3	2
251	это есть	5	2
252	вся эта	3	2
253	с ним	11	2
254	быть и	3	2
255	там и	4	2
256	мы уже	4	2
257	и более	6	2
258	и состоит	2	2
259	ясно что	11	2
