N	3gram	Vygotskiy_	TeoriaLi
1	в том что	30	10
2	по отношению к	2	10
3	в отличие от	3	7
4	в конечном счете	2	6
5	состоит в том	2	6
6	с другой стороны	8	6
7	в данном случае	3	5
8	для того чтобы	41	5
9	не может быть	4	5
10	и того же	2	4
11	одного и того	2	4
12	с точки зрения	5	3
13	с одной стороны	15	3
14	в этом смысле	3	3
15	той или иной	2	3
16	можно сказать что	3	3
17	одно и то	3	2
18	не только не	4	2
19	и то же	4	2
20	но он не	2	2
21	этой точки зрения	3	2
22	в самом деле	8	2
23	а с другой	5	2
24	том что он	4	2
25	к тому что	8	2
26	с этой точки	3	2
27	и в самом	3	2
28	может быть и	2	2
29	сама по себе	3	2
