N	2gram	Vinokur_St	FransuaR
1	и в	61	367
2	то есть	2	209
3	в этом	37	112
4	и не	23	101
5	таким образом	16	100
6	и его	11	99
7	в его	19	98
8	прежде всего	11	92
9	не только	36	87
10	но и	28	84
11	как бы	8	82
12	все эти	7	79
13	вовсе не	24	77
14	в романе	4	77
15	как и	11	76
16	в нем	9	75
17	но в	16	75
18	в эпоху	3	75
19	и на	7	72
20	в том	56	71
21	то же	7	66
22	и все	3	66
23	так и	15	65
24	в этой	13	65
25	в них	2	65
26	в сущности	2	64
27	и с	6	64
28	во время	5	63
29	в то	10	63
30	все это	13	62
31	во всех	8	62
32	же время	5	55
33	что в	41	52
34	в своем	8	51
35	только в	11	48
36	так как	7	46
37	и до	2	46
38	том что	49	45
39	в году	3	44
40	то что	27	41
41	жизни и	6	40
42	у него	3	40
43	в самом	14	38
44	точки зрения	16	37
45	в ней	9	37
46	с его	3	36
47	может быть	16	35
48	он был	5	35
49	о том	30	35
50	сказать что	9	34
51	и даже	8	34
52	в себе	3	34
53	в конце	5	32
54	он не	11	32
55	для него	10	32
56	в своей	12	31
57	до конца	4	31
58	так же	7	30
59	никогда не	7	30
60	и потому	3	30
61	той же	5	30
62	потому что	13	30
63	но он	5	30
64	в духе	2	29
65	в этих	5	29
66	не может	10	29
67	еще не	4	29
68	его в	4	29
69	не в	15	29
70	при этом	4	29
71	в одном	7	29
72	связи с	3	29
73	что он	23	29
74	из них	11	28
75	в основе	4	28
76	всех этих	2	28
77	в той	9	28
78	также и	10	28
79	и к	5	28
80	сих пор	12	27
81	по своему	2	27
82	и другие	3	27
83	до сих	13	27
84	и их	3	27
85	том числе	3	27
86	все же	12	27
87	кроме того	3	26
88	на самом	8	25
89	в области	16	25
90	но это	9	25
91	отношение к	3	24
92	того чтобы	15	24
93	в ее	6	24
94	и от	2	24
95	в частности	6	24
96	например в	8	24
97	но не	5	24
98	как в	15	24
99	и у	2	24
100	времени и	4	24
101	своего рода	7	23
102	и для	4	23
103	это не	8	23
104	в их	3	23
105	еще и	5	23
106	и здесь	2	23
107	к нему	2	23
108	и о	4	22
109	и во	3	22
110	даже в	5	22
111	а в	18	22
112	что и	8	22
113	там где	6	22
114	тем что	6	22
115	вместе с	5	22
116	не было	7	22
117	именно в	8	21
118	в своих	2	21
119	в качестве	7	21
120	что это	5	21
121	в отношении	11	21
122	ни в	5	21
123	одним из	2	21
124	есть в	2	21
125	и как	2	21
126	уже в	3	21
127	в образе	3	20
128	а также	4	20
129	как раз	10	20
130	одной из	4	20
131	этом отношении	13	20
132	в виду	6	20
133	в значительной	2	20
134	с точки	10	20
135	самом деле	14	20
136	и это	4	20
137	в форме	2	19
138	того же	4	19
139	их в	2	19
140	хотя и	4	19
141	к этому	4	19
142	в эту	3	19
143	было бы	21	19
144	за пределы	2	19
145	с другой	11	19
146	связанные с	3	18
147	мы находим	4	18
148	это в	4	18
149	со всеми	2	18
150	превращается в	2	18
151	но они	3	18
152	это и	5	18
153	связан с	3	18
154	конечно и	5	18
155	своего времени	4	17
156	числе и	2	17
157	для того	15	17
158	но все	9	17
159	того что	14	17
160	можно было	14	17
161	в результате	5	17
162	на его	2	17
163	еще более	5	17
164	такой же	6	17
165	конечно не	2	17
166	а не	19	17
167	между тем	7	16
168	нужно сказать	6	16
169	тот же	2	16
170	не подлежит	2	16
171	ничего не	6	16
172	в начале	5	16
173	в другом	5	16
174	они не	2	16
175	дело в	9	16
176	с одной	3	16
177	одно из	3	15
178	в истории	5	15
179	никто не	4	15
180	и вообще	5	15
181	еще в	3	15
182	xix века	2	15
183	особенно в	2	15
184	как на	10	15
185	в первой	12	15
186	с их	2	15
187	в которой	13	15
188	почти все	2	15
189	не мог	3	15
190	не были	2	15
191	из этих	7	15
192	мы не	3	14
193	по существу	3	14
194	в данном	16	14
195	и он	2	14
196	несмотря на	4	14
197	и по	6	14
198	в чем	4	14
199	в котором	11	14
200	на них	2	14
201	как он	3	13
202	что все	3	13
203	о мире	2	13
204	это было	2	13
205	в других	2	13
206	с этим	6	13
207	бы в	2	13
208	и сам	4	13
209	не на	3	13
210	в одной	3	13
211	о чем	4	13
212	на все	2	13
213	одной стороны	2	13
214	не знает	2	13
215	подчеркнуть что	5	13
216	лишь в	3	12
217	у нас	12	12
218	литературы и	3	12
219	не могут	2	12
220	начиная с	2	12
221	другом месте	2	12
222	но именно	3	12
223	по своей	2	12
224	раз в	4	12
225	эпохи в	3	12
226	место в	2	12
227	можно сказать	2	12
228	другой стороны	9	12
229	об этом	9	12
