N	3gram	Vygotskiy_	Istorich
1	с другой стороны	10	46
2	до сих пор	4	30
3	с одной стороны	14	28
4	так же как	6	27
5	в том что	30	25
6	не может быть	8	24
7	вместе с тем	5	23
8	точно так же	2	22
9	о том что	10	22
10	в связи с	3	17
11	мы видели что	4	16
12	в данном случае	5	15
13	по отношению к	11	14
14	на то что	9	14
15	мы увидим что	2	13
16	в то время	5	13
17	то время как	4	13
18	мы уже видели	2	13
19	как и в	2	10
20	можно было бы	6	10
21	же как и	4	9
22	друг с другом	6	9
23	но вместе с	5	8
24	то же самое	4	8
25	таким образом и	3	8
26	на этот вопрос	5	8
27	подобно тому как	2	8
28	в зависимости от	8	8
29	во всяком случае	5	7
30	наряду с этим	2	7
31	что он не	2	7
32	то что в	2	7
33	если бы мы	3	7
34	потому что он	3	7
35	смысле этого слова	6	7
36	с самого начала	9	6
37	этой точки зрения	2	6
38	мы должны будем	2	6
39	мы не можем	3	6
40	на том что	2	6
41	так как он	3	6
42	на самом деле	3	5
43	для того чтобы	19	5
44	в том числе	3	5
45	то что он	2	5
46	в отличие от	3	5
47	в другом месте	6	5
48	том что в	3	5
49	должны были бы	2	5
50	в том чтобы	6	5
51	не то же	2	4
52	влечет за собой	2	4
53	то же что	2	4
54	состоит в том	4	4
55	что мы знаем	3	4
56	можно сказать что	5	4
57	с точки зрения	34	4
58	он показывает что	3	4
59	мы должны были	2	4
60	вопрос о том	2	4
61	только то что	2	4
62	независимо от того	2	4
63	и то же	2	3
64	только тогда когда	4	3
65	не только не	2	3
66	мы уже говорили	3	3
67	не в состоянии	2	3
68	дело в том	2	3
69	уже видели что	2	3
70	в одном из	2	3
71	мы хотели бы	3	3
72	одной стороны и	3	3
73	к тому что	3	3
74	и тем самым	4	3
75	само по себе	3	3
76	по сравнению с	9	3
77	в самом деле	5	2
78	сам по себе	3	2
79	в наши задачи	2	2
80	ответ на этот	3	2
81	сама по себе	3	2
82	может рассматриваться как	3	2
83	и потому что	2	2
84	друг от друга	4	2
85	не потому что	2	2
86	на вопрос о	4	2
87	к тому чтобы	2	2
88	и тем более	2	2
89	из того что	7	2
90	мы видим таким	4	2
91	как если бы	3	2
92	на первый план	3	2
93	том что он	2	2
94	то обстоятельство что	2	2
95	между этими двумя	2	2
96	мы знаем об	2	2
97	указывает на то	3	2
98	таким образом что	3	2
99	привели нас к	3	2
100	одно и то	2	2
101	и той же	2	2
102	казалось бы что	2	2
103	заметить что в	2	2
104	видим таким образом	4	2
105	том числе и	3	2
106	и таким образом	2	2
107	одной и той	2	2
108	в свою очередь	3	2
109	вместо того чтобы	3	2
