N	2gram	Tiupa_Disk	Literetu
1	а не	35	50
2	и не	25	47
3	не только	36	46
4	и в	27	44
5	может быть	29	43
6	при этом	22	41
7	но и	22	41
8	тогда как	28	40
9	в том	29	39
10	в этом	29	38
11	своего рода	15	37
12	том что	27	32
13	в частности	18	30
14	такого рода	11	30
15	то что	10	29
16	в мире	9	28
17	в качестве	45	27
18	в году	3	26
19	состоит в	20	26
20	то же	12	26
21	как и	27	23
22	в то	8	23
23	не в	8	22
24	так и	14	22
25	того что	4	22
26	себя в	8	22
27	не может	17	22
28	х годов	2	21
29	я и	3	21
30	же время	9	21
31	в себе	22	20
32	и т.п	18	20
33	эстетического субъекта	2	19
34	прежде всего	17	19
35	я в	2	19
36	как бы	9	18
37	то есть	29	17
38	точки зрения	6	17
39	в его	9	17
40	с другой	14	17
41	сознания в	2	16
42	в этой	5	16
43	в жизни	2	16
44	тем самым	6	15
45	со стороны	17	15
46	не менее	6	15
47	в целом	5	15
48	в русской	4	15
49	только в	9	15
50	по отношению	13	14
51	что он	6	14
52	однако в	3	14
53	в рамках	11	14
54	и даже	4	14
55	коммуникативного события	19	14
56	в своем	11	13
57	как это	2	13
58	е годы	2	13
59	в тексте	5	13
60	с одной	12	13
61	но не	17	13
62	уже не	7	13
63	и его	4	13
64	к себе	2	12
65	в данном	9	12
66	в своей	10	12
67	а также	15	12
68	художественного письма	13	12
69	еще не	20	12
70	одним из	2	12
71	отношению к	13	12
72	в е	3	12
73	о том	12	12
74	одной стороны	12	12
75	никогда не	3	11
76	данном случае	6	11
77	это не	5	11
78	в другом	5	11
79	еще в	6	11
80	коммуникативное событие	8	11
81	отличие от	13	11
82	коммуникативная стратегия	3	11
83	с его	9	11
84	и сам	2	11
85	не столько	3	11
86	как в	16	11
87	в отличие	13	11
88	а в	5	11
89	в конечном	2	11
90	столь же	6	11
91	в основе	11	11
92	вместе с	3	11
93	этом отношении	4	10
94	для себя	6	10
95	в принципе	4	10
96	другого в	2	10
97	в области	3	10
98	что в	8	10
99	отнюдь не	11	10
100	в ее	4	10
101	по мысли	9	10
102	конечном счете	2	10
103	жизни в	4	10
104	из них	6	10
105	и на	8	10
106	потому что	7	10
107	не случайно	2	10
108	жизни и	2	10
109	в противовес	4	10
110	одно из	4	9
111	к тому	6	9
112	один из	3	9
113	связи с	4	9
114	в начале	2	9
115	лишь в	4	9
116	эстетической деятельности	3	9
117	с этой	2	9
118	на смену	3	9
119	и т.д	5	9
120	представляет собой	24	9
121	вплоть до	2	8
122	едва ли	2	8
123	ли не	3	8
124	все же	8	8
125	но в	15	8
126	того же	5	8
127	уже в	2	8
128	на себя	2	8
129	не говоря	2	8
130	что не	4	8
131	для него	9	8
132	говоря уже	2	8
133	особого рода	3	8
134	и как	9	8
135	слова и	2	8
136	мира в	6	8
137	тем что	4	8
138	в своих	6	8
139	соответствии с	5	8
140	той же	2	8
141	присутствия в	2	8
142	с точки	3	8
143	до конца	2	7
144	для всех	2	7
145	в их	5	7
146	не как	5	7
147	по своей	15	7
148	друг друга	2	7
149	и тем	2	7
150	русской литературе	2	7
151	другой стороны	5	7
152	в противоположность	6	7
153	по преимуществу	2	7
154	и адресата	3	7
155	как правило	5	7
156	человека в	6	7
157	ведет к	6	7
158	именно в	5	7
159	в самом	4	7
160	и с	2	7
161	в одном	5	7
162	личности в	3	7
163	тому как	5	7
164	в случае	2	7
165	в нем	16	7
166	он не	4	7
167	тому же	5	7
168	с читателем	3	6
169	в ситуации	4	6
170	при всей	9	6
171	в виду	2	6
172	самом деле	2	6
173	но одновременно	4	6
174	одного из	5	6
175	уже о	2	6
176	и он	2	6
177	и др	3	6
178	не было	9	6
179	например в	4	6
180	и то	4	6
181	во всех	6	6
182	в каждом	2	6
183	с ее	3	6
184	с миром	2	6
185	обращаясь к	2	6
186	и наконец	2	6
187	в культуре	3	6
188	разумеется не	2	6
189	далеко не	10	6
190	подобно тому	4	6
191	и.п смирнов	3	6
192	в ней	2	6
193	перед лицом	2	6
194	том числе	3	6
195	как будто	3	6
196	в соответствии	4	5
197	или иной	8	5
198	идет о	2	5
199	в литературе	2	5
200	одном из	2	5
201	он сам	2	5
202	не знает	4	5
203	всего в	2	5
204	субъекта жизни	2	5
205	более того	2	5
206	во втором	5	5
207	между тем	5	5
208	что и	5	5
209	себя и	2	5
210	в сущности	3	5
211	место в	2	5
212	хотя бы	3	5
213	литературного произведения	3	5
214	по выражению	3	5
215	по аналогии	2	5
216	в равной	3	5
217	должно быть	2	5
218	мы не	2	5
219	следует признать	3	5
220	и одновременно	3	5
221	ивана иваныча	2	5
222	и.п смирнова	3	5
223	в силу	5	5
224	не с	4	5
225	том чтобы	2	5
226	но уже	3	5
227	в себя	7	5
228	в нашем	2	5
229	хх столетия	2	5
230	и к	4	5
231	жизни как	2	5
232	не к	3	5
233	входит в	2	4
234	я с	2	4
235	в свою	3	4
236	в каждой	3	4
237	в повестях	3	4
238	не является	5	4
239	каждый из	2	4
240	как к	2	4
241	и прежде	2	4
242	в лирике	7	4
243	по сути	6	4
244	не всегда	2	4
245	взаимодействующих сознаний	2	4
246	к своему	2	4
247	только на	2	4
248	в формах	2	4
249	объекта и	3	4
250	в г	2	4
251	для своего	3	4
252	и все	5	4
253	эстетического отношения	2	4
254	на том	2	4
255	на его	4	4
256	и само	2	4
257	которая в	3	4
258	могут быть	5	4
259	человеческого присутствия	2	4
260	по этой	2	4
261	в них	6	4
262	исходя из	3	4
263	аналогии с	2	4
264	с позиции	3	4
265	хотя и	3	4
266	как мы	2	4
267	во всяком	3	4
268	одной из	4	4
269	но при	3	4
270	но это	3	4
271	за пределы	2	4
272	к этому	4	4
273	сводится к	7	4
274	жизнь как	2	4
275	художественного целого	3	4
276	ни к	11	4
277	начале х	2	4
278	в пределах	4	4
279	можно сказать	7	4
280	этом в	2	4
281	в.т и	2	4
282	под названием	2	4
283	жизни не	2	4
284	а по	2	4
285	приводит к	4	4
286	на этом	3	4
287	в сторону	4	4
288	жизни а	2	4
289	свидетельствует о	2	4
290	перед ним	2	4
291	более чем	3	4
292	и что	2	4
293	на рубеже	2	4
294	по рассуждению	5	4
295	и читателем	2	4
296	таким образом	4	4
297	и есть	2	4
298	силу своей	2	4
299	отношения к	2	4
300	при котором	2	4
301	вопрос о	2	3
302	в действительности	3	3
303	и потому	3	3
304	различие между	3	3
305	но как	2	3
306	о чем	4	3
307	по себе	3	3
308	в полном	2	3
309	одну из	2	3
310	крайней мере	3	3
311	отношение к	6	3
312	никого не	2	3
313	было сказано	2	3
314	в первом	4	3
315	в ходе	5	3
316	текста и	2	3
317	а с	8	3
318	о нем	3	3
319	и о	4	3
320	как уже	5	3
321	стороны и	3	3
322	они не	2	3
323	той или	6	3
324	времени в	3	3
325	являет собой	5	3
326	литературного письма	2	3
327	произведение в	2	3
328	художественного дискурса	5	3
329	что же	4	3
330	речь идет	2	3
331	а к	3	3
332	сознания с	2	3
333	числе и	3	3
334	и до	2	3
335	все эти	2	3
336	то с	2	3
337	равной степени	2	3
338	не на	3	3
339	в истории	5	3
340	свою очередь	3	3
341	должна быть	2	3
342	сути своей	2	3
343	на языке	3	3
344	xix столетия	2	3
345	да и	2	3
346	если в	2	3
347	и от	2	3
348	только то	2	3
349	этой причине	2	3
350	дело в	3	3
351	с их	3	3
352	с ней	3	3
353	мысли и	2	3
354	обнаруживаются в	3	3
355	не сводится	7	3
356	мысль о	3	3
357	также и	6	3
358	в особенности	5	3
359	субъекта в	2	3
360	сказать и	2	3
361	в концовке	2	3
362	героя и	2	3
363	по слову	4	3
364	в этих	4	3
365	себе не	4	3
366	за его	2	3
367	вследствие этого	4	3
368	и состоит	2	3
369	по крайней	3	3
370	не могло	2	3
371	в какой	2	3
372	в историческом	2	3
373	писателя с	2	3
374	как представляется	2	3
375	восходит к	4	3
376	с.с аверинцева	5	3
377	из наиболее	2	3
378	всей своей	2	3
379	предстает как	2	3
380	в чем	2	3
381	в творчестве	4	3
382	когда он	3	3
383	не есть	3	3
384	со своей	2	3
385	всяком случае	2	3
386	и того	6	3
387	говорить о	3	3
388	же самое	2	3
389	поскольку в	2	3
390	мира и	3	3
391	это мир	2	2
392	самому себе	3	2
393	к своим	3	2
394	чтобы не	2	2
395	свое время	3	2
396	перед нами	4	2
397	субъекта объекта	2	2
398	мой взгляд	3	2
399	в исторической	2	2
400	который по	3	2
401	писал бахтин	5	2
402	означает не	2	2
403	литературной традиции	3	2
404	в прозе	2	2
405	по словам	4	2
406	во мне	4	2
407	роль в	10	2
408	это и	2	2
409	здесь это	2	2
410	повестях белкина	3	2
411	героя в	6	2
412	мире и	2	2
413	то она	2	2
414	своего времени	2	2
415	картину мира	5	2
416	стремится к	3	2
417	в свое	3	2
418	к его	5	2
419	так например	2	2
420	для понимания	2	2
421	что касается	2	2
422	а.н веселовского	3	2
423	чем и	2	2
424	дискурс не	3	2
425	с собачкой	2	2
426	вследствие чего	2	2
427	очевидным образом	5	2
428	своей собственной	3	2
429	ему в	3	2
430	картина мира	7	2
431	и без	2	2
432	жизненной позиции	4	2
433	что на	3	2
434	с позиций	5	2
435	же касается	4	2
436	в сферу	3	2
437	воспринимающего сознания	2	2
438	и другого	2	2
439	и весьма	2	2
440	на адресата	3	2
441	о ней	2	2
442	и по	2	2
443	несет в	3	2
444	писателя в	2	2
445	дело не	3	2
446	и ее	5	2
447	различного рода	3	2
448	этом случае	3	2
449	по формуле	3	2
450	может и	4	2
451	в значении	2	2
452	одно и	2	2
453	сказать что	4	2
454	нашего времени	2	2
455	не от	2	2
456	произведения как	2	2
457	слово не	2	2
458	значительной степени	3	2
459	вследствие которого	2	2
460	в результате	3	2
461	из этих	3	2
462	так сказать	3	2
463	предстает субъектом	2	2
464	исторической поэтики	3	2
465	однако и	2	2
466	бы быть	3	2
467	и представляет	2	2
468	о литературе	2	2
469	который не	2	2
470	в значительной	3	2
471	на мой	3	2
472	не более	3	2
473	в такого	2	2
474	а сам	4	2
475	себя самого	2	2
476	в цикле	2	2
477	автора в	2	2
478	иначе говоря	5	2
479	в становлении	3	2
480	адресата в	5	2
481	не обладает	2	2
482	и всякое	2	2
483	из двух	5	2
484	принадлежности к	2	2
485	в контексте	3	2
486	одновременно с	2	2
487	за рамки	2	2
488	к той	4	2
489	на протяжении	2	2
490	в акте	3	2
491	есть в	3	2
492	в котором	7	2
493	пока еще	7	2
494	слова в	2	2
495	оно не	2	2
496	в большинстве	3	2
497	на почве	3	2
498	романа и	2	2
499	и было	3	2
500	всякий раз	2	2
501	это прежде	3	2
502	своего адресата	2	2
503	определяется не	2	2
504	внимание на	5	2
505	в той	2	2
506	можно назвать	2	2
507	в ряду	4	2
508	в литературоведении	2	2
509	реальности и	2	2
510	на роль	2	2
511	нового времени	2	2
512	собой как	2	2
513	жизни но	2	2
514	во всем	2	2
515	в дискурсе	2	2
516	чем он	2	2
517	текста в	2	2
518	имеем дело	3	2
519	мы имеем	4	2
520	но зато	2	2
