N	2gram	Potebnia_M	Problema
1	и в	58	182
2	то есть	69	165
3	и не	34	152
4	вовсе не	13	145
5	то что	24	144
6	не есть	13	113
7	не только	32	104
8	потому что	89	89
9	в этом	18	88
10	может быть	47	82
11	том что	21	81
12	в том	38	81
13	только в	36	73
14	сказать что	5	72
15	но и	26	70
16	у нас	3	68
17	и даже	4	66
18	по себе	24	64
19	даже и	4	63
20	не менее	10	58
21	о том	6	57
22	так и	17	56
23	тем не	11	56
24	а не	38	56
25	но в	12	55
26	так что	23	52
27	ни в	2	51
28	для нас	29	50
29	и вообще	5	48
30	в себе	22	48
31	при помощи	2	47
32	было бы	21	46
33	в своей	3	45
34	прежде всего	8	45
35	что в	34	44
36	в его	7	44
37	все эти	3	43
38	не в	23	43
39	таким образом	21	42
40	то же	13	42
41	если мы	5	42
42	так как	29	40
43	что мы	11	40
44	и то	4	40
45	что он	5	40
46	и что	13	40
47	не может	30	39
48	в этой	3	39
49	и тем	5	39
50	во всяком	9	39
51	как бы	12	39
52	никак не	3	37
53	хотя бы	4	37
54	того что	15	37
55	в нем	26	37
56	еще не	9	36
57	есть нечто	7	36
58	точки зрения	8	36
59	и все	6	36
60	и т	10	35
61	когда мы	4	35
62	в виду	2	34
63	и с	3	34
64	указывает на	2	34
65	как и	16	34
66	уже не	4	34
67	в таком	7	33
68	т д	6	33
69	в то	6	32
70	здесь не	2	32
71	но не	19	32
72	в своем	3	31
73	связи с	6	31
74	все это	3	31
75	что такое	3	31
76	так же	7	31
77	но это	7	31
78	с другой	13	30
79	и для	8	30
80	как мы	3	29
81	все же	11	29
82	в связи	2	29
83	и о	3	28
84	что же	3	28
85	есть только	16	28
86	мы не	17	28
87	а в	11	28
88	и как	11	27
89	ничего не	2	27
90	и это	3	27
91	хотя и	6	27
92	ничего общего	3	27
93	по крайней	6	26
94	как будто	2	26
95	вместе с	12	26
96	это не	10	26
97	крайней мере	6	26
98	другой стороны	7	26
99	и его	7	26
100	тем самым	6	25
101	с точки	4	25
102	и на	8	25
103	мы можем	10	25
104	всяком случае	7	25
105	на самом	2	24
106	тем более	2	24
107	не имеет	9	24
108	с тем	9	24
109	и вполне	2	24
110	в нашем	2	24
111	и притом	6	23
112	а только	8	23
113	мы находим	3	23
114	на то	5	23
115	таком случае	4	23
116	есть не	7	23
117	при этом	17	23
118	то и	15	23
119	никогда не	7	22
120	и если	6	22
121	сам по	5	22
122	его в	3	22
123	и есть	4	22
124	только на	4	22
125	нет ничего	2	22
126	что и	16	22
127	и от	5	22
128	всех этих	2	22
129	есть в	4	22
130	мы должны	4	21
131	и без	4	21
132	для себя	4	21
133	сама по	4	21
134	в самом	5	21
135	и только	6	21
136	и потому	7	20
137	но как	4	20
138	для того	8	20
139	именно в	2	20
140	несмотря на	5	20
141	или в	4	20
142	тем что	15	20
143	в каком	7	19
144	но если	4	19
145	то в	6	19
146	если бы	23	19
147	но только	2	19
148	то это	8	19
149	если не	5	19
150	он не	4	19
151	с ним	7	19
152	уже в	5	19
153	самом деле	2	19
154	в них	7	19
155	как в	18	19
156	этом смысле	4	19
157	жизни и	3	19
158	того же	13	18
159	не будет	2	18
160	того чтобы	4	18
161	в ее	2	18
162	в этих	10	18
163	не было	7	18
164	не существует	2	18
165	в ней	9	18
166	значение и	4	17
167	но уже	2	17
168	в языке	36	17
169	что они	6	17
170	во всех	12	17
171	но даже	2	16
172	к тому	5	16
173	но все	4	16
174	же в	7	16
175	между собою	10	16
176	в одно	5	16
177	далеко не	4	16
178	для этого	2	16
179	точно так	18	16
180	что она	3	16
181	теории языка	2	15
182	в чем	6	15
183	общего с	3	15
184	и более	3	15
185	у него	3	15
186	что не	15	15
187	с этим	11	15
188	не что	2	14
189	не так	6	14
190	что все	4	14
191	за пределы	4	14
192	уже и	2	14
193	иное как	2	14
194	что иное	2	14
195	сих пор	5	14
196	нас в	2	14
197	в котором	5	14
198	с другими	3	14
199	то ни	3	14
200	только о	2	14
201	до сих	5	14
202	только при	3	13
203	дело в	3	13
204	в других	6	13
205	или даже	3	13
206	из этого	2	13
207	в их	3	13
208	тому что	4	13
209	мы в	2	13
210	сами по	8	13
211	из них	2	13
212	нисколько не	2	12
213	в которой	5	12
214	в другом	3	12
215	с одной	7	12
216	в самой	5	12
217	или по	2	12
218	в целом	3	12
219	для них	2	12
220	что это	5	12
221	в начале	2	12
222	каждый раз	5	12
223	время как	2	12
224	в смысле	4	12
225	то время	3	12
226	и следовательно	4	11
227	могли бы	4	11
228	как именно	3	11
229	и во	6	11
230	и самого	2	11
231	в нашей	2	11
232	в истории	8	11
233	мы говорим	3	11
234	только не	2	11
235	тот же	5	11
236	в таких	2	11
237	о которых	5	11
238	не могут	10	11
239	одной стороны	6	11
240	и у	3	11
241	по этому	2	11
242	мы выше	2	11
243	и тогда	2	11
244	бы то	2	11
245	по поводу	7	11
246	и другое	7	11
247	и их	6	11
248	к нему	2	11
249	что его	2	11
250	заключается в	3	11
251	указание на	2	11
252	не имеют	7	10
253	от нас	3	10
254	не то	3	10
255	один из	2	10
256	однако в	4	10
257	бы даже	2	10
258	быть только	7	10
259	слова и	7	10
260	ни с	2	10
261	что у	2	10
262	что для	5	10
263	собственно говоря	2	10
264	в одном	13	10
265	которые мы	7	10
266	или менее	6	10
267	это будет	5	10
268	что оно	5	10
269	внимание на	3	10
270	относится к	5	10
271	только то	3	10
272	бы не	11	10
273	и которые	3	10
274	на том	2	10
275	более или	6	10
276	но он	3	10
277	вопрос о	5	9
278	или как	2	9
279	тогда когда	15	9
280	а его	3	9
281	только тогда	7	9
282	она не	3	9
283	между прочим	5	9
284	представить себе	3	9
285	языка и	20	9
286	в сравнении	5	9
287	только для	7	9
288	то он	2	9
289	в своих	4	9
290	их в	2	9
291	на себе	3	9
292	вообще и	2	9
293	в которых	2	9
294	что даже	2	9
295	того как	12	9
296	что если	7	9
297	бы в	6	9
298	это было	3	9
299	о котором	4	9
300	сравнении с	4	9
301	д и	2	9
302	обратить внимание	2	9
303	в жизни	5	9
304	были бы	4	8
305	как он	5	8
306	от этого	2	8
307	в г	2	8
308	и по	8	8
309	никто не	3	8
310	для него	13	8
311	если в	3	8
312	не все	3	8
313	только что	4	8
314	с этой	3	8
315	себе и	2	8
316	если же	5	8
317	тем же	4	8
318	для всех	6	8
319	том как	6	8
320	но тогда	3	8
321	в сознании	8	8
322	из этих	8	8
323	с самого	5	8
324	только потому	4	8
325	которые не	5	8
326	с ее	2	8
327	которое мы	5	8
328	если и	3	8
329	и при	6	8
330	ни было	4	8
331	и образ	2	8
332	во всем	5	8
333	мы будем	3	8
334	он есть	3	8
335	и весь	3	8
336	что при	6	8
337	находятся в	3	7
338	что на	9	7
339	и поэтому	2	7
340	в понятии	2	7
341	друг друга	6	7
342	времени и	3	7
343	самого начала	5	7
344	она есть	3	7
345	же не	2	7
346	сознания и	2	7
347	никакой возможности	2	7
348	что понятие	3	7
349	все они	3	7
350	с понятием	2	7
351	еще более	2	7
352	в какой	2	7
353	в такой	2	7
354	оно не	4	7
355	уже с	2	7
356	все в	2	7
357	во все	2	7
358	не на	3	7
359	из себя	6	7
360	но что	2	7
361	была бы	3	7
362	его от	2	7
363	себе в	2	7
364	такого же	2	7
365	к другому	2	7
366	что касается	2	7
367	на этот	2	7
368	перейти к	3	7
369	предметов и	3	7
370	не можем	5	7
371	не как	4	6
372	то мы	4	6
373	уже по	2	6
374	в известном	2	6
375	ли в	2	6
376	слова то	2	6
377	нельзя сказать	2	6
378	нами не	2	6
379	или не	3	6
380	само по	6	6
381	на него	6	6
382	по своей	2	6
383	этого слова	5	6
384	предмета и	3	6
385	есть уже	4	6
386	этот вопрос	2	6
387	том смысле	7	6
388	скажет что	2	6
389	и того	6	6
390	что именно	2	6
391	но с	3	6
392	заставляет нас	2	6
393	чтобы не	3	6
394	и всегда	3	6
395	в действительности	6	6
396	для меня	4	6
397	самого себя	4	6
398	понятия и	3	6
399	не всегда	2	6
400	после этого	2	6
401	видно что	2	6
402	только как	5	6
403	который мы	2	6
404	стороны и	3	6
405	могут быть	17	6
406	а скорее	2	6
407	и может	5	6
408	во время	5	6
409	что слово	5	6
410	бы быть	7	6
411	с его	3	6
412	но она	3	6
413	с которыми	3	6
414	и уже	6	6
415	и той	4	6
416	независимо от	15	6
417	как оно	2	6
418	к ней	3	6
419	перестает быть	3	6
420	прежде чем	4	6
421	в теории	2	6
422	как на	5	6
423	не мог	3	6
424	отношения к	2	6
425	но оно	3	6
426	в слове	21	6
427	этой последней	2	5
428	слова но	4	5
429	предмет и	2	5
430	мы бы	3	5
431	в нее	4	5
432	его на	3	5
433	менее в	2	5
434	человека и	2	5
435	одна из	4	5
436	он должен	2	5
437	что ни	2	5
438	нами в	2	5
439	указания на	5	5
440	нам кажется	2	5
441	еще только	2	5
442	для всякого	3	5
443	до того	2	5
444	только один	3	5
445	и понятия	2	5
446	лишь в	2	5
447	себе не	3	5
448	для обозначения	2	5
449	есть как	2	5
450	все что	5	5
451	образом и	2	5
452	или что	3	5
453	тому как	8	5
454	не знаем	2	5
455	во внимание	4	5
456	оно и	4	5
457	ясно и	2	5
458	в собственном	4	5
459	между тем	7	5
460	от того	9	5
461	этой теории	4	5
462	ничем не	2	5
463	во многих	5	5
