N	2gram	Voloshinov	formyVre
1	и в	32	148
2	в этом	27	73
3	то есть	2	70
4	в романе	2	58
5	в нем	17	51
6	прежде всего	19	46
7	и не	42	37
8	в его	10	36
9	и его	33	36
10	вовсе не	15	35
11	но и	17	33
12	то же	19	32
13	не только	18	32
14	в литературе	2	32
15	но в	13	31
16	жизни и	4	31
17	так и	21	29
18	может быть	50	27
19	не в	13	26
20	как мы	26	26
21	как и	19	25
22	как бы	31	25
23	мы уже	7	24
24	точки зрения	48	24
25	в то	7	23
26	человека в	3	23
27	только в	14	23
28	то что	12	22
29	в том	13	22
30	жизни в	5	21
31	все эти	8	21
32	связи с	22	21
33	во всех	13	21
34	же время	7	21
35	в основном	10	19
36	в своем	3	19
37	и др	3	19
38	и для	15	19
39	и на	8	19
40	у него	2	18
41	и все	8	18
42	еще не	7	18
43	таким образом	29	18
44	с этим	6	17
45	те же	5	17
46	при этом	13	17
47	так как	5	17
48	в пределах	7	17
49	все же	13	16
50	того же	11	16
51	и во	2	16
52	в связи	12	16
53	в основе	10	16
54	не может	40	16
55	в условиях	5	16
56	и их	2	16
57	никогда не	7	15
58	в разных	2	15
59	лишь в	17	15
60	так сказать	19	15
61	в дальнейшем	3	15
62	в одном	2	15
63	с точки	31	15
64	с его	6	15
65	вместе с	2	15
66	так же	10	14
67	его жизни	2	14
68	все это	4	14
69	всех этих	2	14
70	и как	8	14
71	в конце	5	14
72	и с	4	14
73	как раз	5	14
74	а не	15	14
75	в их	5	13
76	в частности	2	13
77	а в	5	13
78	с другом	2	13
79	здесь в	5	13
80	того чтобы	9	13
81	во время	2	13
82	друг с	2	13
83	для того	8	13
84	как в	5	13
85	в котором	6	13
86	в самом	14	13
87	ничего не	9	12
88	отнюдь не	14	12
89	в истории	5	12
90	значение и	3	12
91	не было	6	12
92	исторического времени	2	12
93	и до	4	12
94	конечно не	9	12
95	но не	2	12
96	потому что	2	12
97	он не	5	12
98	что в	5	12
99	его в	7	11
100	между ними	6	11
101	в ней	5	11
102	ни в	7	11
103	из них	3	11
104	уже в	3	11
105	мира и	2	11
106	влияние на	3	10
107	здесь не	2	10
108	в ее	9	10
109	тот же	4	10
110	кроме того	7	10
111	и другие	2	10
112	сих пор	10	10
113	входит в	5	10
114	уже не	2	10
115	в большинстве	7	10
116	и того	11	10
117	на основе	4	10
118	до сих	10	10
119	могут быть	4	9
120	одного и	9	9
121	и других	3	9
122	на этой	6	9
123	и следовательно	8	9
124	том что	12	9
125	должно быть	4	9
126	и даже	4	9
127	и это	6	9
128	с другой	6	9
129	на протяжении	2	9
130	для него	18	9
131	но все	4	9
132	здесь нет	2	9
133	отношения к	2	9
134	до конца	6	8
135	это не	5	8
136	или иной	8	8
137	для себя	4	8
138	и прежде	4	8
139	в непосредственном	2	8
140	и потому	7	8
141	к тому	8	8
142	том числе	3	8
143	в целом	2	8
144	и т.п	17	8
145	большинстве случаев	7	8
146	что и	5	8
147	во всяком	8	8
148	здесь мы	7	8
149	и то	4	8
150	в результате	9	8
151	если бы	12	8
152	в этих	2	8
153	отношению к	9	8
154	с одной	2	8
155	в жизни	2	8
156	значение в	5	8
157	рядом с	7	8
158	и к	3	8
159	в виду	2	8
160	жизни но	2	8
161	для всех	2	7
162	в процессе	31	7
163	в себе	5	7
164	не как	5	7
165	для других	5	7
166	у них	2	7
167	отличие от	7	7
168	не знает	4	7
169	того что	5	7
170	широком смысле	2	7
171	между собой	3	7
172	в той	6	7
173	место в	5	7
174	было бы	8	7
175	себя и	2	7
176	например в	2	7
177	имеет место	2	7
178	к этому	10	7
179	из этих	3	7
180	и он	4	7
181	этот процесс	4	7
182	в которой	4	7
183	с ее	2	7
184	этом отношении	4	7
185	не могло	3	7
186	ее в	2	7
187	в отличие	7	7
188	нет ничего	4	7
189	в форме	3	7
190	в широком	2	6
191	в отношении	7	6
192	не могут	4	6
193	и ее	4	6
194	а как	7	6
195	здесь как	2	6
196	одной из	5	6
197	более того	7	6
198	ту же	2	6
199	одной стороны	2	6
200	между двумя	4	6
201	мы видим	2	6
202	характерно что	3	6
203	в качестве	4	6
204	во всей	2	6
205	громадное значение	5	6
206	сказать что	7	6
207	в начале	7	6
208	за пределы	8	6
209	мы не	6	6
210	мы можем	6	6
211	на первый	2	6
212	значение имеет	2	6
213	в сущности	17	6
214	не является	11	6
215	в разрезе	6	6
216	смысле слова	4	6
217	нет и	4	6
218	о том	4	6
219	именно в	6	6
220	что было	2	6
221	в таком	8	6
222	слова и	8	6
223	в совершенно	2	6
224	и речи	4	6
225	с помощью	11	6
226	во все	2	5
227	следовательно и	4	5
228	стороны и	2	5
229	не имеют	5	5
230	и вообще	3	5
231	понятно что	4	5
232	этих форм	3	5
233	только на	7	5
234	так что	2	5
235	в какой-то	2	5
236	и ни	2	5
237	эти моменты	2	5
238	xix века	4	5
239	от этого	3	5
240	они не	2	5
241	с другими	6	5
242	все основные	3	5
243	что все	3	5
244	здесь же	2	5
245	там где	4	5
246	с ними	5	5
247	той или	5	5
248	не на	2	5
249	в этой	3	5
250	одно и	3	5
251	и от	6	5
252	числе и	3	5
253	хотя бы	8	5
254	бы он	3	5
255	в своей	5	5
256	по преимуществу	5	5
257	тем что	3	5
258	всем этим	2	5
259	с этой	2	5
260	или как	3	5
261	но они	2	5
262	почти все	2	5
263	первый план	2	5
264	конечно и	2	5
265	не имеет	6	5
266	и является	4	5
267	далеко не	5	5
268	вообще не	2	5
269	он может	3	5
270	в смысле	11	5
271	места в	4	5
272	ни были	2	5
273	общества и	2	5
274	точка зрения	8	5
275	или в	4	5
276	и только	2	5
277	нового времени	2	5
278	той же	5	5
279	вполне понятно	6	5
280	мы должны	4	4
281	от него	4	4
282	в одной	4	4
283	по себе	5	4
284	по отношению	10	4
285	его целом	2	4
286	в другом	5	4
287	друг друга	10	4
288	и т.д	6	4
289	и при	3	4
290	что он	5	4
291	между этими	2	4
292	как он	3	4
293	мы здесь	2	4
294	бы на	2	4
295	дело идет	4	4
296	в чем	2	4
297	что не	4	4
298	другой стороны	7	4
299	и те	7	4
300	и вне	3	4
301	формы и	4	4
302	совсем не	2	4
303	для них	2	4
304	языка и	28	4
305	связаны с	3	4
306	он был	2	4
307	войти в	3	4
308	мы сказали	4	4
309	принадлежит к	2	4
310	в корне	6	4
311	быть и	9	4
312	в новое	2	4
313	не становится	3	4
314	в данном	8	4
315	тем более	3	4
316	нем нет	4	4
317	только что	2	4
318	как если	6	4
319	находятся в	2	4
320	и вот	2	4
321	у нас	4	4
322	себе и	2	4
323	лишь как	2	4
324	же и	3	4
325	и более	6	4
326	этом случае	3	4
327	в своих	2	4
328	по всем	2	4
329	момент в	3	4
330	как она	2	4
331	всяком случае	4	4
332	к жизни	2	4
333	это и	3	4
334	а следовательно	2	4
335	друг другу	2	4
336	же самое	9	4
337	переходим к	3	4
338	в нашем	4	4
339	все в	2	4
340	нет ни	2	3
341	еще и	2	3
342	все более	2	3
343	вопрос о	6	3
344	и всегда	2	3
345	его к	4	3
346	вступает в	2	3
347	не будем	4	3
348	до известной	2	3
349	узком смысле	4	3
350	подхода к	4	3
351	этим определяется	2	3
352	связи между	5	3
353	точку зрения	4	3
354	как это	2	3
355	зрения не	2	3
356	самого начала	9	3
357	этой проблемы	4	3
358	тому что	6	3
359	она не	2	3
360	не могла	2	3
361	искусство и	2	3
362	в более	3	3
363	в точном	5	3
364	в определенном	2	3
365	прямо сказать	2	3
366	на границе	4	3
367	не столько	5	3
368	же как	2	3
369	в зависимости	2	3
370	и самый	2	3
371	на материале	10	3
372	конечно в	4	3
373	известной степени	2	3
374	с самого	9	3
375	в двух	4	3
376	и так	2	3
377	иногда очень	2	3
378	во внешнем	2	3
379	одна из	6	3
380	нет в	2	3
381	бы в	4	3
382	и между	5	3
383	но при	3	3
384	бы и	2	3
385	менее всего	5	3
386	этими двумя	2	3
387	это было	2	3
388	в данной	5	3
389	в значительной	3	3
390	по мере	6	3
391	и здесь	9	3
392	целый ряд	3	3
393	зависимости от	4	3
394	мы увидим	3	3
395	другом и	2	3
396	нам важно	3	3
397	бы не	2	3
398	тот или	2	3
399	он ни	2	3
400	совершенно не	6	3
401	как на	2	3
402	его и	3	3
403	точном смысле	5	3
404	которой мы	2	3
405	ни к	3	3
406	явлений и	2	3
407	можно сказать	4	3
408	они еще	3	3
409	на почве	14	3
410	если мы	17	3
411	в свою	6	3
412	связь с	4	3
413	выражение в	8	3
414	главным образом	2	3
415	резко и	2	3
416	к другому	7	3
417	распадается на	2	3
418	в абстрактном	2	3
419	и есть	3	3
420	не к	3	3
421	в слове	13	3
422	мы говорили	3	3
423	дано в	2	3
424	однако не	3	3
425	тем же	4	3
426	в каком	6	2
427	пределах индивидуального	2	2
428	или даже	2	2
429	борьба и	2	2
430	одну из	2	2
431	для всего	3	2
432	иной степени	2	2
433	в духе	2	2
434	в каждом	8	2
435	свою очередь	5	2
436	к более	2	2
437	язык в	5	2
438	должен быть	2	2
439	самом деле	18	2
440	слова но	3	2
441	конечно эти	2	2
442	но по	2	2
443	же мы	2	2
444	его не	2	2
445	со всех	2	2
446	нее и	2	2
447	к нему	5	2
448	эти проблемы	2	2
449	а только	2	2
450	они и	3	2
451	и непосредственно	2	2
452	во втором	2	2
453	форме и	2	2
454	мы это	2	2
455	как необходимый	2	2
456	отношении к	8	2
457	в узком	4	2
458	и та	2	2
459	ту и	2	2
460	но как	3	2
461	мы скажем	2	2
462	ее целом	3	2
463	движется в	2	2
464	в разрешении	2	2
465	можно назвать	2	2
466	и пр	31	2
467	они все	2	2
468	из одного	4	2
469	без исключения	9	2
470	этого слова	7	2
471	должны быть	4	2
472	все без	3	2
473	процессе его	3	2
474	к данному	2	2
475	и иные	2	2
476	этот момент	2	2
477	с их	2	2
478	мы видели	5	2
479	самое слово	2	2
480	стремится к	2	2
481	перестает быть	2	2
482	то в	3	2
483	оно уже	2	2
484	более и	2	2
485	можно только	2	2
486	самое это	2	2
487	все идеологические	2	2
488	лежит в	2	2
489	как оно	2	2
490	необходимо чтобы	5	2
491	по аналогии	2	2
492	и тогда	2	2
493	и эта	5	2
494	его как	2	2
495	себя в	2	2
496	словом и	2	2
497	всех сторон	2	2
498	речи в	4	2
499	и тот	4	2
500	себя самого	2	2
501	как они	2	2
502	и всего	2	2
503	и лишь	3	2
504	от их	2	2
505	в философии	2	2
506	опирается на	2	2
507	нами в	4	2
508	вне его	5	2
509	все разобранные	2	2
510	к своему	2	2
511	лучше всего	2	2
512	но если	2	2
513	должна быть	6	2
514	культуры и	2	2
515	но уже	2	2
516	глубокий и	2	2
517	за пределами	2	2
518	ближайшей социальной	3	2
519	эти формы	3	2
520	нет никакой	3	2
521	но к	2	2
522	как с	2	2
523	значения в	5	2
524	этот вопрос	5	2
525	но для	4	2
526	не существует	6	2
527	лишь на	6	2
528	тогда когда	2	2
529	еще в	2	2
530	дана как	2	2
531	всякой связи	2	2
532	времени не	2	2
533	разобранные нами	3	2
534	определяется не	3	2
535	со всею	5	2
536	от нее	2	2
537	слагается из	3	2
538	что во	2	2
539	говорить о	2	2
540	высшей степени	5	2
541	и сама	2	2
