N	2gram	Trubetskoy	KFilosof
1	может быть	17	45
2	в его	5	42
3	в нем	3	32
4	не может	18	29
5	и не	9	28
6	и в	24	28
7	по отношению	11	26
8	в котором	2	24
9	для меня	4	22
10	отношению к	11	22
11	не есть	4	22
12	в себе	5	21
13	и его	2	18
14	только в	6	18
15	в своем	12	17
16	в этом	13	15
17	не в	9	13
18	для него	2	13
19	точки зрения	14	13
20	но не	3	12
21	и это	3	12
22	к нему	2	12
23	во всех	10	11
24	из себя	10	11
25	все эти	19	11
26	это не	3	10
27	в целом	5	10
28	от себя	2	10
29	и для	6	10
30	все это	13	10
31	с точки	8	10
32	в их	4	9
33	но и	11	9
34	как бы	10	9
35	и все	9	9
36	если бы	8	8
37	не было	2	8
38	лишь в	5	8
39	в мире	6	8
40	жизни и	2	8
41	было бы	3	8
42	в себя	2	8
43	для себя	2	7
44	должен быть	2	7
45	совершенно не	4	7
46	то что	18	7
47	отнюдь не	2	7
48	конечно не	3	7
49	и только	2	7
50	что и	7	7
51	во всем	3	7
52	вовсе не	2	7
53	ее и	4	6
54	должно быть	5	6
55	отношение к	4	6
56	в том	31	6
57	но все	5	6
58	не имеет	2	6
59	и их	5	6
60	я не	2	6
61	он не	4	6
62	никогда не	4	5
63	его в	5	5
64	все же	15	5
65	не только	10	5
66	но как	2	5
67	хотя бы	4	5
68	то же	4	5
69	еще не	6	5
70	не знает	2	5
71	а в	3	5
72	но в	5	5
73	культуры и	11	5
74	как и	10	5
75	ко всему	2	5
76	именно в	5	5
77	от своей	2	5
78	себя и	2	5
79	с ним	6	5
80	в основе	2	5
81	что это	5	4
82	тем самым	3	4
83	нет в	2	4
84	том что	20	4
85	что в	9	4
86	ценности и	2	4
87	и т.д	4	4
88	и весь	2	4
89	ни было	3	4
90	прежде всего	3	4
91	к ним	2	4
92	в своих	2	4
93	для нас	3	4
94	с ними	2	4
95	при этом	9	4
96	из него	2	4
97	во всей	2	4
98	должна быть	6	4
99	между тем	12	4
100	в то	6	3
101	на самом	7	3
102	от него	3	3
103	всех этих	4	3
104	в другом	2	3
105	от того	3	3
106	а лишь	3	3
107	та же	4	3
108	для того	8	3
109	самом деле	12	3
110	тем как	2	3
111	в виду	2	3
112	по своему	5	3
113	для этой	2	3
114	не менее	7	3
115	независимо от	2	3
116	о том	7	3
117	в ней	3	3
118	в свою	2	3
119	но для	2	3
120	тогда когда	3	3
121	и на	6	3
122	ближе к	3	3
123	лишь при	6	3
124	того что	7	3
125	данный момент	4	3
126	и может	3	3
127	тот же	3	3
128	а следовательно	2	3
129	быть и	5	3
130	ясно что	8	3
131	конечно в	2	2
132	и то	4	2
133	для этого	7	2
134	культура в	2	2
135	и потому	3	2
136	различия в	3	2
137	к которой	3	2
138	в данном	3	2
139	говорить о	2	2
140	и ее	2	2
141	не потому	2	2
142	самого факта	2	2
143	то ни	4	2
144	к этому	5	2
145	вопрос о	3	2
146	с ее	2	2
147	из нее	2	2
148	а это	2	2
149	тем не	4	2
150	как к	5	2
151	в виде	4	2
152	ценностей не	2	2
153	и других	3	2
154	все они	6	2
155	в области	4	2
156	а с	4	2
157	одного и	3	2
158	что он	7	2
159	из которых	4	2
160	вследствие этого	3	2
161	а для	2	2
162	так и	10	2
163	жизнь и	3	2
164	всех других	2	2
165	что только	3	2
166	в жизни	3	2
167	с тем	4	2
168	при условии	2	2
169	в сознании	7	2
170	тому что	2	2
171	можно ли	2	2
172	она не	2	2
173	в ту	2	2
174	гораздо более	2	2
175	в процессе	2	2
176	что за	2	2
177	потому что	9	2
178	не будет	5	2
179	может не	3	2
180	того чтобы	8	2
181	чтобы быть	2	2
182	и того	3	2
183	сводится к	2	2
184	что эта	4	2
185	не следует	2	2
186	же время	2	2
187	ничего общего	3	2
188	это есть	4	2
189	этого слова	2	2
190	в этой	7	2
191	бы то	3	2
