N	2gram	Vygotskiy_	Myslijsy
1	потому что	48	182
2	то есть	16	142
3	и в	55	121
4	может быть	34	107
5	в том	50	103
6	то что	69	83
7	для нас	9	75
8	что в	43	73
9	и не	19	73
10	только в	12	72
11	не только	24	67
12	а не	16	67
13	таким образом	35	64
14	том что	46	59
15	так как	20	59
16	в этом	30	59
17	но и	16	59
18	то же	16	56
19	не в	12	54
20	если бы	21	53
21	в себе	13	53
22	не может	15	52
23	по себе	13	52
24	того что	12	47
25	в сознании	2	46
26	в душе	2	45
27	в нем	13	45
28	было бы	15	45
29	и проч	2	45
30	не есть	4	42
31	как и	9	42
32	так что	8	39
33	вместе с	16	39
34	мы не	8	38
35	что и	11	38
36	так и	6	37
37	при этом	11	37
38	как в	4	37
39	что мы	12	36
40	тем что	8	33
41	и что	45	32
42	по отношению	3	30
43	а в	7	30
44	но не	9	29
45	что не	5	29
46	между тем	4	29
47	вовсе не	8	28
48	есть только	3	28
49	мы можем	8	28
50	для него	5	28
51	могут быть	8	27
52	с этим	4	27
53	и т	12	26
54	не было	2	26
55	отношению к	2	26
56	в то	6	24
57	с тем	10	23
58	от того	6	23
59	того как	4	23
60	как бы	33	23
61	но в	7	22
62	не имеет	2	22
63	с другой	12	22
64	то это	6	22
65	чувства и	7	22
66	и потому	8	21
67	в ней	5	20
68	в одном	5	20
69	это не	9	20
70	мысль о	5	20
71	заключает в	7	19
72	и как	10	19
73	с ним	4	19
74	есть не	7	19
75	и то	12	19
76	сказать что	14	19
77	что это	15	19
78	из этих	4	19
79	но это	2	19
80	должно быть	6	19
81	о том	24	19
82	того же	5	19
83	в каком	7	18
84	очевидно что	3	18
85	для того	45	18
86	еще не	6	18
87	не могут	4	18
88	по поводу	6	18
89	в самом	18	18
90	в таком	4	18
91	в его	8	17
92	слова и	2	17
93	со стороны	3	17
94	точки зрения	15	17
95	что оно	12	17
96	во всяком	2	17
97	не можем	8	17
98	уже в	7	17
99	в своем	12	16
100	к тому	12	16
101	и наоборот	2	16
102	в которой	4	16
103	только что	11	16
104	так же	19	16
105	есть нечто	3	16
106	в них	7	16
107	что если	9	16
108	на то	27	16
109	и на	12	16
110	в нас	15	15
111	т д	6	15
112	в этих	3	15
113	с одной	15	15
114	думать что	3	15
115	тому как	3	15
116	и тем	6	15
117	что он	30	15
118	прежде всего	6	15
119	в свою	3	15
120	мы должны	10	14
121	в действительности	2	14
122	связи с	2	14
123	там где	6	14
124	само по	3	14
125	на деле	9	14
126	столь же	3	14
127	в котором	5	14
128	все же	11	14
129	сам по	4	14
130	когда мы	10	14
131	во всех	6	14
132	же время	2	14
133	что все	12	13
134	и все	15	13
135	те же	3	13
136	т п	5	13
137	образом в	3	13
138	и может	3	13
139	например в	2	13
140	из них	7	13
141	и его	10	13
142	как на	15	13
143	никогда не	15	12
144	от него	5	12
145	и при	3	12
146	мысли о	2	12
147	что на	6	12
148	не то	4	12
149	все это	8	12
150	под влиянием	3	12
151	как мы	6	12
152	сих пор	9	12
153	что такое	2	12
154	оно не	2	12
155	относится к	2	12
156	другой стороны	8	12
157	в каждом	2	12
158	до сих	9	12
159	в силу	3	11
160	той же	6	11
161	того чтобы	43	11
162	и вообще	2	11
163	только на	4	11
164	в состоянии	3	11
165	только для	2	11
166	что для	6	11
167	и если	13	11
168	и их	3	11
169	его в	2	11
170	указывает на	8	11
171	если не	2	11
172	мы видели	2	11
173	речи и	2	11
174	же в	3	11
175	к ней	3	11
176	сами по	2	11
177	и это	13	11
