N	2gram	Losev_Prob	Istorich
1	и в	48	181
2	и т	2	160
3	может быть	11	115
4	не только	28	114
5	что он	12	111
6	мы имеем	3	102
7	что в	12	90
8	но и	21	85
9	в этом	31	81
10	так как	10	75
11	то что	26	73
12	таким образом	20	72
13	вместе с	15	71
14	и не	29	67
15	все же	12	65
16	в этих	3	64
17	еще не	4	63
18	не может	6	61
19	так же	7	57
20	то же	6	56
21	никогда не	7	56
22	в том	25	53
23	том что	29	53
24	с другой	8	52
25	а в	8	52
26	потому что	21	52
27	что и	8	51
28	и что	9	51
29	мы видели	2	49
30	о том	17	48
31	а не	7	48
32	его в	9	47
33	не в	16	47
34	другой стороны	8	46
35	но в	17	44
36	это не	8	43
37	и его	11	43
38	в нем	8	42
39	только в	21	42
40	как в	3	42
41	представление о	2	41
42	или в	7	39
43	в его	19	38
44	для нас	14	38
45	тем что	2	38
46	и на	9	38
47	что здесь	8	37
48	так и	15	37
49	он не	4	37
50	уже не	12	37
51	как и	10	37
52	мы уже	2	37
53	мы можем	5	36
54	здесь мы	2	35
55	с тем	7	35
56	что они	4	35
57	все эти	12	35
58	мы не	7	35
59	не всегда	5	34
60	что это	4	34
61	но не	12	34
62	а именно	12	34
63	связи с	11	34
64	у него	13	34
65	об этом	11	33
66	сих пор	3	32
67	в качестве	9	32
68	ничего не	3	31
69	прежде всего	15	31
70	один из	2	31
71	при помощи	12	30
72	этот мотив	4	30
73	с этим	3	30
74	в русской	4	30
75	до сих	3	30
76	с одной	5	30
77	к нему	3	30
78	но все	6	29
79	как мы	5	29
80	одной стороны	5	29
81	но это	7	29
82	что она	2	28
83	и другие	4	28
84	и с	10	28
85	как он	2	27
86	так что	18	27
87	в образе	2	27
88	того что	8	27
89	могут быть	2	27
90	мы здесь	2	26
91	в ней	4	26
92	как это	5	26
93	на него	3	26
94	вопрос о	2	25
95	в брак	2	25
96	в дальнейшем	7	25
97	и он	5	25
98	было бы	12	24
99	если бы	2	24
100	в виде	25	24
101	что мы	4	24
102	к этому	2	24
103	не менее	8	24
104	на небо	8	24
105	видно что	2	24
106	того как	5	24
107	не будем	3	23
108	все это	8	23
109	когда он	3	23
110	тем не	8	23
111	в частности	5	23
112	точно так	4	23
113	в этой	14	23
114	и это	3	23
115	как бы	10	23
116	при этом	6	22
117	и по	2	22
118	с ним	4	22
119	совершенно ясно	2	21
120	в одном	6	21
121	сказать что	13	21
122	ее в	2	21
123	в другом	6	21
124	к тому	7	21
125	они не	3	21
126	здесь не	12	21
127	в связи	11	21
128	другими словами	3	20
129	в других	5	20
130	из них	4	20
131	в силу	6	20
132	наряду с	2	20
133	из этих	2	20
134	и как	10	19
135	после того	3	19
136	что у	6	19
137	все еще	4	19
138	в тех	2	19
139	на то	2	19
140	но он	5	19
141	что этот	6	18
142	не все	3	18
143	в данном	6	18
144	вовсе не	18	18
145	в то	6	18
146	и говорит	2	18
147	по существу	2	17
148	то и	7	17
149	и только	4	17
150	очень много	3	17
151	том как	2	17
152	в них	5	17
153	можно найти	6	17
154	и они	3	16
155	не вполне	2	16
156	всех этих	3	16
157	перед нами	14	16
158	и все	12	16
159	в котором	5	16
160	во всех	2	16
161	данном случае	5	15
162	на его	4	15
163	в своей	29	15
164	даже в	2	15
165	и то	6	15
166	тот кто	2	15
167	и даже	24	15
168	как будто	9	15
169	в одной	2	15
170	и тем	4	15
171	он в	5	15
172	отношение к	3	14
173	у нас	17	14
174	а также	8	14
175	с этой	4	14
176	должен был	2	14
177	можно было	4	14
178	с ней	3	14
179	отношению к	2	14
180	из которых	2	14
181	и есть	4	14
182	его на	3	14
183	и ее	2	14
184	одной из	5	14
185	по отношению	2	14
186	и наконец	4	14
187	на себя	2	14
188	него и	2	14
189	к своему	3	13
190	что иное	3	13
191	и для	11	13
192	все что	2	13
193	в таких	2	13
194	и от	7	13
195	его не	3	13
196	в своем	16	13
197	время как	4	13
198	и у	8	13
199	не имеет	3	13
200	и если	2	13
201	в себе	7	13
202	не просто	12	13
203	по себе	5	13
204	то время	4	13
205	а потом	4	12
206	кроме того	5	12
207	во всем	5	12
208	в их	4	12
209	и их	7	12
210	между прочим	2	12
211	на землю	7	12
212	хотя бы	11	12
213	дает ему	2	12
214	что не	3	12
215	к ней	2	12
216	от этого	4	11
217	и более	3	11
218	если он	4	11
219	точки зрения	17	11
220	хотя и	10	11
221	в этот	4	11
222	но уже	3	11
223	миф о	8	11
224	уже в	4	11
225	человека в	3	11
226	иное как	3	11
227	далеко не	6	11
228	же в	4	11
229	у меня	2	11
230	ясно что	11	11
231	этого не	2	11
232	я не	3	11
233	огонь и	5	11
234	не что	3	11
235	приходит к	2	10
236	он видит	3	10
237	на этой	2	10
238	в ее	6	10
239	почти всегда	3	10
240	говорит о	9	10
241	что эта	3	10
242	указывает на	4	10
243	но как	3	10
244	есть только	4	10
245	вслед за	2	10
246	если не	6	10
247	к ним	3	10
248	на земле	11	10
249	там же	2	10
250	он и	5	10
251	не мог	5	10
252	не как	3	10
253	а с	4	10
254	но так	2	10
255	а если	4	10
256	ли он	2	10
257	в которой	7	10
258	ни в	17	10
259	его к	2	10
260	о чем	2	10
261	в это	3	10
262	от них	2	10
263	не было	4	10
264	и к	9	10
265	а как	2	9
266	он должен	2	9
267	тот же	6	9
268	за него	2	9
269	в свою	4	9
270	из этого	6	9
271	она в	2	9
272	не могут	3	9
