N	2gram	Bakhtin_Fr	Tvorches
1	и в	105	56
2	как бы	33	41
3	в его	24	37
4	в романе	8	34
5	в то	5	30
6	то же	6	25
7	не только	24	24
8	но в	16	24
9	в году	13	24
10	же время	5	24
11	то есть	71	23
12	и его	24	23
13	и не	34	23
14	а в	4	23
15	как и	15	23
16	в этом	22	22
17	в том	17	21
18	что в	4	21
19	том что	9	19
20	он не	3	19
21	может быть	11	19
22	потому что	6	19
23	у него	2	18
24	то что	7	18
25	что он	5	17
26	все это	16	17
27	и на	25	17
28	таким образом	5	17
29	никогда не	11	16
30	прежде всего	26	16
31	как в	6	16
32	при этом	10	16
33	не может	9	16
34	но и	20	16
35	в творчестве	2	16
36	xix века	6	15
37	в этой	11	15
38	с его	9	15
39	но это	5	15
40	и с	8	15
41	это не	4	14
42	и даже	10	14
43	там же	2	13
44	о том	5	13
45	в целом	3	12
46	же с	2	12
47	все же	10	11
48	в своей	8	11
49	для него	12	11
50	в конце	3	10
51	не в	4	10
52	в основном	4	10
53	так и	16	10
54	уже в	5	10
55	представление о	2	10
56	но не	7	10
57	в самом	7	10
58	только в	16	10
59	в нем	16	9
60	один из	5	9
61	а затем	4	9
62	и от	3	9
63	жизни в	8	9
64	в изображении	2	9
65	наряду с	2	9
66	в своих	8	9
67	во многом	3	9
68	даже в	6	8
69	так же	2	8
70	в себе	7	8
71	человека и	4	8
72	в духе	9	8
73	в их	6	8
74	одной из	3	8
75	не менее	2	8
76	это уже	4	8
77	на его	4	8
78	так как	11	8
79	вовсе не	25	8
80	к этому	2	8
81	об этом	2	8
82	еще не	8	8
83	одним из	4	8
84	именно в	6	8
85	хотя и	4	8
86	влияние на	8	7
87	самом деле	3	7
88	своего рода	2	7
89	в чем	2	7
90	например в	3	7
91	в дальнейшем	10	7
92	и он	3	7
93	в этих	6	7
94	уже не	3	7
95	и сам	2	7
96	в книге	3	6
97	его в	7	6
98	но у	2	6
99	приводит к	2	6
100	и все	7	6
101	на эту	2	6
102	место в	4	6
103	все эти	15	6
104	одна из	5	6
105	хотя бы	2	6
106	и как	2	6
107	еще более	6	6
108	с ним	6	6
109	начиная с	2	5
110	ничего не	3	5
111	из всех	3	5
112	до конца	4	5
113	по отношению	2	5
114	и у	7	5
115	но эта	2	5
116	и других	6	5
117	это как	5	5
118	в своем	11	5
119	в них	13	5
120	и это	3	5
121	что не	3	5
122	что и	2	5
123	отметить что	2	5
124	в ее	5	5
125	в ту	2	5
126	и по	3	5
127	что они	2	5
128	в истории	5	5
129	во всей	4	5
130	тот же	4	5
131	мысли и	4	5
132	на него	2	5
133	та же	2	5
134	между тем	5	5
135	и другие	10	5
136	в известной	7	5
137	отношению к	2	5
138	в литературе	9	5
139	с другой	3	5
140	из них	7	5
141	не было	3	5
142	в таком	2	5
143	но с	2	5
144	в плане	2	4
145	и потому	14	4
146	роль в	6	4
147	это и	3	4
148	только на	3	4
149	в частности	6	4
150	отличие от	5	4
151	не знает	6	4
152	того что	3	4
153	к нему	5	4
154	точки зрения	10	4
155	так в	4	4
156	могут быть	4	4
157	сих пор	7	4
158	xix веке	2	4
159	на землю	3	4
160	с ними	2	4
161	мы видим	2	4
162	в основе	8	4
163	как известно	2	4
164	говорит о	2	4
165	нет ничего	3	4
166	так сказать	5	4
167	по преимуществу	3	4
168	дело в	2	4
169	особенно в	2	4
170	и одновременно	6	4
171	превращается в	6	4
172	тем что	5	4
173	в xix	2	4
174	на земле	3	4
175	и наконец	2	4
176	времени и	9	4
177	в отличие	4	4
178	и более	4	4
179	связан с	5	4
180	далеко не	6	4
181	не вполне	3	4
182	этот вопрос	2	4
183	еще в	3	4
184	между людьми	5	4
185	к жизни	2	4
186	с точки	6	4
187	это был	3	4
188	связана с	8	4
189	но он	5	4
190	до сих	7	4
191	его к	2	3
192	на самом	6	3
193	в процессе	2	3
194	от него	2	3
195	вплоть до	2	3
196	к себе	3	3
197	в другом	2	3
198	отношение к	9	3
199	как к	3	3
200	это определение	2	3
201	друг друга	3	3
202	к которому	2	3
203	в виду	5	3
204	на все	5	3
205	в области	10	3
206	известной мере	6	3
207	людей и	2	3
208	в искусстве	3	3
209	мы находим	4	3
210	так например	3	3
211	в него	2	3
212	в свете	3	3
213	более того	3	3
214	только с	3	3
