N	2gram	Vygotskiy_	EvropaiC
1	таким образом	36	34
2	в том	59	31
3	и в	38	24
4	том что	44	20
5	все эти	9	19
6	не может	11	18
7	то что	27	18
8	может быть	25	17
9	до сих	3	15
10	все же	11	15
11	сих пор	3	15
12	точки зрения	27	14
13	в этом	35	13
14	все это	8	13
15	в своем	9	12
16	с этим	6	12
17	самом деле	4	12
18	между тем	10	12
19	по отношению	4	11
20	но и	9	11
21	отношению к	3	11
22	не только	16	10
23	так и	11	10
24	во всех	3	10
25	мы знаем	10	10
26	как и	20	10
27	все что	4	10
28	как бы	17	10
29	в результате	6	9
30	друг с	10	9
31	и не	16	9
32	не в	10	9
33	что в	31	9
34	и все	5	9
35	на то	7	9
36	с другом	10	9
37	того же	12	9
38	потому что	14	9
39	при этом	13	9
40	и что	15	9
41	так же	26	8
42	из этих	5	8
43	или менее	5	8
44	если бы	12	8
45	для того	14	8
46	к тому	8	8
47	более или	3	8
48	в самом	8	8
49	того чтобы	15	8
50	с точки	11	8
51	мы говорили	5	8
52	ясно что	4	8
53	для этого	3	7
54	так как	19	7
55	в силу	9	7
56	по своей	12	7
57	что он	13	7
58	того что	17	7
59	о котором	2	7
60	не менее	8	7
61	о том	6	7
62	что и	14	7
63	в этой	7	7
64	по существу	4	7
65	что при	3	7
66	вместе с	18	7
67	в мире	2	6
68	отличается от	5	6
69	только в	16	6
70	все они	2	6
71	у них	3	6
72	еще не	6	6
73	и при	3	6
74	друг от	2	6
75	так что	3	6
76	в то	5	6
77	и для	4	6
78	с другой	11	6
79	говорили выше	4	6
80	от друга	2	6
81	и на	9	6
82	мы можем	13	6
83	что с	8	6
84	как на	2	6
85	тому же	6	6
86	с ним	4	6
87	и от	5	5
88	его в	8	5
89	но все	4	5
90	по сравнению	6	5
91	в себе	9	5
92	должно быть	3	5
93	к этому	5	5
94	в которой	4	5
95	случае если	2	5
96	на все	2	5
97	и их	4	5
98	ничем не	2	5
99	из них	5	5
100	что это	8	5
101	из всех	2	5
102	по своему	14	5
103	у него	3	5
104	что все	2	5
105	далеко не	2	5
106	но в	4	5
107	столь же	7	5
108	ступени развития	7	5
109	именно в	6	5
110	или иначе	2	5
111	и с	5	5
112	и к	9	5
113	другой стороны	5	5
114	в целом	22	5
115	не будет	2	5
116	между двумя	3	5
117	в его	22	5
118	сравнению с	4	5
119	в пользу	7	5
120	никогда не	11	4
121	и то	9	4
122	тот факт	7	4
123	самого себя	2	4
124	в такой	3	4
125	не могут	5	4
126	из того	4	4
127	мы должны	15	4
128	что эта	2	4
129	всех этих	2	4
130	хотя бы	2	4
131	тем не	6	4
132	которых мы	2	4
133	и у	7	4
134	целый ряд	4	4
135	и т.д	8	4
136	иначе говоря	2	4
137	факт что	7	4
138	своем развитии	3	4
139	та же	3	4
140	то же	18	4
141	в их	12	4
142	том же	3	4
143	в области	9	4
144	а с	4	4
145	одним из	6	4
146	в виде	4	4
147	в течение	2	4
148	между собой	15	4
149	с тем	18	4
150	этом случае	4	4
151	ни один	5	4
152	не есть	5	4
153	из которых	6	4
154	что мы	18	4
155	том случае	2	4
156	связи с	14	4
157	что как	3	4
158	этой области	2	4
159	в таком	4	4
160	он не	6	4
161	если мы	12	4
162	в дальнейшем	3	4
163	хотя и	2	4
164	мы уже	8	4
165	совершенно так	2	4
166	даже в	5	3
167	вопрос о	2	3
168	тем самым	6	3
169	при помощи	3	3
170	это не	5	3
171	что если	3	3
172	и потому	2	3
173	что по	2	3
174	не подлежит	2	3
175	в начале	5	3
176	тем более	2	3
177	в тех	2	3
178	каждый из	2	3
