N	2gram	Voloshinov	Dialekti
1	и не	8	120
2	а не	2	78
3	и в	13	77
4	точки зрения	7	72
5	может быть	8	71
6	не только	6	66
7	то что	6	59
8	не может	8	53
9	так как	3	46
10	с точки	5	46
11	как бы	6	43
12	не имеет	2	41
13	вовсе не	2	41
14	в том	2	40
15	в этом	2	39
16	то же	4	39
17	в себе	3	38
18	том что	2	37
19	прежде всего	9	37
20	что в	3	34
21	в нем	2	34
22	и все	3	33
23	но и	3	32
24	все это	4	31
25	так и	3	29
26	было бы	4	29
27	как и	3	28
28	никогда не	3	27
29	не в	3	26
30	есть не	2	25
31	и то	3	25
32	и пр	7	25
33	говорить о	3	25
34	учение о	2	25
35	если бы	2	24
36	таким образом	6	23
37	в чем	2	21
38	только в	6	20
39	не менее	2	19
40	в самом	2	19
41	и его	12	19
42	иное как	2	18
43	не что	2	18
44	что иное	2	18
45	что же	3	18
46	с другой	2	18
47	хотя бы	5	18
48	в своей	4	16
49	мы не	4	16
50	нет ничего	2	16
51	да и	3	16
52	одно и	3	16
53	сознания и	2	15
54	все же	5	15
55	так же	2	15
56	самом деле	3	15
57	несмотря на	2	15
58	мы уже	2	15
59	и ее	2	14
60	и следовательно	2	13
61	но в	4	13
62	в ней	2	13
63	собственно говоря	2	13
64	что они	2	13
65	другой стороны	2	13
66	и к	2	13
67	могут быть	2	12
68	все эти	2	12
69	а в	2	12
70	и может	2	12
71	с этим	3	12
72	мы должны	6	11
73	и тем	2	11
74	в них	2	11
75	в данном	2	11
76	от этого	2	10
77	к тому	2	10
78	в ее	3	10
79	в его	7	10
80	за пределы	3	10
81	с этой	2	10
82	и для	3	10
83	в их	3	10
84	мы видим	2	10
85	и уже	3	10
86	во всем	2	10
87	общего с	3	9
88	превращается в	3	9
89	не как	3	9
90	между собою	2	9
91	в одном	3	9
92	с ними	2	9
93	при этом	2	9
94	бы в	2	9
95	мы можем	4	9
96	в отношении	2	8
97	не на	2	8
98	только и	4	8
99	того или	2	8
100	с одной	2	8
101	что эта	2	8
102	в поэзии	5	8
103	ничего общего	3	8
104	и при	2	7
105	тем что	2	7
106	в связи	2	7
107	думать что	2	7
108	нуждается в	2	7
109	зависимости от	2	7
110	и их	7	7
111	как в	2	7
112	но для	3	7
113	еще и	4	6
114	в другом	2	6
115	может иметь	2	6
116	в зависимости	2	6
117	в которой	3	6
118	одной стороны	2	6
119	тела и	3	6
120	для него	2	6
121	ее в	2	6
122	мог бы	2	6
123	уже в	2	6
124	во времени	2	5
125	но мы	4	5
126	точку зрения	3	5
127	но так	2	5
128	не является	4	5
129	и наконец	5	5
130	в целях	2	5
131	в своих	2	5
132	в области	2	5
133	тех пор	4	5
134	со всей	3	5
135	в течение	2	5
136	есть прежде	3	5
137	и истории	2	5
138	данном случае	2	4
139	его на	2	4
140	в каждом	4	4
141	а как	2	4
142	и эта	5	4
143	себе что	2	4
144	связанные с	2	4
145	ни один	3	4
146	говорить об	2	4
147	в общем	2	4
148	в этот	2	4
149	вне всякой	2	4
150	но ведь	5	4
151	и должно	2	4
152	и является	2	4
153	явлений и	2	4
154	чем же	2	4
155	от своего	2	3
156	самого начала	2	3
157	в искусстве	3	3
158	и этот	2	3
159	с самого	2	3
160	мы получим	2	3
161	тот же	2	3
162	лишь в	4	3
163	понятно что	3	3
164	форм и	2	3
165	вслед за	2	3
166	для себя	2	3
167	мы понимаем	2	3
168	во всей	2	3
169	или иного	2	3
170	в сознании	4	3
171	я хочу	3	3
172	только его	2	3
173	не мог	2	3
174	между тем	2	3
175	и отчасти	2	2
176	в тех	2	2
177	роль в	2	2
178	объект и	2	2
179	к сожалению	2	2
180	и др	2	2
181	те же	2	2
182	в процессе	5	2
183	в полном	2	2
184	слова и	2	2
185	наконец в	2	2
186	она является	2	2
187	еще в	2	2
188	он только	2	2
189	представим себе	2	2
190	вполне понятно	4	2
191	вопроса о	4	2
192	слово в	3	2
193	который мы	2	2
194	смысле слова	2	2
195	там где	2	2
196	имеет место	2	2
197	в целом	2	2
198	связана с	3	2
199	художественное произведение	2	2
200	всей своей	2	2
