N	2gram	Bakhtin_Fr	VeschiIm
1	не есть	2	79
2	и не	13	57
3	не только	11	48
4	то что	12	48
5	не может	4	46
6	и в	73	45
7	и есть	3	40
8	может быть	5	39
9	а не	2	37
10	потому что	9	25
11	было бы	5	24
12	не просто	3	24
13	в себе	16	23
14	по себе	2	23
15	только в	7	23
16	сказать что	4	22
17	и что	5	22
18	как бы	15	20
19	и ее	2	19
20	что это	9	19
21	но и	15	19
22	есть только	3	18
23	все же	2	18
24	в этом	21	18
25	есть не	2	17
26	и это	6	17
27	прежде всего	18	17
28	так как	9	17
29	что мы	2	17
30	того что	5	16
31	таким образом	34	16
32	как раз	3	16
33	в том	13	15
34	как и	19	15
35	в ней	10	15
36	уже не	2	15
37	не в	12	14
38	и то	3	14
39	но это	3	14
40	том что	8	13
41	есть и	4	13
42	и для	8	13
43	в самом	9	13
44	в себя	3	13
45	ничего не	4	12
46	вещей и	2	12
47	что в	14	12
48	точки зрения	6	12
49	что и	6	12
50	что они	2	12
51	есть то	2	12
52	и как	5	12
53	то же	16	12
54	ни было	2	12
55	еще не	3	12
56	между собою	3	12
57	и даже	4	12
58	о том	13	12
59	если мы	2	12
60	и с	17	12
61	еще и	2	11
62	в то	14	11
63	вовсе не	11	11
64	себя в	3	11
65	и их	5	11
66	также и	6	11
67	ни в	7	11
68	в чем	3	10
69	вещи в	2	10
70	с ее	3	10
71	это не	7	9
72	так что	2	9
73	в своем	13	9
74	другими словами	2	9
75	должно быть	4	9
76	бы в	3	9
77	в результате	7	9
78	у нас	4	9
79	и его	18	9
80	с ним	6	9
81	в отношении	6	8
82	его в	3	8
83	и потому	6	8
84	что он	8	8
85	но в	12	8
86	в ее	6	8
87	мы не	2	8
88	все это	19	8
89	должна быть	3	8
90	что значит	3	8
91	только и	2	8
92	мы имеем	2	8
93	в свете	3	8
94	с тем	2	8
95	что есть	2	8
96	для него	7	8
97	с другой	3	8
98	и тем	3	7
99	из них	6	7
100	самом деле	4	7
101	а в	10	7
102	все эти	24	7
103	в сущности	8	7
104	я не	3	7
105	слова и	2	7
106	тем что	8	7
107	с этой	4	7
108	оно не	2	7
109	никогда не	6	6
110	ведь и	3	6
111	как я	4	6
112	и все	19	6
113	даже больше	2	6
114	в нем	18	6
115	между ними	2	6
116	в разных	2	6
117	и до	14	6
118	в своей	4	6
119	как мы	19	6
120	одно и	2	6
121	одна из	7	6
122	и вообще	3	6
123	в данном	3	6
124	можно было	4	6
125	дело в	2	6
126	с полной	2	6
