N	2gram	Bakhtin_Pr	Mirosoze
1	и в	83	97
2	у достоевского	30	94
3	может быть	23	64
4	не только	14	63
5	в этом	24	55
6	но и	16	54
7	он не	5	53
8	а не	19	53
9	в нем	21	49
10	не может	18	49
11	у него	5	47
12	и не	41	39
13	никогда не	10	38
14	потому что	9	37
15	в ней	8	37
16	не было	5	36
17	не в	10	34
18	человека в	6	30
19	но он	3	30
20	прежде всего	20	29
21	как и	13	29
22	но в	12	27
23	и он	5	27
24	в мире	8	27
25	человека и	10	26
26	к человеку	2	26
27	достоевский был	5	25
28	и это	3	25
29	в своей	5	25
30	и все	14	24
31	у нас	2	24
32	в своем	2	23
33	ведет к	3	23
34	что в	5	23
35	что он	6	22
36	творчество достоевского	5	21
37	достоевского и	8	21
38	в самом	7	21
39	в себе	10	20
40	бога и	2	20
41	отношение к	14	20
42	до конца	3	19
43	как бы	27	19
44	ивана карамазова	4	18
45	в его	15	18
46	и потому	6	17
47	достоевского в	12	16
48	в том	22	16
49	том что	9	16
50	то что	14	16
51	было бы	6	16
52	на земле	14	16
53	для достоевского	5	16
54	и его	13	16
55	не был	3	15
56	в этой	3	15
57	не знает	8	15
58	в котором	8	15
59	нет ничего	3	14
60	в конце	5	14
61	она не	4	14
62	так как	12	14
63	в творчестве	8	14
64	человек в	2	14
65	из подполья	6	13
66	друг друга	7	13
67	и на	27	13
68	это не	10	12
69	и у	8	12
70	к нему	3	12
71	смысле слова	2	12
72	в них	4	12
73	все это	11	12
74	но не	9	12
75	достоевский в	3	12
76	он сам	5	12
77	к достоевскому	4	11
78	любовь к	4	11
79	но это	7	11
80	менее всего	4	11
81	хотя бы	6	11
82	в которой	2	11
83	только в	10	11
84	достоевского но	4	11
85	как в	10	11
86	и для	5	11
87	уже не	5	11
88	и к	13	11
89	жизни и	13	11
90	не могут	4	10
91	достоевского не	3	10
92	так же	4	10
93	один из	7	10
94	то же	10	10
95	связана с	3	10
96	человека к	3	10
97	в самой	2	10
98	есть и	4	9
99	бы и	3	9
100	xix века	2	9
101	а в	4	9
102	к тому	2	9
103	что и	4	9
104	и во	6	9
105	из самых	3	9
106	я не	6	9
107	должно быть	4	9
108	в бесах	3	9
109	то есть	86	9
110	все творчество	3	9
111	человек и	2	9
112	с ним	3	9
113	вместе с	5	9
114	ничего не	8	8
115	от него	3	8
116	в этих	8	8
117	они не	5	8
118	жизнь в	4	8
119	мира и	3	8
120	в отношении	3	8
121	с его	4	8
122	творчестве достоевского	6	8
123	за пределы	7	8
124	тем что	2	8
125	нет бога	2	8
126	отношении к	2	8
127	нет и	3	8
128	о том	3	8
129	и с	10	8
130	уже в	3	8
131	как он	4	7
132	в духе	10	7
133	но если	4	7
134	что все	3	7
135	он в	2	7
136	точки зрения	17	7
137	себя и	3	7
138	все еще	3	7
139	что она	2	7
140	на этом	4	7
141	жизни в	4	7
142	в жизни	14	7
143	также и	5	7
144	все в	3	7
145	не могу	3	7
146	во всем	5	7
147	достоевского все	3	7
148	чем в	2	7
149	его в	4	6
150	братьях карамазовых	4	6
151	или к	2	6
152	и человека	5	6
153	личности и	2	6
154	не как	5	6
155	на все	4	6
156	людей и	6	6
157	в братьях	4	6
158	и она	2	6
159	в ее	3	6
160	что достоевский	2	6
161	в образе	3	6
162	быть и	2	6
163	того как	4	6
164	и от	4	6
165	что это	2	6
166	там и	2	6
167	можно было	2	6
168	к ней	3	6
169	по своей	12	6
170	жизнь и	3	6
171	и более	3	6
172	на то	2	6
173	и здесь	4	6
174	в которых	2	6
175	не к	3	6
176	и если	4	5
177	в то	8	5
178	в их	7	5
179	достоевского это	2	5
180	так и	9	5
181	все время	2	5
182	они и	3	5
183	мысли о	3	5
184	в атмосфере	4	5
185	в более	5	5
186	как у	5	5
187	он остается	2	5
188	должны быть	2	5
189	сказать что	12	5
190	тот же	2	5
191	во всяком	2	5
192	в основе	6	5
193	да и	3	5
194	с этим	3	5
195	он знал	2	5
196	с самим	7	5
197	которые не	2	5
198	мысли и	2	5
199	отличается от	2	5
200	бы в	2	5
201	для этого	2	5
202	еще не	10	5
203	как будто	3	5
204	сих пор	8	5
205	на протяжении	5	5
206	когда он	2	5
207	до сих	8	5
208	той же	6	5
209	в царстве	2	5
210	и тут	2	5
211	как человек	2	4
212	настасья филипповна	4	4
213	по отношению	6	4
214	в каждом	5	4
215	и через	5	4
216	к себе	8	4
217	это очень	5	4
218	не знают	2	4
219	и никогда	2	4
220	не всегда	3	4
221	есть в	7	4
222	в разных	4	4
223	по своему	6	4
224	в него	4	4
225	по сравнению	6	4
226	только с	3	4
227	а для	2	4
228	к этой	3	4
229	и этим	3	4
230	земле и	2	4
231	в центре	4	4
232	место в	3	4
233	и тот	4	4
234	истины и	3	4
235	себе и	2	4
236	преступления и	3	4
237	человеческой жизни	3	4
238	могут быть	5	4
239	живет в	3	4
240	для них	2	4
241	не была	2	4
242	в начале	2	4
243	на землю	4	4
244	мы видим	2	4
245	и до	6	4
246	все эти	9	4
247	что они	2	4
248	в истории	4	4
249	ума и	2	4
250	вряд ли	2	4
251	к миру	2	4
252	его с	2	4
253	нем нет	3	4
254	с ней	4	4
255	с достоевским	2	4
256	и даже	5	4
257	и по	5	4
258	что было	2	4
259	ни в	4	4
260	века в	4	4
261	и их	6	4
262	все равно	6	4
263	особенно в	7	4
264	мы не	7	4
265	отношению к	5	4
266	мы еще	4	4
267	это была	2	4
268	еще более	6	4
269	в эпоху	12	4
270	но на	2	4
271	начала в	2	4
272	в той	2	4
273	в своих	4	4
274	и что	3	4
275	к его	2	3
276	ведь это	2	3
277	жизни не	2	3
278	остается в	2	3
279	о чем	2	3
280	романов достоевского	3	3
281	и поэтому	2	3
282	достоевского мы	5	3
283	одним из	6	3
284	а лишь	2	3
285	и тем	4	3
286	но она	3	3
287	это все	2	3
288	мире и	2	3
289	все же	3	3
290	истину и	2	3
291	идеи и	5	3
292	мы должны	4	3
293	это уже	2	3
294	все его	3	3
295	даже и	3	3
296	достоевского с	4	3
297	между тем	2	3
298	в виду	3	3
299	ту же	2	3
300	же он	2	3
301	очень существенное	3	3
302	на его	4	3
303	людей в	2	3
304	и самый	6	3
305	очень важное	3	3
306	которую он	3	3
307	хотя и	10	3
308	литературы и	4	3
309	и то	2	3
310	истории и	2	3
311	бытия и	5	3
312	то это	4	3
313	и еще	2	3
314	к этому	5	3
315	конечно не	11	3
316	об этом	3	3
317	и той	4	3
318	я и	2	3
319	и самое	2	3
320	превращается в	5	3
321	от всех	2	3
322	но ведь	3	3
323	в сне	9	3
324	со всеми	8	3
325	но этот	2	3
326	в пределах	8	3
327	во всех	15	3
328	в самых	2	3
329	он может	2	3
330	о себе	2	3
331	но для	2	3
332	в преступлении	4	3
333	жизни а	2	3
334	в одном	4	3
335	ко всем	2	3
336	со своей	2	3
337	и всегда	2	3
338	это был	2	3
339	и жизнь	2	3
340	нет ни	2	3
341	сравнению с	6	3
342	и перед	2	3
343	но с	2	3
344	остается на	2	3
345	не о	2	2
346	на самом	2	2
347	все более	2	2
348	к одному	2	2
349	его судьбы	3	2
350	в плане	3	2
351	или иной	2	2
352	через все	2	2
353	еще вернемся	4	2
354	если в	2	2
355	отношений между	2	2
356	сне смешного	6	2
357	в повести	3	2
358	и любовь	2	2
359	него как	4	2
360	которая ведет	2	2
361	земного рая	4	2
362	его творчество	2	2
363	а как	4	2
364	и других	12	2
365	и характер	2	2
366	романы достоевского	3	2
367	к своему	4	2
368	они должны	3	2
369	во многих	2	2
370	а во	3	2
371	своей жизни	3	2
372	идеей и	2	2
373	тот и	2	2
374	связанная с	2	2
375	смысле этого	3	2
376	рассудка и	2	2
377	в последний	4	2
378	о нем	2	2
379	от них	2	2
380	которые в	3	2
381	не менее	4	2
382	того же	5	2
383	тем самым	2	2
384	могли бы	2	2
385	к самому	5	2
386	и человеческой	2	2
387	и без	4	2
388	героев достоевского	5	2
389	в исключительные	2	2
390	он человек	2	2
391	между ними	14	2
392	и бессмертия	2	2
393	и ту	2	2
394	же не	2	2
395	от достоевского	2	2
396	к жизни	2	2
397	власти и	2	2
398	своей природе	4	2
399	последние вопросы	2	2
400	связаны с	3	2
401	в сущности	15	2
402	и ее	8	2
403	во всей	5	2
404	этого слова	3	2
405	и они	4	2
406	настасьи филипповны	8	2
407	правда в	5	2
408	их в	3	2
409	между двумя	4	2
410	только можно	2	2
411	самим собою	6	2
412	в романах	5	2
413	не могли	2	2
414	мышкина и	2	2
415	его творчества	12	2
416	его как	3	2
417	с их	3	2
418	это было	3	2
419	смешного человека	21	2
420	то перед	5	2
421	и мысли	4	2
422	достоевского можно	3	2
423	и нужно	2	2
424	от своей	2	2
425	его художественного	3	2
426	ее в	4	2
427	и о	3	2
428	но они	5	2
429	с человеком	3	2
430	уже на	4	2
431	человека с	3	2
432	а за	2	2
433	с другой	4	2
434	настасье филипповне	2	2
435	прежде чем	2	2
436	но к	4	2
437	в смысле	2	2
438	что я	2	2
439	жизни как	4	2
440	ни у	3	2
441	идей в	2	2
442	он и	2	2
443	что мы	2	2
444	от которых	2	2
445	по себе	3	2
446	и действительно	3	2
447	романах достоевского	7	2
448	и уже	2	2
449	и другой	4	2
450	и наказания	3	2
451	к настасье	2	2
452	человека из	2	2
453	но эта	2	2
454	достоевского которые	2	2
455	творчества достоевского	13	2
