N	2gram	Vygotskiy_	Hudozhes
1	в качестве	12	31
2	и в	37	23
3	не только	29	20
4	состоит в	4	20
5	в том	47	20
6	может быть	19	19
7	при этом	6	19
8	в частности	8	18
9	и не	15	16
10	внутренней речи	14	14
11	но и	23	14
12	а в	4	13
13	в себе	8	13
14	но не	6	13
15	а не	5	13
16	то же	12	12
17	в этом	32	12
18	и его	10	12
19	так и	12	12
20	как бы	16	11
21	точки зрения	49	11
22	представляет собой	13	11
23	в его	16	11
24	но в	9	10
25	по отношению	12	10
26	отношению к	11	10
27	не в	9	9
28	или иной	3	9
29	том что	42	9
30	не может	16	9
31	с другой	16	9
32	в то	7	8
33	в области	4	8
34	в самом	16	7
35	и т.п	5	7
36	по своей	9	7
37	лишь в	9	7
38	в своей	7	7
39	только в	8	7
40	же время	2	7
41	как это	6	7
42	что в	25	7
43	отличие от	3	7
44	в отличие	3	7
45	в основе	9	7
46	не столько	4	7
47	мы имеем	2	6
48	уже не	2	6
49	другой стороны	10	6
50	приводит к	8	6
51	в нем	2	6
52	с ее	3	6
53	можно сказать	6	6
54	в ее	3	6
55	с его	7	6
56	тем самым	8	5
57	ни в	6	5
58	с другими	5	5
59	той или	3	5
60	конечном счете	4	5
61	могут быть	5	5
62	в конечном	4	5
63	между ними	2	5
64	иначе говоря	4	5
65	для того	19	5
66	того чтобы	23	5
67	в виду	5	5
68	в ходе	9	5
69	со стороны	4	5
70	в их	5	5
71	не является	16	5
72	слова как	3	5
73	что он	16	5
74	то что	32	5
75	прежде всего	12	5
76	говоря словами	5	5
77	того что	28	5
78	для него	5	5
79	в слове	2	4
80	и то	3	4
81	сказать что	16	4
82	в отношении	14	4
83	это не	5	4
84	для себя	7	4
85	к тому	10	4
86	речи и	41	4
87	из которого	2	4
88	между тем	10	4
89	в данном	5	4
90	и т.д	15	4
91	в другом	7	4
92	в силу	8	4
93	и как	7	4
94	к которому	4	4
95	и тем	8	4
96	и что	11	4
97	роли в	2	4
98	говорить о	4	4
99	сознания в	3	4
100	в этих	3	4
101	он не	11	4
102	по пути	2	4
103	отношения к	3	4
104	в себя	2	4
105	в своем	10	4
106	хотя и	2	4
107	даже в	4	3
108	направленной на	2	3
109	в жизни	2	3
110	и для	3	3
111	одно и	2	3
112	как уже	9	3
113	и ее	9	3
114	внешнего мира	2	3
115	все прочие	2	3
116	оказывается в	2	3
117	как и	20	3
118	их в	6	3
119	потому что	11	3
120	о чем	2	3
121	одной стороны	15	3
122	слова в	2	3
123	том числе	3	3
124	что можно	4	3
125	в целом	29	3
126	в противоположность	3	3
127	к его	3	3
128	в свою	4	3
129	к действительности	13	3
130	и к	9	3
131	во всех	4	3
132	человека с	3	3
133	а именно	2	3
134	из этих	6	3
135	связи с	7	3
136	и на	8	3
137	тому как	3	3
138	на деле	5	3
139	если бы	10	3
140	как раз	8	3
141	с точки	34	3
142	он должен	4	3
143	подобно тому	2	3
144	или даже	2	3
145	как говорит	2	3
146	с этой	7	3
147	в связи	3	3
148	таким образом	39	3
149	и сам	2	3
150	в которой	6	3
151	во всей	8	3
152	и составляет	3	3
153	принадлежит к	2	3
154	этом смысле	3	3
155	в одном	5	3
156	с одной	14	3
157	в единое	2	3
158	человека к	4	3
159	никогда не	8	2
160	о том	14	2
161	одной из	4	2
162	в каком	3	2
163	вытекает из	3	2
164	как в	7	2
165	начиная с	2	2
166	и др	5	2
167	между которыми	3	2
168	не могли	2	2
169	всей своей	2	2
170	одно из	3	2
171	и это	3	2
172	еще один	2	2
173	ее в	3	2
174	могла бы	2	2
175	тому что	6	2
176	и потому	3	2
177	от всех	3	2
178	а для	2	2
179	значительной степени	2	2
180	идет о	5	2
181	в самой	4	2
182	столь же	8	2
183	в чем	5	2
184	или в	2	2
185	строго говоря	2	2
186	именно в	8	2
187	все эти	6	2
188	единое целое	4	2
189	тем более	7	2
190	человека и	6	2
191	мира и	2	2
192	вслед за	3	2
193	образом и	4	2
194	что она	6	2
195	с их	2	2
196	должен быть	6	2
197	за пределы	4	2
198	говорит что	9	2
199	включает в	2	2
200	для которого	3	2
201	не входит	2	2
202	этой точки	2	2
203	с самим	2	2
204	значения и	2	2
205	так же	18	2
206	из тех	3	2
207	внешней речи	4	2
208	об этом	6	2
209	свою очередь	3	2
210	из которых	6	2
211	но на	4	2
212	и по	3	2
213	между собой	5	2
214	всякий раз	2	2
215	я не	4	2
216	в известном	4	2
217	нечто в	2	2
218	отнюдь не	2	2
219	один из	3	2
220	в них	5	2
221	по себе	9	2
222	мышления и	50	2
223	сама по	3	2
224	речь идет	4	2
225	не могло	5	2
226	несмотря на	6	2
227	с чем	2	2
228	на этом	3	2
229	каждая из	2	2
230	слова и	5	2
231	все это	9	2
232	между двумя	2	2
233	своей природе	3	2
234	из этого	6	2
235	числе и	3	2
236	что и	3	2
237	всей его	5	2
238	ту или	2	2
239	в значительной	2	2
240	в равной	2	2
241	к своему	2	2
242	а затем	5	2
243	самом деле	8	2
244	случае не	2	2
245	и более	6	2
246	этого слова	7	2
247	в нашем	3	2
248	в этой	13	2
249	говорит в	2	2
250	а с	8	2
251	из виду	2	2
252	с ним	3	2
253	что может	5	2
254	превращается в	3	2
255	что сама	2	2
256	который в	7	2
257	этих двух	4	2
258	в какой	5	2
259	и который	4	2
260	вовсе не	5	2
261	чем это	3	2
262	заключается в	12	2
263	если мы	8	2
264	на основе	7	2
265	у него	2	2
266	известном смысле	3	2
267	не с	2	2
