N	2gram	Tiupa_Anal	formyVre
1	и в	36	148
2	в этом	19	73
3	то есть	15	70
4	в романе	3	58
5	в нем	3	51
6	прежде всего	7	46
7	и не	14	37
8	в его	12	36
9	и его	18	36
10	вовсе не	2	35
11	но и	26	33
12	то же	7	32
13	частной жизни	2	32
14	не только	40	32
15	в литературе	3	32
16	но в	8	31
17	жизни и	2	31
18	так и	19	29
19	времени в	3	27
20	может быть	19	27
21	не в	9	26
22	как мы	4	26
23	как и	27	25
24	как бы	14	25
25	человеческой жизни	2	24
26	мы уже	2	24
27	точки зрения	3	24
28	в то	8	23
29	человека в	3	23
30	только в	9	23
31	то что	5	22
32	в том	16	22
33	жизни в	4	21
34	все эти	2	21
35	во всех	4	21
36	же время	7	21
37	в своем	7	19
38	и для	4	19
39	и на	5	19
40	у него	2	18
41	и все	3	18
42	еще не	7	18
43	таким образом	4	18
44	человека и	2	17
45	с этим	4	17
46	те же	3	17
47	при этом	19	17
48	в особенности	4	17
49	в пределах	5	17
50	все же	6	16
51	того же	7	16
52	в основе	2	16
53	не может	3	16
54	и их	3	16
55	никогда не	7	15
56	в них	4	15
57	лишь в	9	15
58	так сказать	2	15
59	в дальнейшем	2	15
60	в одном	4	15
61	с точки	2	15
62	с его	15	15
63	вместе с	3	15
64	все это	5	14
65	и как	5	14
66	в конце	6	14
67	как раз	8	14
68	а не	16	14
69	роль в	5	13
70	в их	7	13
71	в частности	19	13
72	а в	17	13
73	здесь в	2	13
74	же в	5	13
75	во время	2	13
76	как в	9	13
77	в самом	7	13
78	с ним	2	13
79	ничего не	3	12
80	отнюдь не	7	12
81	не было	3	12
82	время в	2	12
83	и до	2	12
84	но не	13	12
85	он не	9	12
86	что в	15	12
87	его в	4	11
88	между ними	3	11
89	в ней	2	11
90	хотя и	4	11
91	из них	4	11
92	уже в	5	11
93	мира и	2	11
94	здесь не	8	10
95	в ее	5	10
96	тот же	3	10
97	входит в	4	10
98	уже не	9	10
99	в большинстве	2	10
100	и того	4	10
101	могут быть	4	9
102	одного и	4	9
103	жизнь и	3	9
104	том что	19	9
105	и даже	12	9
106	с другой	10	9
107	для него	8	9
108	есть в	2	9
109	оно не	2	9
110	отношения к	6	9
111	это не	4	8
112	или иной	9	8
113	для себя	2	8
114	и прежде	2	8
115	и потому	3	8
116	в произведении	3	8
117	к тому	10	8
118	отношение к	2	8
119	все его	2	8
120	в целом	8	8
121	и т.п	7	8
122	один из	6	8
123	что и	10	8
124	здесь и	3	8
125	себе самому	2	8
126	во всяком	6	8
127	и то	2	8
128	а также	5	8
129	в результате	6	8
130	и по	3	8
131	если бы	2	8
132	героя и	7	8
133	в этих	2	8
134	со всеми	2	8
135	отношению к	9	8
136	с одной	3	8
137	в жизни	2	8
138	в мире	17	8
139	значение в	2	8
140	и к	7	8
141	на фоне	4	8
142	жизни но	4	8
143	для всех	5	7
144	в себе	7	7
145	не как	3	7
146	отличие от	5	7
147	не знает	2	7
148	того что	4	7
149	в той	3	7
150	место в	4	7
151	было бы	6	7
152	себя и	2	7
153	например в	2	7
154	имеет место	3	7
155	к этому	3	7
156	из этих	4	7
157	и он	4	7
158	с ее	3	7
159	этом отношении	3	7
160	в эпизоде	7	7
161	ее в	2	7
162	в отличие	5	7
163	в форме	2	7
164	в себя	6	7
165	все они	2	6
166	в отношении	2	6
167	не могут	2	6
168	и ее	3	6
169	есть не	2	6
170	но эта	2	6
171	с самим	3	6
172	здесь как	2	6
173	своей жизни	2	6
174	одной из	6	6
175	с тем	2	6
176	одной стороны	3	6
177	характерно что	2	6
178	в качестве	22	6
179	сказать что	2	6
180	тех же	2	6
181	в начале	10	6
182	за пределы	3	6
183	мы не	4	6
184	мы можем	2	6
185	в сущности	5	6
186	не является	5	6
187	автора и	5	6
188	о том	9	6
189	именно в	4	6
190	все что	2	6
191	в таком	2	6
192	о чем	5	5
193	по своей	5	5
194	произведения и	2	5
195	так что	2	5
196	одно из	3	5
197	они не	2	5
198	там где	2	5
199	с ними	2	5
200	той или	6	5
201	что они	3	5
202	в этой	10	5
203	отсюда и	2	5
204	и от	3	5
205	мы имеем	5	5
206	в своей	12	5
207	по преимуществу	3	5
208	об этом	3	5
209	вальтера скотта	2	5
210	тем что	3	5
211	но они	2	5
212	самим собою	3	5
213	и является	3	5
214	далеко не	8	5
215	да и	3	5
216	или в	4	5
217	нового времени	4	5
218	той же	7	5
219	даже в	6	4
220	перед нами	7	4
221	так в	4	4
222	не для	2	4
223	в одной	2	4
224	по себе	6	4
225	при всей	2	4
226	по отношению	9	4
227	в другом	3	4
228	и т.д	3	4
229	что он	5	4
230	как у	3	4
231	в одно	2	4
232	о которых	2	4
233	любви и	2	4
234	и тех	2	4
235	в тексте	16	4
236	в чем	2	4
237	что не	3	4
238	другой стороны	7	4
239	на его	3	4
240	а затем	2	4
241	связаны с	2	4
242	он был	3	4
243	принадлежит к	4	4
244	в данном	12	4
245	включает в	2	4
246	тем более	3	4
247	в глаза	2	4
248	и вот	2	4
249	этом ряду	2	4
250	в своих	3	4
251	жизни как	4	4
252	со своей	8	4
253	несмотря на	2	4
254	всяком случае	6	4
255	к жизни	5	4
256	это и	4	4
257	одних и	2	4
258	во всем	5	4
259	в нашем	4	4
260	еще и	4	3
261	в соответствии	5	3
262	вступает в	5	3
263	в тех	2	3
264	вплоть до	5	3
265	а на	2	3
266	не будем	2	3
267	до известной	3	3
268	картины мира	5	3
269	наконец в	3	3
270	в новом	5	3
271	как это	7	3
272	углом зрения	2	3
273	как уже	4	3
274	она не	3	3
275	не могла	2	3
276	жизнь в	2	3
277	далее в	2	3
278	характер в	2	3
279	что на	3	3
280	но это	3	3
281	не столько	4	3
282	на этом	2	3
283	известной степени	3	3
284	в литературу	2	3
285	одна из	6	3
286	бы и	2	3
287	дело в	3	3
288	только к	2	3
289	это было	2	3
290	в прошлом	2	3
291	в значительной	3	3
292	в таких	2	3
293	и здесь	4	3
