N	2gram	Bakhtin_Fr	Komedia
1	и в	73	77
2	и не	13	47
3	в том	13	44
4	том что	8	42
5	о том	13	33
6	но и	15	32
7	может быть	5	30
8	таким образом	34	29
9	из них	6	29
10	в то	14	28
11	и его	18	28
12	в этом	21	27
13	потому что	9	27
14	что он	8	26
15	к тому	2	26
16	не только	11	25
17	вместе с	9	25
18	так как	9	24
19	как и	19	23
20	в доме	2	23
21	ни в	7	23
22	что в	14	23
23	что и	6	22
24	в самом	9	22
25	в конце	9	21
26	так и	13	21
27	а в	10	21
28	то же	16	21
29	в его	18	20
30	по адресу	3	19
31	во время	12	19
32	к этому	5	19
33	в этой	18	18
34	тем что	8	17
35	еще не	3	17
36	и здесь	5	17
37	в нем	18	17
38	же время	12	17
39	все же	2	16
40	у него	13	16
41	при этом	5	16
42	тот же	3	16
43	до нас	10	16
44	и сам	2	16
45	сих пор	3	16
46	действующих лиц	2	16
47	он не	4	16
48	до сих	3	16
49	его в	3	15
50	в своем	13	15
51	не в	12	15
52	точки зрения	6	15
53	между тем	2	15
54	прежде всего	18	15
55	один из	5	15
56	было бы	5	15
57	в которой	3	15
58	и на	12	15
59	к нему	7	14
60	все это	19	14
61	об этом	2	14
62	в свою	3	14
63	и с	17	14
64	о чем	2	13
65	то что	12	13
66	так что	2	13
67	самом деле	4	13
68	но в	12	13
69	того же	7	13
70	в них	14	13
71	того чтобы	2	13
72	в одном	5	13
73	как раз	3	13
74	так же	11	12
75	с другой	3	12
76	как это	2	12
77	уже в	9	12
78	несмотря на	3	12
79	в качестве	11	12
80	в истории	3	12
81	хотя и	5	12
82	в начале	4	12
83	не может	4	12
84	как в	9	12
85	в котором	4	12
86	из которых	2	12
87	нового времени	5	12
88	по отношению	3	11
89	в их	5	11
90	в частности	2	11
91	с тем	2	11
92	одного из	3	11
93	что его	2	11
94	как мы	19	11
95	и даже	4	11
96	и для	8	11
97	с ним	6	11
98	в отношении	6	10
99	к себе	3	10
100	отношение к	3	10
101	ничего не	4	10
102	одной из	5	10
103	и все	19	10
104	в чем	3	10
105	мы не	2	10
106	же в	2	10
107	он был	7	10
108	свою очередь	3	10
109	с его	5	10
110	с этим	4	10
111	на него	2	10
112	с одной	3	10
113	как бы	15	10
114	еще в	4	10
115	и что	5	10
116	одной стороны	3	9
117	в образе	6	9
118	и особенно	3	9
119	и по	4	9
120	в своей	4	9
121	того как	7	9
122	а также	8	9
123	и еще	2	9
124	отношению к	3	9
125	но все	5	9
126	все что	5	9
127	вовсе не	11	9
128	только в	7	9
129	в ней	10	9
130	возможно что	3	8
131	и ее	2	8
132	и других	3	8
133	как он	4	8
134	по своему	3	8
135	с самого	2	8
136	место в	4	8
137	не знает	4	8
138	связи с	5	8
139	другой стороны	2	8
140	можно было	4	8
141	бы в	3	8
142	с этой	4	8
143	в течение	2	8
144	что у	3	8
145	в которых	3	8
146	не было	4	8
147	в iv	3	8
148	во всех	13	8
149	до конца	5	7
150	в себе	16	7
151	в другом	4	7
152	и у	7	7
153	и к	6	7
154	себе в	3	7
155	и о	2	7
156	в руках	4	7
157	в других	2	7
158	и это	6	7
159	и во	4	7
160	в связи	3	7
161	что они	2	7
162	во всяком	2	7
163	тех же	2	7
