N	2gram	Voloshinov	Istorich
1	и в	12	181
2	может быть	14	115
3	не только	4	114
4	мы имеем	2	102
5	что в	2	90
6	но и	3	85
7	в этом	4	81
8	так как	9	75
9	то что	5	73
10	таким образом	12	72
11	вместе с	2	71
12	и не	10	67
13	все же	4	65
14	в этих	2	64
15	еще не	3	63
16	не может	16	61
17	так же	3	57
18	то же	5	56
19	никогда не	5	56
20	в том	6	53
21	том что	5	53
22	с другой	4	52
23	что и	2	51
24	и что	2	51
25	и здесь	2	51
26	о том	3	48
27	а не	5	48
28	связь с	2	47
29	его в	4	47
30	не в	4	47
31	другой стороны	2	46
32	но в	5	44
33	и пр	3	44
34	это не	2	43
35	и его	13	43
36	в нем	6	42
37	только в	6	42
38	как в	5	42
39	в его	2	38
40	для нас	7	38
41	и на	4	38
42	так и	4	37
43	он не	2	37
44	уже не	4	37
45	как и	5	37
46	мы можем	2	36
47	все эти	3	35
48	мы не	3	35
49	но не	2	34
50	там где	2	33
51	сих пор	3	32
52	ничего не	2	31
53	прежде всего	8	31
54	до сих	3	30
55	с одной	2	30
56	к нему	4	30
57	но все	2	29
58	одной стороны	2	29
59	но это	2	29
60	и другие	2	28
61	и с	3	28
62	того что	3	27
63	могут быть	2	27
64	в ней	6	26
65	как это	2	26
66	и др	5	26
67	на него	2	26
68	если бы	9	24
69	что мы	5	24
70	к этому	2	24
71	не менее	3	24
72	все это	3	23
73	когда он	3	23
74	тем не	3	23
75	имеем в	2	23
76	как бы	13	23
77	при этом	6	22
78	и по	3	22
79	с ним	3	22
80	в некоторых	3	22
81	сказать что	7	21
82	здесь не	3	21
83	она не	2	20
84	в данном	2	18
85	в то	2	18
86	в них	3	17
87	можно найти	2	17
88	и все	2	16
89	в котором	3	16
90	данном случае	2	15
91	в своей	3	15
92	и то	2	15
93	в особенности	2	15
94	в пределах	3	15
95	отношение к	4	14
96	но мы	2	14
97	должна быть	5	14
98	с этой	2	14
99	отношению к	11	14
100	и ее	3	14
101	по отношению	11	14
102	и наконец	3	14
103	и для	3	13
104	в своем	2	13
105	в себе	3	13
106	в форме	2	13
107	по себе	3	13
108	кроме того	2	12
109	и герой	3	12
110	как только	2	12
111	хотя бы	5	12
112	в основном	2	12
113	что не	4	12
114	и более	3	11
115	относится к	2	11
116	точки зрения	14	11
117	уже в	2	11
118	ясно что	3	11
119	такой же	2	11
120	к ним	2	10
121	ни в	3	10
122	его к	2	10
123	и к	4	10
124	бы мы	3	9
125	социальной жизни	2	9
126	он должен	3	9
127	из этого	3	9
128	из него	2	9
129	в себя	2	9
130	тогда когда	2	9
131	зависимости от	4	9
132	зависит от	2	9
133	но для	3	9
134	жизни и	4	9
135	героя и	5	9
136	только на	3	9
137	в чем	2	9
138	стороны и	2	9
139	с его	2	9
140	и так	2	9
141	на это	2	8
142	в жизни	5	8
143	же самое	2	8
144	и потому	2	8
145	не так	2	8
146	в зависимости	2	8
147	от того	4	8
148	можно сказать	5	8
149	независимо от	2	8
150	с другими	2	8
151	конечно не	3	8
152	на самом	4	7
153	в какой	2	7
154	как на	2	7
155	между тем	3	7
156	ее и	3	7
157	те же	2	7
158	между собой	2	7
159	же относится	2	7
160	этой стороны	2	7
161	не есть	2	7
162	самом деле	3	7
163	для него	3	7
164	нет ничего	2	6
165	дело с	2	6
166	этой точки	3	6
167	между ними	2	6
168	формы и	3	6
169	и уже	3	6
170	с героем	3	6
171	быть и	3	6
172	его как	2	6
173	но тем	2	6
174	но что	2	6
175	со всех	2	6
176	этих двух	2	6
177	тому же	2	6
178	в каком	3	5
179	или не	3	5
180	художественного творчества	3	5
181	мы в	2	5
182	в виду	5	5
183	как уже	2	5
184	оно не	2	5
185	на все	2	5
186	да и	3	5
187	но этот	2	5
188	действия и	2	4
189	и вообще	3	4
190	все время	6	4
191	все они	2	4
192	быть только	2	4
193	себя и	2	4
194	нас же	2	4
195	и дает	2	4
196	если же	2	4
197	в литературе	4	4
198	героя или	2	4
199	как не	2	4
200	вместе со	2	4
201	отнюдь не	5	4
202	с точки	2	4
203	находит в	2	4
204	но конечно	2	4
205	и те	2	4
206	дело в	4	4
207	в самом	4	4
208	как же	2	3
209	сливается с	2	3
210	это как	3	3
211	точку зрения	2	3
212	в такой	3	3
213	точка зрения	3	3
214	и та	2	3
215	на один	2	3
216	была бы	2	3
217	бы то	3	3
218	не отражает	2	3
219	как если	4	3
220	ни было	4	3
221	слагается из	2	3
222	как к	3	3
223	в формах	2	3
224	то ни	3	3
225	но зато	2	3
226	от всех	2	3
227	к его	2	3
228	имеет в	3	3
229	едва ли	2	3
230	тем как	2	3
231	жизнью и	2	3
232	бы не	2	3
233	и вполне	2	3
234	окно и	2	3
235	сколько бы	3	3
236	в момент	2	2
237	к материалу	4	2
238	несколько подробнее	2	2
239	материала и	4	2
240	есть уже	2	2
241	в нашем	11	2
242	с помощью	6	2
243	вещи и	2	2
244	некоторой долей	2	2
245	им не	2	2
246	мы ни	5	2
247	совпадает с	2	2
248	перестает быть	2	2
249	не к	3	2
250	и следовательно	5	2
251	в процессе	6	2
252	общего с	2	2
253	одно и	2	2
254	отражает в	3	2
255	на материале	2	2
256	которые мы	2	2
257	на примере	2	2
258	поскольку они	2	2
259	не остается	2	2
260	место в	2	2
261	подчеркнуть что	2	2
