N	2gram	Medvedev_F	SlovoVZh
1	не может	26	16
2	точки зрения	21	14
3	может быть	30	14
4	и его	27	13
5	как бы	10	13
6	и в	54	12
7	таким образом	28	12
8	в нашем	2	11
9	отношению к	4	11
10	по отношению	4	11
11	и не	34	10
12	так как	4	9
13	если бы	8	9
14	прежде всего	34	8
15	сказать что	3	7
16	художественного произведения	27	7
17	слова и	5	6
18	все время	7	6
19	при этом	14	6
20	в том	17	6
21	в нем	25	6
22	только в	6	6
23	в процессе	17	6
24	с помощью	13	6
25	в ней	15	6
26	никогда не	6	5
27	как в	12	5
28	в жизни	3	5
29	к предмету	4	5
30	в виду	2	5
31	можно сказать	2	5
32	но в	9	5
33	том что	3	5
34	то же	16	5
35	как и	18	5
36	художественной формы	2	5
37	должна быть	11	5
38	мы ни	4	5
39	хотя бы	10	5
40	а не	11	5
41	то что	14	5
42	и др	8	5
43	отнюдь не	13	5
44	поэтическое произведение	2	5
45	в самом	17	4
46	в этом	39	4
47	не только	14	4
48	в литературе	6	4
49	на самом	8	4
50	что не	4	4
51	как если	2	4
52	его в	5	4
53	и является	3	4
54	зависимости от	5	4
55	жизни и	10	4
56	материала и	7	4
57	социального общения	8	4
58	не в	16	4
59	жизненное высказывание	2	4
60	ни было	2	4
61	с другой	8	4
62	все же	8	4
63	к нему	3	4
64	за пределы	2	4
65	и к	7	4
66	так и	24	4
67	и на	10	4
68	уже не	9	4
69	от того	2	4
70	литературы и	6	4
71	отношение к	4	4
72	как к	5	3
73	в них	4	3
74	в поэзии	5	3
75	по себе	10	3
76	социологической поэтики	15	3
77	и для	5	3
78	слово в	2	3
79	ее и	3	3
80	не должна	7	3
81	не к	2	3
82	он должен	4	3
83	из этого	2	3
84	ни в	3	3
85	все эти	12	3
86	в котором	2	3
87	бы то	4	3
88	и наконец	7	3
89	то ни	5	3
90	так же	5	3
91	в своей	16	3
92	мы не	6	3
93	конечно не	5	3
94	точка зрения	3	3
95	в себе	4	3
96	художественное произведение	8	3
97	еще не	6	3
98	здесь не	5	3
99	все это	11	3
100	только на	8	3
101	когда он	3	3
102	теоретической поэтики	4	3
103	и ее	15	3
104	в содержание	2	3
105	в некоторых	2	3
106	между тем	4	3
107	и с	17	3
108	но для	4	3
109	социальной группы	4	3
110	не менее	12	3
111	сих пор	7	3
112	с ним	3	3
113	до сих	7	3
114	отношении к	2	3
115	быть и	5	3
116	в пределах	13	3
117	произведения и	9	3
118	и по	3	3
119	поэтического произведения	10	3
120	формы и	7	3
121	в такой	3	3
122	в художественном	5	3
123	самом деле	12	3
124	и пр	30	3
125	того что	7	3
126	тем не	2	3
127	художественном произведении	4	3
128	и более	4	3
129	но и	18	3
130	для него	9	3
131	ясно что	3	3
132	едва ли	3	2
133	в особенности	7	2
134	мы в	2	2
135	в его	30	2
136	данном случае	2	2
137	к его	3	2
138	до конца	9	2
139	литературы с	4	2
140	и здесь	8	2
141	что в	10	2
142	а к	2	2
143	социальной жизни	12	2
144	не так	4	2
145	стороны и	4	2
146	в отношении	3	2
147	в душе	2	2
148	не есть	4	2
149	искусства и	5	2
150	кругозора и	3	2
151	и притом	2	2
152	социальной среды	2	2
153	место в	8	2
154	бы оно	2	2
155	для других	2	2
156	ничего не	5	2
157	общего с	2	2
158	с его	12	2
159	и те	2	2
160	но конечно	2	2
161	идеологического творчества	9	2
162	что и	10	2
163	это не	4	2
164	более того	6	2
165	и все	9	2
166	кроме того	3	2
167	там где	3	2
168	истории литературы	18	2
169	с точки	17	2
170	от всех	5	2
171	она не	8	2
172	но все	4	2
173	в своем	12	2
174	на все	3	2
175	в зависимости	4	2
176	в данном	2	2
177	данного коллектива	2	2
178	ней как	2	2
179	с другими	11	2
180	независимо от	5	2
181	ко всем	2	2
182	из него	2	2
183	зависит от	2	2
184	метод в	8	2
185	и что	2	2
186	в то	14	2
187	перестает быть	3	2
188	смысл и	2	2
189	с этой	4	2
190	в этих	3	2
191	одной стороны	5	2
192	влияние на	3	2
193	в основном	3	2
194	и другие	3	2
195	но это	4	2
196	в настоящее	11	2
197	на материале	2	2
198	он не	8	2
199	в какой	3	2
200	в формах	4	2
201	такой же	2	2
202	как на	5	2
203	и потому	9	2
204	общения и	3	2
205	несколько подробнее	2	2
206	и поэтическое	2	2
207	его как	5	2
208	оно не	6	2
209	но не	5	2
210	как это	8	2
211	если же	4	2
212	на один	3	2
213	до известной	3	2
214	была бы	4	2
215	содержанию и	2	2
216	ни на	5	2
217	могут быть	7	2
218	в чем	2	2
219	социологический метод	5	2
220	в форме	2	2
221	значения и	4	2
222	настоящее время	11	2
223	является для	2	2
224	с одной	5	2
225	к этому	3	2
226	между ними	3	2
227	этих двух	2	2
228	известной степени	4	2
229	но что	2	2
230	другой стороны	5	2
231	в корне	6	2
232	вместе с	8	2
233	высказывание может	2	2
234	на него	3	2
235	и совершенно	2	2
