N	2gram	Bakhtin_Pr	Literetu
1	а не	29	50
2	и не	55	47
3	не только	26	46
4	и в	64	44
5	может быть	43	43
6	при этом	8	41
7	но и	26	41
8	в том	12	39
9	в этом	33	38
10	том что	8	32
11	то что	21	29
12	в мире	7	28
13	то же	18	26
14	как и	25	23
15	в то	15	23
16	не в	15	22
17	так и	8	22
18	того что	3	22
19	себя в	3	22
20	не может	26	22
21	я и	2	21
22	же время	13	21
23	в себе	11	20
24	прежде всего	16	19
25	я в	2	19
26	как бы	33	18
27	то есть	3	17
28	точки зрения	31	17
29	в его	30	17
30	с другой	7	17
31	в этой	5	16
32	в жизни	5	16
33	не менее	3	15
34	в целом	8	15
35	я не	6	15
36	только в	13	15
37	по отношению	12	14
38	что он	15	14
39	однако в	3	14
40	в рамках	2	14
41	и даже	5	14
42	в своем	12	13
43	но не	12	13
44	уже не	15	13
45	и его	21	13
46	к себе	6	12
47	в данном	2	12
48	в своей	11	12
49	еще не	10	12
50	одним из	7	12
51	отношению к	12	12
52	о том	5	12
53	никогда не	11	11
54	данном случае	2	11
55	это не	12	11
56	в другом	3	11
57	отличие от	4	11
58	с его	11	11
59	и сам	6	11
60	как в	7	11
61	в отличие	4	11
62	а в	10	11
63	в основе	4	11
64	даже в	6	10
65	этом отношении	3	10
66	для себя	3	10
67	что в	11	10
68	в ее	2	10
69	из них	3	10
70	и на	16	10
71	потому что	8	10
72	жизни и	3	10
73	одно из	2	9
74	к тому	4	9
75	один из	3	9
76	в поэзии	2	9
77	же в	2	9
78	связи с	3	9
79	лишь в	4	9
80	с этой	2	9
81	что я	7	9
82	одна из	5	8
83	в конце	8	8
84	все же	11	8
85	по существу	6	8
86	но в	14	8
87	того же	3	8
88	уже в	5	8
89	на себя	4	8
90	что не	3	8
91	для него	23	8
92	и как	9	8
93	слова и	8	8
94	мира в	5	8
95	а именно	2	8
96	тем что	6	8
97	в своих	4	8
98	той же	8	8
99	с точки	21	8
100	о себе	19	8
101	как раз	9	8
102	художественного творчества	5	8
103	до конца	10	7
104	в их	6	7
105	не как	20	7
106	наконец в	4	7
107	друг друга	4	7
108	в художественном	6	7
109	для этого	3	7
110	другой стороны	6	7
111	в противоположность	2	7
112	и для	7	7
113	по преимуществу	2	7
114	перестает быть	4	7
115	человека в	8	7
116	у нас	3	7
117	именно в	5	7
118	в самом	17	7
119	и с	9	7
120	в одном	20	7
121	он и	8	7
122	личности в	4	7
123	тому как	3	7
124	в кругозоре	2	7
125	в нем	28	7
126	он не	14	7
127	тому же	2	7
128	на фоне	5	7
129	его в	8	6
130	при всей	2	6
131	в виду	3	6
132	самом деле	10	6
133	и он	5	6
134	и др	7	6
135	было бы	8	6
136	не было	5	6
137	например в	5	6
138	то в	2	6
139	то и	3	6
140	во всех	4	6
141	в каждом	15	6
142	и наконец	7	6
143	далеко не	7	6
144	подобно тому	3	6
145	в ней	2	6
146	и только	3	6
147	у него	11	6
148	как на	4	6
149	как будто	4	6
150	в слове	3	6
151	тем же	3	6
152	в художественной	2	5
153	идет о	5	5
154	с собой	3	5
155	в литературе	4	5
156	так как	9	5
157	как он	3	5
158	одном из	2	5
159	так что	6	5
160	он сам	5	5
161	в романе	12	5
162	не знает	6	5
163	всего в	2	5
164	более того	8	5
165	между тем	7	5
166	несмотря на	7	5
167	этой точки	2	5
168	что и	7	5
169	себя и	5	5
170	мир в	4	5
171	в сущности	10	5
172	в чужом	4	5
173	все еще	2	5
174	хотя бы	4	5
175	в россии	2	5
176	в словах	4	5
177	должно быть	8	5
178	мы не	4	5
179	тем не	2	5
180	и одновременно	3	5
181	ни было	4	5
182	человеческого духа	2	5
183	автора и	7	5
184	в себя	6	5
185	в нашем	2	5
186	и если	2	5
187	и к	5	5
188	но с	4	5
189	однако не	3	5
190	входит в	9	4
191	себе и	5	4
192	в каждой	2	4
193	для нас	2	4
194	как к	3	4
