N	2gram	Bakhtin_Pr	slovoVRo
1	и в	59	92
2	в романе	12	89
3	то есть	64	64
4	в нем	38	59
5	может быть	38	59
6	и его	21	59
7	и не	66	51
8	не только	26	44
9	не может	31	41
10	но и	22	39
11	до конца	11	37
12	в этом	40	36
13	а не	30	34
14	во всех	8	32
15	так и	13	30
16	точки зрения	36	30
17	могут быть	5	29
18	в пределах	13	29
19	в его	44	27
20	слова в	4	26
21	все это	12	25
22	слово в	3	24
23	слова и	2	24
24	как бы	40	24
25	то же	15	23
26	и на	15	22
27	не в	10	21
28	в сущности	11	21
29	как в	10	21
30	вовсе не	13	21
31	в то	15	20
32	в процессе	4	20
33	прежде всего	17	19
34	с чужим	2	19
35	как мы	10	19
36	его слово	2	19
37	или иной	3	18
38	как и	21	18
39	себя в	5	18
40	же время	10	18
41	с ним	13	18
42	все же	9	17
43	оно не	2	17
44	все эти	12	17
45	в истории	3	17
46	в основе	6	17
47	и даже	4	17
48	в большинстве	3	17
49	таким образом	22	17
50	отличие от	3	16
51	при этом	5	16
52	в них	5	16
53	но в	7	16
54	там где	12	15
55	той или	3	15
56	и с	10	15
57	со своим	4	15
58	в той	9	15
59	с точки	21	15
60	человек и	2	15
61	в отличие	3	14
62	романа и	5	14
63	так сказать	8	14
64	только в	15	14
65	это не	13	13
66	и следовательно	7	13
67	иной степени	2	13
68	точка зрения	14	13
69	рядом с	16	13
70	с его	14	13
71	европейского романа	4	13
72	чужих слов	2	13
73	в особенности	2	13
74	отношении к	3	13
75	и для	5	13
76	с другой	3	13
77	авторской речи	2	13
78	никогда не	19	12
79	в отношении	3	12
80	и потому	9	12
81	отношение к	4	12
82	художественного изображения	4	12
83	а в	9	12
84	или в	2	12
85	во всяком	5	12
86	словом и	2	12
87	и наконец	5	12
88	еще не	11	12
89	точек зрения	5	12
90	и к	5	12
91	в плане	5	11
92	чужое слово	2	11
93	один из	4	11
94	большинстве случаев	3	11
95	на его	7	11
96	с ними	3	11
97	в этих	5	11
98	для него	23	11
99	все они	4	10
100	в своем	12	10
101	и их	7	10
102	в том	17	10
103	и все	4	10
104	она не	9	10
105	в себе	9	10
106	с другими	11	10
107	всех этих	3	10
108	лишь в	4	10
