N	2gram	Bakhtin_Pr	Vvedenie
1	в том	22	38
2	в этом	24	35
3	и в	83	35
4	том что	9	30
5	может быть	23	30
6	не только	14	26
7	таким образом	9	21
8	также и	5	20
9	не может	18	19
10	то что	14	19
11	потому что	9	18
12	о том	3	16
13	только в	10	16
14	так как	12	15
15	в общем	2	14
16	и не	41	13
17	что в	5	13
18	в самом	7	13
19	в нем	21	13
20	в их	7	12
21	точки зрения	17	12
22	в его	15	12
23	этом смысле	5	11
24	то же	10	11
25	по себе	3	11
26	в ее	3	11
27	как мы	12	11
28	не в	10	10
29	прежде всего	20	10
30	но в	12	10
31	в той	2	10
32	между тем	2	10
33	из этих	3	9
34	тем не	2	9
35	все же	3	9
36	смысле этого	3	9
37	но не	9	9
38	не менее	4	9
39	в истории	4	9
40	это не	10	8
41	можно было	2	8
42	с другой	4	8
43	а только	2	8
44	именно в	3	8
45	широком смысле	3	8
46	в широком	2	7
47	и то	2	7
48	сих пор	8	7
49	как и	13	7
50	как бы	27	7
51	в большей	5	7
52	этот вопрос	3	7
53	смысле слова	2	7
54	но и	16	7
55	в разных	4	7
56	было бы	6	7
57	до сих	8	7
58	сказать что	12	6
59	его в	4	6
60	не могут	4	6
61	хотя бы	6	6
62	об этом	3	6
63	и даже	5	6
64	но если	4	6
65	тем что	2	6
66	как он	4	6
67	так например	2	6
68	и это	3	6
69	а в	4	6
70	уже не	5	6
71	в которых	2	6
72	могут быть	5	6
73	в то	8	6
74	один из	7	6
75	и что	3	6
76	и его	13	6
77	все это	11	6
78	же время	8	6
79	вовсе не	12	6
80	вместе с	5	6
81	дело в	3	5
82	с их	3	5
83	есть и	4	5
84	и т.д	5	5
85	в виду	3	5
86	и тем	4	5
87	а как	4	5
88	одним из	6	5
89	что он	6	5
90	по своему	6	5
91	как это	2	5
92	другой стороны	3	5
93	в них	4	5
94	уже в	3	5
95	в целом	3	5
96	что и	4	5
97	говорить о	2	5
98	а не	19	5
99	но с	2	5
100	хотя и	10	5
101	во всяком	2	5
102	да и	3	4
103	еще и	4	4
104	все более	2	4
105	истории и	2	4
106	по сравнению	6	4
107	любовь к	4	4
108	в чисто	2	4
109	в результате	2	4
110	мы имеем	4	4
111	о чем	2	4
112	и ее	8	4
113	в области	6	4
114	по отношению	6	4
115	в каждом	5	4
116	связана с	3	4
117	в особенности	2	4
118	но ведь	3	4
119	еще не	10	4
120	времени и	4	4
121	по мере	3	4
122	по крайней	2	4
123	отношению к	5	4
124	что могло	2	4
125	к тому	2	4
126	одной из	6	4
127	и для	5	4
128	только с	3	4
129	в котором	8	4
130	в более	5	4
131	в центре	4	4
132	даже и	3	4
133	в одном	4	4
134	из них	7	4
135	здесь нет	2	4
136	в себе	10	4
137	и заключается	2	4
138	традиции и	2	4
139	с точки	13	4
140	крайней мере	2	4
141	в своей	5	4
142	как раз	6	4
143	сравнению с	6	4
144	можно сказать	12	4
145	той же	6	4
146	никогда не	10	3
147	до конца	3	3
148	одна из	9	3
149	отношений между	2	3
150	в отношении	3	3
151	свое время	4	3
152	и вообще	3	3
153	в очень	2	3
154	что это	2	3
155	или иной	2	3
156	до нас	3	3
157	в своем	2	3
158	и той	4	3
159	а также	4	3
160	с этим	3	3
161	одновременно и	5	3
162	так же	4	3
163	в строгом	3	3
164	в начале	2	3
165	в собственном	3	3
166	что уже	2	3
167	бы и	3	3
168	для этого	2	3
169	что она	2	3
170	к этому	5	3
171	не как	5	3
172	в конце	5	3
173	обе эти	3	3
174	отношение к	14	3
175	и здесь	4	3
176	сама по	2	3
177	зависимости от	3	3
178	в свое	4	3
179	в сущности	15	3
180	в этих	8	3
181	только на	3	3
182	как в	10	3
183	второй половины	2	3
184	мы видели	2	3
185	к нему	3	3
186	на этой	2	3
187	и на	27	3
188	того же	5	3
189	или иных	2	3
190	может служить	2	3
191	именно как	3	3
192	в известной	3	3
193	в ней	8	3
194	и к	13	3
195	мы говорим	2	3
196	литературы в	4	3
197	на этом	4	3
198	между ними	14	3
199	из которых	2	3
200	большей или	6	3
201	то это	4	3
202	своего рода	7	3
203	или меньшей	6	3
204	здесь не	5	3
205	тех или	2	3
206	европейских народов	2	3
207	вряд ли	2	3
208	говорит о	2	3
209	при этом	6	3
210	он сам	5	3
211	своей природе	4	3
212	в зависимости	3	3
213	и уже	2	3
214	наряду с	6	3
215	все эти	9	3
216	той или	2	3
217	этой области	2	3
218	как будто	3	3
219	в этой	3	3
220	в слове	2	3
221	собственном смысле	3	3
222	строгом смысле	2	3
223	и других	12	3
224	того как	4	3
225	чем в	2	3
226	литературы и	4	2
227	это еще	2	2
228	ничего не	8	2
229	следовательно и	2	2
230	о которых	2	2
231	у нас	2	2
232	и потому	6	2
233	мы должны	4	2
234	во всех	15	2
235	и до	6	2
236	время в	2	2
237	к самой	2	2
238	все время	2	2
239	но как	2	2
240	с ней	4	2
241	возрождения и	2	2
