N	2gram	Propp_Isto	Analitik
1	не только	28	71
2	и в	40	66
3	в качестве	8	61
4	но и	21	57
5	в том	12	52
6	может быть	37	52
7	в частности	3	51
8	в этом	13	51
9	как и	5	50
10	и не	19	48
11	а не	18	42
12	том что	11	40
13	при этом	6	40
14	так и	13	35
15	своего рода	2	30
16	представляет собой	7	30
17	не может	19	29
18	как бы	6	29
19	отнюдь не	2	29
20	а в	15	28
21	в его	10	27
22	и его	5	27
23	не в	11	26
24	но не	7	26
25	в себе	6	24
26	к тому	6	22
27	и даже	4	22
28	в этой	9	22
29	что в	19	22
30	о том	12	20
31	по отношению	6	19
32	но в	13	19
33	в своей	2	19
34	то же	21	19
35	в то	4	18
36	отношению к	6	18
37	тем самым	2	17
38	с другой	8	17
39	со стороны	3	17
40	в целом	3	17
41	только в	16	17
42	могут быть	5	16
43	то что	17	16
44	в пределах	4	16
45	что и	9	16
46	не есть	2	15
47	в их	6	15
48	прежде всего	15	15
49	в сущности	2	15
50	в рамках	2	15
51	уже не	3	15
52	и на	6	15
53	между тем	2	15
54	отличие от	3	14
55	не менее	7	14
56	мы имеем	25	14
57	себя в	2	14
58	в отличие	3	14
59	столь же	2	14
60	в себя	2	14
61	по себе	4	13
62	ничего не	6	13
63	в начале	3	13
64	как раз	2	13
65	для него	2	13
66	а также	2	13
67	как правило	4	13
68	он не	10	13
69	никогда не	25	12
70	есть не	2	12
71	как это	6	12
72	еще не	14	12
73	как в	7	12
74	в конечном	2	12
75	даже в	5	11
76	это не	8	11
77	по своей	2	11
78	и как	3	11
79	не с	3	11
80	едва ли	2	10
81	все же	17	10
82	на себя	2	10
83	однако в	2	10
84	один из	10	10
85	было бы	11	10
86	подобно тому	3	10
87	с одной	8	10
88	именно в	5	10
89	здесь не	5	10
90	отношения к	2	10
91	в своем	5	9
92	того что	6	9
93	как уже	2	9
94	одной стороны	7	9
95	другой стороны	7	9
96	во всех	3	9
97	в результате	2	9
98	том чтобы	2	9
99	в русской	7	9
100	вступает в	2	9
101	тому как	3	9
102	говорит о	2	9
103	таким образом	13	9
104	вместе с	13	9
105	перед нами	5	8
106	роль в	3	8
107	не всегда	9	8
108	что он	32	8
109	дело с	2	8
110	одной из	6	8
111	в основе	4	8
112	дело не	8	8
113	если бы	8	8
114	он и	3	8
115	с ним	3	8
116	вплоть до	2	7
117	иное как	3	7
118	в другом	6	7
119	и тем	2	7
120	на его	2	7
121	в ее	2	7
122	все это	6	7
123	который в	2	7
124	одна из	4	7
125	как нам	2	7
126	себя и	2	7
127	как будто	7	7
128	что иное	3	7
129	и для	5	7
130	у него	5	7
131	приводит к	3	7
132	в одном	8	7
133	однако не	2	7
134	как мы	3	7
135	не мог	4	7
136	его в	15	6
137	для всех	2	6
138	что не	2	6
139	не что	3	6
140	в силу	7	6
141	должен быть	3	6
142	не знает	7	6
143	в нем	8	6
144	ответ на	3	6
145	или в	6	6
146	он был	3	6
147	и то	3	6
148	хотя бы	5	6
149	могла бы	3	6
150	из этих	2	6
151	его как	2	6
152	превращается в	4	6
153	во всем	3	6
154	тем не	7	6
155	вследствие этого	2	6
156	и более	3	6
157	восходит к	6	6
158	ключ к	5	6
159	на этом	3	6
160	из которых	3	6
161	из них	5	6
162	уже в	2	6
163	соответствии с	2	6
164	не более	2	6
165	по его	3	6
166	вовсе не	3	6
167	и потому	3	5
168	не могут	3	5
169	не как	3	5
170	но как	2	5
171	так что	9	5
172	самом деле	2	5
173	на вопрос	4	5
174	а с	4	5
175	не так	2	5
176	в эту	3	5
177	он в	5	5
178	в них	2	5
179	с той	2	5
180	а затем	4	5
181	и по	4	5
182	все эти	6	5
183	мы не	12	5
184	этом случае	3	5
185	тот же	3	5
186	я не	5	5
187	и здесь	15	5
188	да и	3	5
189	одно из	2	5
190	к этому	2	5
191	с другими	2	5
192	и он	4	5
193	по пути	2	5
194	бы быть	4	5
195	с ее	2	5
196	мысль о	2	5
197	в особенности	3	5
198	как о	2	5
199	и их	4	5
200	в этих	17	5
201	такой же	2	5
202	ведет к	2	5
203	тем что	7	5
204	еще и	2	5
205	ни в	2	5
206	в котором	5	5
207	о смерти	7	5
208	будто бы	4	5
209	путь к	2	5
210	еще в	2	5
211	что мы	9	5
212	к жизни	2	5
213	в поле	2	5
214	в глубине	2	5
215	и ее	3	4
216	в области	2	4
217	вслед за	7	4
218	одним из	2	4
219	а как	2	4
220	были бы	2	4
221	нас к	2	4
222	как он	5	4
223	а именно	5	4
224	только на	2	4
225	в действительности	2	4
226	была бы	2	4
227	его и	6	4
228	о нем	5	4
229	к нему	3	4
230	указывает на	2	4
231	или меньшей	2	4
232	и что	14	4
233	потому что	12	4
234	связь с	8	4
235	ему в	3	4
236	так в	7	4
237	его не	3	4
238	что же	4	4
239	здесь в	4	4
240	с ними	2	4
241	того чтобы	3	4
242	и тогда	3	4
243	то ни	2	4
244	и т	39	4
245	так у	2	4
246	сказать что	7	4
247	и от	2	4
248	с этим	5	4
249	но это	8	4
250	не все	5	4
251	что она	10	4
252	бы в	2	4
253	в которой	2	4
254	представляют собой	9	4
255	об этом	11	4
256	на него	7	4
257	ни было	2	4
258	не должен	8	4
259	ее в	7	4
260	мы уже	7	4
261	между ними	2	4
262	и если	4	4
263	на которой	2	4
264	могли бы	3	4
265	еще одна	3	4
266	большей или	2	4
267	ты не	5	4
268	не было	3	4
269	или даже	3	4
270	и есть	5	4
271	на основе	6	4
272	на самом	3	3
273	вопрос о	8	3
274	это означает	2	3
275	в таких	4	3
276	которые в	3	3
277	означает что	4	3
278	мы должны	17	3
279	с целью	2	3
280	один и	2	3
281	в состоянии	2	3
282	попадает в	8	3
283	может иметь	2	3
284	в виду	2	3
285	тут же	2	3
286	героя в	6	3
287	к своему	3	3
288	при таком	2	3
289	см ниже	2	3
290	всего в	2	3
291	в такой	2	3
292	на котором	5	3
293	с тем	13	3
294	же не	3	3
295	она не	6	3
296	к этой	5	3
297	смерть и	3	3
298	в ней	10	3
299	с героем	2	3
300	между собой	4	3
301	ли он	3	3
302	в зависимости	3	3
303	в тех	4	3
304	связи с	10	3
305	в связи	7	3
306	что они	13	3
307	во время	5	3
308	никто не	3	3
309	все еще	3	3
310	бы то	2	3
311	для этого	3	3
312	например в	7	3
313	так как	20	3
314	так сказать	3	3
315	можно было	8	3
316	хотя в	3	3
317	дело в	3	3
318	должно быть	2	3
319	всех этих	4	3
320	это было	2	3
321	и тот	3	3
322	борьбы с	2	3
323	зависимости от	3	3
324	чистом виде	2	3
325	только для	3	3
326	и наконец	5	3
327	в жизни	2	3
328	себе не	2	3
329	ни к	3	3
330	в какой	4	3
331	на этот	2	3
332	то он	2	3
333	они не	8	3
334	также и	3	3
335	а то	2	3
336	что у	3	3
337	поэтому в	2	3
338	на то	6	3
339	оно может	2	3
340	когда он	9	3
341	и с	5	3
342	тогда когда	2	3
343	мог бы	3	3
344	а для	2	3
345	раз и	3	3
346	из этого	3	3
347	слова в	2	3
348	же самое	3	3
349	быть не	2	3
350	всякий раз	2	3
351	но с	3	3
352	мы могли	2	3
353	но он	5	3
354	этих случаях	11	3
355	первый взгляд	2	2
356	в большинстве	4	2
357	оно и	2	2
358	в доме	4	2
359	при помощи	2	2
360	я его	2	2
361	но мы	2	2
362	смерти и	7	2
