N	3gram	Voloshinov	Stilisti
1	в то же	7	9
2	то же время	7	7
3	для того чтобы	7	7
4	в зависимости от	2	7
5	и то же	3	5
6	с точки зрения	31	5
7	одно и то	3	5
8	того или иного	2	5
9	с самого начала	9	4
10	то же самое	8	4
11	одной и той	2	4
12	той или иной	5	4
13	и той же	2	4
14	в свою очередь	5	4
15	обратное влияние на	2	4
16	в этом случае	3	3
17	в конце концов	3	3
18	во внутренней речи	2	3
19	как мы уже	3	3
20	на самом деле	5	3
21	не только в	2	3
22	но все же	4	3
23	но и в	3	3
24	социального общения и	3	3
25	как мы видели	4	3
26	говорящего и слушающего	2	3
27	у нас не	3	2
28	может быть понято	3	2
29	внутренней речи и	3	2
30	речевого общения в	2	2
31	но при этом	2	2
32	тот или иной	2	2
33	в связи с	12	2
34	в точном смысле	5	2
35	чуть ли не	2	2
36	о происхождении языка	2	2
37	быть понято и	2	2
38	в каждом идеологическом	2	2
39	то же слово	2	2
40	и тем же	2	2
41	в самом деле	13	2
42	в этом отношении	4	2
43	в значительной степени	3	2
44	трением слова о	2	2
45	не становится знаком	2	2
46	не было бы	3	2
47	к тому что	4	2
48	всякий идеологический знак	2	2
49	и те же	5	2
50	одни и те	5	2
51	можно сказать что	4	2
52	как мы увидим	2	2
53	по отношению к	9	2
54	смысле этого слова	6	2
55	точном смысле этого	4	2
56	но в то	6	2
57	о том что	2	2
58	каждом идеологическом знаке	2	2
59	или хотя бы	2	2
60	при этом конечно	2	2
61	связи с этим	3	2
62	не может быть	23	2
