N	2gram	Voloshinov	Marksizm
1	точки зрения	31	69
2	может быть	28	64
3	и в	28	63
4	и не	34	55
5	как бы	19	53
6	не может	30	47
7	с точки	15	46
8	и пр	29	42
9	и его	22	41
10	в этом	28	39
11	таким образом	34	38
12	в процессе	5	33
13	как мы	18	32
14	в пределах	6	31
15	не только	10	29
16	в нем	7	28
17	то же	12	28
18	но и	10	27
19	самом деле	14	25
20	речи и	2	25
21	прежде всего	26	24
22	как и	13	24
23	в самом	12	24
24	так и	14	23
25	и т.п	4	23
26	только в	11	23
27	в том	10	22
28	то что	17	22
29	а не	9	22
30	– в	17	21
31	при этом	8	20
32	так сказать	7	20
33	для него	12	20
34	если мы	7	20
35	том что	12	19
36	не в	10	19
37	в его	25	19
38	если бы	4	19
39	на почве	3	19
40	но в	13	18
41	в ее	5	18
42	и для	7	18
43	внутренней речи	5	18
44	вовсе не	16	18
45	все же	8	17
46	это –	22	17
47	в то	7	16
48	по отношению	13	16
49	социального общения	3	16
50	и как	3	16
51	слова и	4	16
52	ни было	2	16
53	что он	12	15
54	во всех	13	15
55	отношению к	11	15
56	отнюдь не	5	15
57	же время	6	15
58	– не	12	15
59	с помощью	20	15
60	в данном	4	14
61	хотя бы	7	14
62	– это	29	14
63	ничего не	5	13
64	так же	4	13
65	– и	7	13
66	мы не	9	13
67	того чтобы	5	13
68	было бы	8	13
69	в своей	14	13
70	речи мы	4	13
71	не является	7	13
72	то ни	4	13
73	что в	7	13
74	выражение в	4	12
75	в результате	3	12
76	а в	8	12
77	того же	3	12
78	в основе	6	12
79	бы то	3	12
80	в высшей	6	12
81	для того	6	12
82	высшей степени	6	12
83	он не	10	12
84	между тем	3	12
85	на самом	6	11
86	друг друга	2	11
87	как в	4	11
88	и все	13	11
89	к нему	9	11
90	и на	9	11
91	в ней	8	11
92	сих пор	3	11
93	все эти	15	11
94	и от	3	11
95	так как	15	11
96	еще не	8	11
97	и что	6	11
98	как система	2	11
99	мы уже	10	11
100	до сих	3	11
101	никогда не	10	10
102	его в	11	10
103	и потому	12	10
104	в основном	4	10
105	отличие от	2	10
106	самого начала	5	10
107	– как	6	10
108	более того	7	10
109	с самого	7	10
110	здесь в	6	10
111	без исключения	2	10
112	во всяком	9	10
113	с его	9	10
114	сказать что	11	10
115	одна из	4	10
116	к этому	9	10
117	в своем	4	10
118	совершенно не	9	10
119	в отличие	2	10
120	с другой	2	10
121	именно в	4	10
122	конечно не	10	10
123	в таком	6	10
124	в большинстве	5	10
125	и следовательно	3	9
126	в себе	7	9
127	а как	3	9
128	это не	5	9
129	только на	4	9
130	мы видели	12	9
131	к тому	6	9
132	большинстве случаев	6	9
133	внутренняя речь	4	9
134	в истории	4	9
135	в нашем	3	9
136	рядом с	2	9
137	что это	5	9
138	слово –	2	9
139	не имеет	2	9
140	ни в	12	9
141	точка зрения	15	9
142	же самое	2	9
143	быть и	7	9
144	в каком	7	8
145	в отношении	2	8
146	или иной	2	8
147	и ее	7	8
148	в науке	2	8
149	не как	2	8
150	или же	2	8
151	в их	2	8
152	мы знаем	11	8
153	психики и	3	8
154	с этим	8	8
155	тому что	5	8
156	на этой	3	8
157	что и	5	8
158	– говорит	5	8
159	за пределы	10	8
160	высказывания –	2	8
161	мысли и	4	8
162	и даже	3	8
163	мы можем	20	8
164	и их	2	8
165	у нас	3	8
166	в свою	6	8
167	и с	10	8
168	речь и	2	8
169	не было	5	8
170	сводится к	4	8
171	у него	4	8
172	чем же	6	8
173	ясно что	2	8
174	до конца	7	7
175	психологии и	3	7
176	свою очередь	4	7
177	может стать	4	7
178	бы он	3	7
179	того что	7	7
180	по себе	4	7
181	те же	9	7
182	и те	5	7
183	могут быть	9	7
184	там где	2	7
185	с ними	5	7
186	в качестве	2	7
187	в этой	7	7
188	конечно в	3	7
189	бы в	2	7
190	в этих	5	7
191	и значение	2	7
192	далеко не	5	7
193	о том	3	7
194	в котором	4	7
195	оно может	3	7
196	не существует	4	7
197	той же	5	7
198	он сам	5	7
199	социальной группы	3	7
200	как раз	6	7
201	на основе	3	7
202	вполне понятно	2	7
203	как ее	2	6
204	не есть	2	6
205	вопрос о	2	6
206	для понимания	2	6
207	мы должны	9	6
208	для всего	2	6
209	в другом	4	6
210	– с	7	6
211	в различных	2	6
212	он и	2	6
213	одной стороны	2	6
214	что же	10	6
215	в какой	3	6
216	должны быть	4	6
217	все это	12	6
218	с ее	4	6
219	его формы	2	6
220	должна быть	2	6
221	тот же	10	6
222	этот процесс	4	6
223	и между	2	6
224	с другими	8	6
225	из этих	6	6
226	сознания и	6	6
227	пр и	2	6
228	из важнейших	2	6
229	зависимости от	4	6
230	с одной	2	6
231	смысле слова	4	6
232	между ними	5	6
233	входит в	2	6
234	уже не	9	6
235	этот вопрос	4	6
236	в корне	6	6
237	теперь мы	4	6
238	всяком случае	8	6
239	ничего общего	4	6
240	не к	2	6
241	тем же	3	6
242	этом отношении	4	5
243	индивидуального организма	5	5
244	но как	2	5
245	в конце	2	5
246	от того	5	5
247	и у	7	5
248	то мы	2	5
249	в виду	4	5
250	и тем	2	5
251	из него	3	5
252	точку зрения	12	5
253	связано с	3	5
254	и вот	8	5
255	то в	2	5
256	в душе	13	5
257	от этого	2	5
258	не менее	6	5
259	в более	5	5
260	же он	2	5
261	ведь если	2	5
262	содержание психики	2	5
263	в первом	2	5
264	да и	2	5
265	идеологических явлений	2	5
266	конечно совершенно	3	5
267	себя в	3	5
268	все время	4	5
269	должно быть	2	5
270	самом же	2	5
271	ее в	5	5
272	по преимуществу	2	5
273	объективной точки	2	5
274	связана с	2	5
275	со всею	3	5
276	жизни в	3	5
277	в условиях	3	5
278	она не	6	5
279	формы и	3	5
280	но не	7	5
281	значение в	3	5
282	и является	3	5
283	для себя	2	5
284	что такое	6	5
285	еще более	2	5
286	– его	4	5
287	на язык	4	5
288	таком случае	4	5
289	же деле	2	5
290	в одном	3	5
291	как на	3	5
292	сознание –	3	5
293	вместе с	5	5
294	социальной среды	3	4
295	другими словами	5	4
296	следовательно и	2	4
297	индивидуальной психики	6	4
298	не могут	7	4
299	сознания как	2	4
300	к этим	2	4
301	его к	4	4
302	он –	5	4
303	нуждается в	3	4
304	в одной	2	4
305	все те	10	4
306	едва ли	4	4
307	но именно	2	4
308	из всего	2	4
309	и прежде	7	4
310	в области	4	4
311	влияние на	4	4
312	к своему	2	4
313	и к	7	4
314	всех других	2	4
315	узком смысле	3	4
316	что все	7	4
317	можно сказать	6	4
318	связь с	7	4
319	– но	4	4
320	в узком	4	4
321	обратное влияние	2	4
322	в них	3	4
323	между двумя	3	4
324	разрыв между	2	4
325	в зависимости	4	4
326	и до	5	4
327	во внутренней	3	4
328	он был	3	4
329	войти в	4	4
330	нет и	4	4
331	не будем	3	4
332	во всей	3	4
333	бы и	2	4
334	относится к	2	4
335	– лишь	3	4
336	и то	3	4
337	к его	3	4
338	психологии в	3	4
339	независимо от	3	4
340	в которой	5	4
341	что она	5	4
342	только с	4	4
343	и тот	3	4
344	объективная психология	6	4
345	но ведь	4	4
346	одним из	3	4
347	со всеми	5	4
348	не знает	5	4
349	психической жизни	12	4
350	свое выражение	2	4
351	но все	2	4
352	только при	2	4
353	уже знаем	4	4
354	но для	3	4
355	себя с	3	4
356	из них	7	4
357	мог бы	2	4
358	уже в	3	4
359	подхода к	4	4
360	жизни и	7	4
361	из этого	2	4
362	это и	4	4
363	выражение и	3	4
364	переходим к	3	4
365	если же	2	4
366	и речи	4	4
367	в работе	2	4
368	не дает	4	4
369	оно –	5	3
370	находятся в	2	3
371	и сама	2	3
372	следующей главе	3	3
373	– а	2	3
374	к себе	3	3
375	но если	2	3
376	как к	2	3
377	условиях социальной	2	3
378	социальной жизни	2	3
379	должен быть	2	3
380	роль в	7	3
381	конце концов	2	3
382	переживание –	2	3
383	тогда когда	2	3
384	и при	3	3
385	субъективная психика	2	3
386	в целом	4	3
387	творчества –	2	3
388	и та	2	3
389	главным образом	4	3
390	же –	4	3
391	мы говорили	2	3
392	подойти к	2	3
393	они и	2	3
394	не так	3	3
395	мы только	2	3
396	как это	5	3
397	говорить об	2	3
398	с объективной	2	3
399	они не	3	3
400	все его	3	3
401	потому что	4	3
402	во втором	3	3
403	– в.в	2	3
404	все основные	4	3
405	ответ на	3	3
406	что оно	4	3
407	первым и	2	3
408	между собой	4	3
409	на них	2	3
410	в следующей	5	3
411	– все	8	3
412	одной и	3	3
413	– к	3	3
414	вступить в	2	3
415	и др	9	3
416	мы видим	3	3
417	одним словом	2	3
418	и по	5	3
419	обстоит дело	2	3
420	связаны с	2	3
421	есть только	3	3
422	в применении	2	3
423	и борьбы	2	3
424	и они	2	3
425	– является	2	3
426	в мир	4	3
427	и вообще	4	3
428	все то	3	3
429	ли это	2	3
430	в нашей	2	3
431	не сможет	3	3
432	в систему	4	3
433	но это	4	3
434	однако и	2	3
435	с их	5	3
436	и этот	2	3
437	непосредственно из	3	3
438	в этот	4	3
439	тем не	4	3
440	для марксизма	6	3
441	применении к	2	3
442	мы увидим	4	3
443	и той	3	3
444	мы полагаем	2	3
445	на первый	5	3
446	человека в	4	3
447	в последнем	4	3
448	– на	2	3
449	не приходится	3	3
450	его и	2	3
451	и о	6	3
452	или как	3	3
453	всем этим	3	3
454	на протяжении	7	3
455	явлений –	2	3
456	на этот	3	3
457	в дальнейшем	2	3
458	также и	2	3
459	– мы	2	3
460	со стороны	5	3
461	является для	2	3
462	в своих	5	3
463	когда он	3	3
464	субъективной психики	3	3
465	приводит к	3	3
466	из которых	2	3
467	если он	6	3
468	учение о	6	3
469	ее целом	4	3
470	находится в	3	3
471	нам важно	3	3
472	говорить о	5	3
473	и есть	3	3
474	и только	6	3
475	мы остановимся	2	3
476	а следовательно	3	3
477	не следует	2	3
478	не найдем	3	3
479	первый план	4	3
480	из основных	3	3
481	один и	3	3
482	и внешней	4	3
483	с ним	14	3
484	этих двух	3	3
485	на все	3	3
486	но более	2	3
487	слагается из	2	3
488	в широком	2	2
489	или может	2	2
490	он должен	2	2
491	– совершенно	2	2
492	оно и	8	2
493	ни о	6	2
494	содержание и	2	2
495	остается в	3	2
496	внешней речи	5	2
497	для нее	2	2
498	образом в	2	2
499	в состоянии	2	2
500	и поэтому	2	2
501	можем сказать	5	2
502	и притом	3	2
503	между индивидами	3	2
504	части нашей	2	2
505	есть и	2	2
506	мы никогда	2	2
507	он пытается	3	2
508	не делает	3	2
509	не без	3	2
510	не остается	3	2
511	и современная	2	2
512	останавливаться на	2	2
513	и за	4	2
514	же мы	3	2
515	сознание не	2	2
516	а с	2	2
517	согласиться с	3	2
518	явление в	3	2
519	о нем	2	2
520	эти три	2	2
521	в прошлом	2	2
522	и тех	3	2
523	и ни	3	2
524	к этой	2	2
525	в общем	5	2
526	а только	4	2
527	для всех	3	2
528	могли бы	2	2
529	и всей	2	2
530	а потому	4	2
531	возможно только	3	2
532	какой степени	3	2
533	– или	2	2
534	же касается	3	2
535	не то	2	2
536	в психике	6	2
537	совсем не	6	2
538	для них	3	2
539	же как	2	2
540	общего не	3	2
541	его не	2	2
542	что с	2	2
543	и во	2	2
544	и часто	2	2
545	себя и	4	2
546	заключается в	5	2
547	содержания сознания	2	2
