N	2gram	Propp_Isto	Hudozhes
1	в качестве	5	31
2	и в	41	23
3	не только	30	20
4	в том	14	20
5	может быть	19	19
6	при этом	7	19
7	в частности	3	18
8	и не	12	16
9	тогда как	4	15
10	но и	20	14
11	а в	12	13
12	в себе	3	13
13	но не	8	13
14	а не	9	13
15	то же	12	12
16	в этом	19	12
17	и его	11	12
18	так и	8	12
19	как бы	8	11
20	точки зрения	4	11
21	представляет собой	8	11
22	в его	4	11
23	сводится к	3	11
24	но в	7	10
25	по отношению	3	10
26	отношению к	3	10
27	не в	12	9
28	том что	18	9
29	не может	19	9
30	с другой	20	9
31	своего рода	7	9
32	в то	6	8
33	в области	3	8
34	в самом	2	7
35	отношение к	6	7
36	в своей	4	7
37	только в	10	7
38	как это	6	7
39	что в	21	7
40	в основе	2	7
41	не столько	4	7
42	более или	3	6
43	мы имеем	27	6
44	уже не	8	6
45	другой стороны	17	6
46	а также	2	6
47	в нем	12	6
48	можно сказать	3	6
49	в ее	3	6
50	с его	4	6
51	или менее	3	6
52	тем самым	3	5
53	ни в	4	5
54	или иначе	2	5
55	могут быть	3	5
56	для того	2	5
57	а на	2	5
58	со стороны	3	5
59	в их	4	5
60	героя и	5	5
61	что он	29	5
62	то что	12	5
63	не менее	5	5
64	прежде всего	6	5
65	того что	7	5
66	и то	3	4
67	сказать что	5	4
68	его в	7	4
69	далеко не	3	4
70	это не	14	4
71	так в	10	4
72	к тому	4	4
73	в данном	8	4
74	в форме	4	4
75	в другом	2	4
76	не знает	2	4
77	однако в	2	4
78	в силу	2	4
79	и как	3	4
80	еще не	13	4
81	и тем	4	4
82	и что	15	4
83	в этих	16	4
84	на смену	2	4
85	он не	8	4
86	и о	2	4
87	отношения к	2	4
88	например в	6	4
89	в своем	3	4
90	хотя и	3	4
91	со своей	2	4
92	так или	2	4
93	даже в	2	3
94	в жизни	2	3
95	к нему	8	3
96	в иной	3	3
97	и ее	6	3
98	не случайно	3	3
99	герой не	4	3
100	как и	8	3
101	того же	3	3
102	их в	3	3
103	потому что	13	3
104	о чем	2	3
105	одной стороны	12	3
106	в русской	8	3
107	в целом	2	3
108	имеем в	8	3
109	во всех	8	3
110	тем не	4	3
111	а именно	12	3
112	из этих	6	3
113	связи с	3	3
114	и на	12	3
115	если бы	3	3
116	не будет	6	3
117	или даже	3	3
118	с этой	7	3
119	в связи	3	3
120	таким образом	15	3
121	и сам	3	3
122	в которой	2	3
123	никто не	2	3
124	в одном	2	3
125	с одной	12	3
126	но он	4	3
127	никогда не	16	2
128	о том	15	2
129	одной из	4	2
130	рассказ о	2	2
131	в литературе	2	2
132	вытекает из	2	2
133	одна из	7	2
134	как в	17	2
135	начиная с	2	2
136	и др	4	2
137	тот кто	5	2
138	право на	5	2
139	и наоборот	2	2
140	не от	3	2
141	и это	9	2
142	еще один	3	2
143	ее в	3	2
144	тому что	2	2
145	от всех	2	2
146	связей с	2	2
147	могло быть	2	2
148	в чем	5	2
149	что такое	2	2
150	или в	11	2
151	вступает в	4	2
152	именно в	2	2
153	но как	4	2
154	все эти	8	2
155	тем более	2	2
156	не всегда	6	2
157	мира и	2	2
158	мы легко	2	2
159	не все	4	2
160	вслед за	2	2
161	образом и	3	2
162	оно не	2	2
163	что она	6	2
164	должен быть	2	2
165	дело не	5	2
166	этой точки	3	2
167	однако все	2	2
168	но она	2	2
169	могут служить	2	2
170	так же	6	2
171	отличается от	4	2
172	об этом	7	2
173	из которых	3	2
174	и по	7	2
175	он и	3	2
176	один из	7	2
177	на котором	3	2
178	в них	4	2
179	по себе	2	2
180	подобных случаях	2	2
181	не вполне	5	2
182	в сказании	3	2
183	не могло	2	2
184	и больше	3	2
185	все это	9	2
186	к другому	2	2
187	с ними	2	2
188	между двумя	2	2
189	способность к	2	2
190	из этого	2	2
191	что и	13	2
192	и некоторые	2	2
193	от своего	2	2
194	в одно	2	2
195	не просто	3	2
196	к своему	4	2
197	и другие	10	2
198	только о	2	2
199	и более	2	2
200	в этой	2	2
201	а с	3	2
202	с ним	9	2
203	превращается в	10	2
204	вовсе не	6	2
205	у него	16	2
206	не с	2	2
207	здесь не	4	2
