N	2gram	Trubetskoy	StatiiOP
1	и в	24	103
2	в том	31	89
3	том что	20	77
4	в этом	13	76
5	что в	9	74
6	не только	10	60
7	о том	7	47
8	но и	11	46
9	то что	18	44
10	что он	7	42
11	в его	5	42
12	и не	9	41
13	может быть	17	38
14	было бы	3	32
15	в этой	7	31
16	вовсе не	2	31
17	все это	13	29
18	таким образом	34	28
19	а в	3	27
20	но в	5	26
21	что это	5	25
22	так и	10	25
23	и его	2	24
24	все же	15	23
25	не в	9	23
26	так что	6	23
27	точки зрения	14	23
28	потому что	9	23
29	того что	7	22
30	в области	4	22
31	прежде всего	3	22
32	для того	8	22
33	у нас	3	22
34	в которой	5	22
35	того чтобы	8	21
36	это не	3	20
37	до сих	15	20
38	в то	6	19
39	сих пор	15	19
40	только в	6	19
41	не может	18	18
42	с другой	6	18
43	в котором	2	18
44	он не	4	18
45	самом деле	12	17
46	между прочим	2	17
47	в данном	3	17
48	как на	6	17
49	в самом	8	17
50	как бы	10	17
51	с этим	12	16
52	в ней	3	16
53	если бы	8	16
54	в этих	3	16
55	с тем	4	15
56	как и	10	15
57	для него	2	15
58	другой стороны	5	15
59	из этих	8	15
60	я не	2	15
61	также и	2	15
62	и на	6	15
63	у него	5	15
64	к тому	8	14
65	между тем	12	14
66	то же	4	14
67	в течение	4	14
68	но все	5	14
69	с точки	8	14
70	и что	9	14
71	в своем	12	13
72	в конце	4	13
73	а с	4	13
74	что касается	6	13
75	тому что	2	13
76	в нем	3	13
77	во всяком	2	13
78	именно в	5	13
79	из них	5	13
80	всяком случае	2	13
81	жизни и	2	13
82	вместе с	7	13
83	не менее	7	12
84	что они	2	12
85	так как	7	12
86	хотя бы	4	12
87	что у	2	12
88	в своих	2	12
89	никогда не	4	11
90	вопрос о	3	11
91	и с	5	11
92	в другом	2	11
93	в них	2	11
94	все эти	19	11
95	и по	3	11
96	на то	9	11
97	не было	2	11
98	ясно что	8	11
99	на самом	7	10
100	так же	8	10
101	в виду	2	10
102	в частности	2	10
103	на вопрос	4	10
104	в целом	5	10
105	что и	7	10
106	в истории	3	10
107	в начале	3	10
108	во всех	10	10
109	но не	3	10
110	же время	2	10
111	что же	2	9
112	несмотря на	6	9
113	по этому	2	9
114	с этой	3	9
115	и для	6	9
116	и к	5	9
117	для нас	3	9
118	что мы	4	9
119	что эта	4	9
120	и это	3	9
121	при помощи	3	8
122	отношение к	4	8
123	в их	4	8
124	той же	2	8
125	в общем	6	8
126	связи с	4	8
127	к этому	5	8
128	что она	2	8
129	в результате	9	8
130	тем не	4	8
131	одним из	4	8
132	совершенно не	4	8
133	такой же	2	8
134	заключается в	3	8
135	и более	2	8
136	не имеет	2	8
137	в которых	2	8
138	по его	2	8
139	очень мало	2	7
140	данном случае	3	7
141	конце концов	4	7
142	факт что	4	7
143	в виде	4	7
144	что все	5	7
145	в эту	2	7
146	гораздо более	2	7
147	и сейчас	4	7
148	того же	9	7
149	во втором	2	7
150	тем более	3	7
151	при чем	6	7
152	и то	4	7
153	с которыми	2	7
154	то в	2	7
155	отличается от	6	7
156	лишь в	5	7
157	еще не	6	7
158	отношению к	11	7
159	что для	4	7
160	можно назвать	3	7
161	из этого	7	7
162	то время	2	7
163	этой области	4	7
164	но с	2	7
165	на почве	3	7
166	представление о	3	7
167	даже в	3	6
168	о которых	7	6
169	в себе	5	6
170	по отношению	11	6
171	в отдельных	2	6
172	должен быть	2	6
173	из которых	4	6
174	по существу	7	6
175	к нему	2	6
176	в в	4	6
177	и все	9	6
178	что на	2	6
179	же как	3	6
180	и вообще	3	6
181	одно из	3	6
182	что с	6	6
183	независимо от	2	6
184	в свет	2	6
185	и сам	2	6
186	в жизни	3	6
187	этот вопрос	2	6
188	этих двух	2	6
189	что за	2	6
190	только не	2	6
191	говорить о	2	6
192	тем же	2	6
193	его в	5	5
194	представляет собою	2	5
195	но если	2	5
196	для себя	2	5
197	давно уже	2	5
198	том же	4	5
199	точку зрения	2	5
200	и потому	3	5
201	не так	4	5
202	в сторону	3	5
203	одной стороны	2	5
204	же касается	2	5
205	можно ли	2	5
206	при этом	9	5
207	в тех	3	5
208	в сущности	2	5
209	никто не	2	5
210	должна быть	6	5
211	из таких	2	5
212	что эти	2	5
213	хотя и	4	5
214	не потому	2	5
215	тот факт	4	5
216	которую он	2	5
217	всех этих	4	5
218	целый ряд	4	5
219	как будто	5	5
220	с одной	3	5
221	на нее	2	5
222	том чтобы	2	5
223	столь же	5	5
224	и если	6	5
225	конечно не	3	5
226	и только	2	5
227	о которой	2	5
228	в пользу	5	5
229	очевидно что	3	4
230	не могут	4	4
231	одна из	2	4
232	на этом	2	4
233	то есть	2	4
234	что оно	3	4
235	и у	4	4
236	по своей	7	4
237	как у	3	4
238	на долю	2	4
239	не знает	2	4
240	в такой	4	4
241	с общим	2	4
242	народ в	4	4
243	но как	2	4
244	общего с	2	4
245	так или	5	4
246	они не	2	4
247	тех пор	2	4
248	культуры в	10	4
249	и без	5	4
250	а потому	5	4
251	что его	4	4
252	и те	2	4
253	в процессе	2	4
254	ничего общего	3	4
255	в связи	3	4
256	это есть	4	4
257	этого слова	2	4
258	должны быть	3	4
259	как мы	3	4
260	для этого	7	4
261	нет в	2	4
262	что по	3	4
263	есть в	2	4
264	которые не	3	4
265	на него	2	4
266	только что	3	4
267	что как	4	4
268	все они	6	4
269	из двух	2	4
270	и их	5	4
271	тому же	6	4
272	как известно	3	4
273	и так	2	4
274	все что	10	4
275	но для	2	4
276	во внимание	2	4
277	в таком	4	4
278	в основе	2	4
279	или иначе	5	4
280	чем в	3	4
281	конечно в	2	3
282	не подлежит	3	3
283	о них	2	3
284	из того	4	3
285	от него	3	3
286	и наконец	3	3
287	свои силы	2	3
288	от того	3	3
289	как к	5	3
290	тогда когда	3	3
291	и других	3	3
292	он должен	2	3
293	в одно	2	3
294	или менее	8	3
295	образом в	3	3
296	от них	2	3
297	о котором	7	3
298	она не	2	3
299	на том	2	3
300	не очень	2	3
301	может служить	3	3
302	только при	2	3
303	из нее	2	3
304	сомнению что	3	3
305	не то	3	3
306	не будет	5	3
307	что оба	2	3
308	и некоторые	2	3
309	а затем	2	3
310	себя и	2	3
311	и ее	2	3
312	этом случае	4	3
313	принять во	2	3
314	совершенно так	4	3
315	почти все	2	3
316	бы то	3	3
317	бы в	3	3
318	то и	2	3
319	в сознании	7	3
320	и до	3	3
321	гораздо больше	3	3
322	а к	2	3
323	при таком	2	3
324	которые по	2	3
325	от которого	2	3
326	смотреть на	2	3
327	и уже	2	3
328	борьбы с	2	3
329	один общий	2	3
330	чем у	8	3
331	во всей	2	3
332	ни для	2	3
333	если это	2	3
334	их в	2	3
335	народа в	15	3
336	в свою	2	3
337	но на	2	3
338	что до	2	3
339	так чтобы	2	3
340	может не	3	3
341	всегда будет	4	3
342	от нее	2	3
343	в один	2	3
344	то ни	4	3
345	более или	8	3
346	что при	7	3
347	его собственной	5	3
348	тем самым	3	2
349	лишь о	2	2
350	для самого	2	2
351	из всех	5	2
352	и говорить	3	2
353	есть только	2	2
354	что их	3	2
355	а это	2	2
356	в настоящее	3	2
357	к такому	2	2
358	не надо	3	2
359	состоит из	4	2
360	тех кто	5	2
361	от себя	2	2
362	свою очередь	2	2
363	у них	6	2
364	и при	6	2
365	в европейской	4	2
366	тем как	2	2
367	отличие от	3	2
368	мы знаем	10	2
369	в среде	2	2
370	по своему	5	2
371	мы видели	2	2
372	это обстоятельство	2	2
373	для этой	2	2
374	на этой	3	2
375	эти примеры	2	2
376	со временем	2	2
377	на себе	2	2
378	все его	2	2
379	об эволюции	4	2
380	вступают в	2	2
381	ту же	2	2
382	настоящее время	3	2
383	между собой	4	2
384	жизнь и	3	2
385	в эти	3	2
386	в разных	3	2
387	по тем	2	2
388	но вместе	2	2
389	тогда как	6	2
390	всему этому	3	2
391	ответить на	2	2
392	и может	3	2
393	что если	3	2
394	тот же	3	2
395	только тогда	2	2
396	в одну	4	2
397	и от	5	2
398	тех же	2	2
399	то очевидно	3	2
400	из этой	2	2
401	с ее	2	2
402	до тех	2	2
403	зависимости от	2	2
404	ни было	3	2
405	между собою	5	2
406	только одно	3	2
407	работы и	2	2
408	и из	2	2
409	в глазах	2	2
410	к той	2	2
411	что только	3	2
412	он считает	2	2
413	далеко не	5	2
414	целом ряде	3	2
415	ни один	4	2
416	и тому	2	2
417	к другу	2	2
418	а между	8	2
419	те же	2	2
420	доказать что	2	2
421	совершенно ясно	2	2
422	как не	2	2
423	которого в	2	2
424	быть и	5	2
425	все в	2	2
426	на все	5	2
427	говорить что	3	2
428	мы и	2	2
