N	2gram	Propp_Isto	StatiiOP
1	и в	41	103
2	в том	14	89
3	том что	18	77
4	в этом	19	76
5	что в	21	74
6	не только	30	60
7	и т	29	51
8	о том	15	47
9	но и	20	46
10	то что	12	44
11	что он	29	42
12	в его	4	42
13	и не	12	41
14	может быть	19	38
15	т е	34	33
16	было бы	4	32
17	т д	25	32
18	в этой	2	31
19	вовсе не	6	31
20	все это	9	29
21	тем что	11	29
22	таким образом	15	28
23	а в	12	27
24	а не	9	27
25	но в	7	26
26	что это	6	25
27	так и	8	25
28	и его	11	24
29	все же	14	23
30	не в	12	23
31	так что	6	23
32	точки зрения	4	23
33	потому что	13	23
34	того что	7	22
35	в области	3	22
36	прежде всего	6	22
37	для того	2	22
38	у нас	4	22
39	в которой	2	22
40	как в	17	22
41	и пр	2	21
42	это не	14	20
43	до сих	4	20
44	в то	6	19
45	сих пор	5	19
46	в своей	4	19
47	только в	10	19
48	об этом	7	18
49	не может	19	18
50	с другой	20	18
51	в котором	3	18
52	он не	8	18
53	между прочим	3	17
54	в данном	8	17
55	как на	3	17
56	в самом	2	17
57	как бы	8	17
58	в русской	8	17
59	с этим	3	16
60	сказать что	5	16
61	в ней	4	16
62	можно было	3	16
63	если бы	3	16
64	в этих	16	16
65	с тем	8	15
66	как и	8	15
67	например в	6	15
68	другой стороны	17	15
69	из этих	6	15
70	и на	12	15
71	у него	16	15
72	так например	5	14
73	к тому	4	14
74	то же	12	14
75	но все	5	14
76	и что	15	14
77	в своем	3	13
78	в конце	4	13
79	со стороны	3	13
80	а с	3	13
81	тому что	2	13
82	но это	5	13
83	в качестве	5	13
84	в нем	12	13
85	во всяком	3	13
86	именно в	2	13
87	из них	2	13
88	всяком случае	3	13
89	жизни и	3	13
90	вместе с	17	13
91	не менее	5	12
92	что они	5	12
93	так как	21	12
94	что у	6	12
95	ни в	4	12
96	никогда не	16	11
97	вопрос о	6	11
98	и с	4	11
99	в другом	2	11
100	своего рода	7	11
101	в них	4	11
102	все эти	8	11
103	и по	7	11
104	из его	2	11
105	того как	5	11
106	на то	5	11
107	не было	3	11
108	ясно что	2	11
109	так же	6	10
110	ответ на	6	10
111	а как	2	10
112	в частности	3	10
113	на вопрос	5	10
114	ничего не	7	10
115	связь с	7	10
116	не столько	4	10
117	в целом	2	10
118	что и	13	10
119	отметить что	2	10
120	в начале	2	10
121	во всех	8	10
122	кроме того	6	10
123	на эти	2	10
124	но не	8	10
125	что такое	2	10
126	но он	4	10
127	в чем	5	9
128	что же	2	9
129	по этому	3	9
130	там где	7	9
131	он был	2	9
132	во время	7	9
133	можно сказать	3	9
134	в одном	2	9
135	с этой	7	9
136	для нас	8	9
137	что мы	3	9
138	говорит о	2	9
139	и тем	4	9
140	и это	9	9
141	при помощи	6	8
142	могут быть	3	8
143	отношение к	6	8
144	в их	4	8
145	связано с	7	8
146	и др	4	8
147	связи с	3	8
148	к этому	5	8
149	а также	2	8
150	мы имеем	27	8
151	это в	3	8
152	дело не	5	8
153	что она	6	8
154	тем не	4	8
155	и даже	3	8
156	должен был	2	8
157	такой же	3	8
158	и о	2	8
159	и более	2	8
160	не имеет	6	8
161	в которых	2	8
162	по его	2	8
163	данном случае	7	7
164	том как	3	7
165	о чем	2	7
166	вплоть до	2	7
167	уже в	4	7
168	в это	3	7
169	что здесь	10	7
170	раньше чем	4	7
171	в виде	5	7
172	одной из	4	7
173	в эту	3	7
174	того же	3	7
175	что этот	4	7
176	как это	6	7
177	тем более	2	7
178	в ее	3	7
179	не все	4	7
180	и то	3	7
181	кажется что	7	7
182	отличается от	4	7
183	еще не	13	7
184	отношению к	3	7
185	связан с	5	7
186	на этот	4	7
187	по себе	2	7
188	из этого	2	7
189	то время	4	7
190	не просто	3	7
191	но с	2	7
192	представление о	9	7
193	даже в	2	6
194	случае в	2	6
195	в себе	3	6
196	в одной	3	6
197	по отношению	3	6
198	должно было	2	6
199	должен быть	2	6
200	из которых	3	6
201	его не	4	6
202	по существу	5	6
203	к нему	8	6
204	и все	6	6
205	на его	6	6
206	же как	6	6
207	с его	4	6
208	независимо от	3	6
209	его как	2	6
210	мы не	10	6
211	и здесь	13	6
212	в особенности	2	6
213	д но	2	6
214	что я	2	6
215	и сам	3	6
216	время как	4	6
217	в жизни	2	6
218	этот вопрос	3	6
219	что за	3	6
220	в некоторых	2	6
221	в очень	3	5
222	его в	7	5
223	возможно что	4	5
224	нас к	5	5
225	на себя	3	5
226	но если	2	5
227	что именно	2	5
228	в свое	3	5
229	как он	11	5
230	нас не	2	5
231	и такие	3	5
232	не так	4	5
233	одной стороны	12	5
234	что не	3	5
235	такое же	3	5
236	один из	7	5
237	можно ли	2	5
238	при этом	7	5
239	думать что	3	5
240	в тех	8	5
241	никто не	2	5
242	должна быть	3	5
243	что эти	4	5
244	хотя и	3	5
245	можно найти	3	5
246	во многих	2	5
247	утверждать что	3	5
248	то это	7	5
249	другом месте	2	5
250	всех этих	6	5
251	к ней	3	5
252	как будто	4	5
253	не по	2	5
254	но они	4	5
255	не могло	2	5
256	с одной	12	5
257	после того	6	5
258	том чтобы	3	5
259	ни с	2	5
260	вообще не	4	5
261	ее в	3	5
262	и если	4	5
263	уже не	8	5
264	оно не	2	5
265	если не	4	5
266	не совсем	3	5
267	конечно не	2	5
268	и только	4	5
269	без всякого	2	5
270	начиная с	2	4
271	этого вопроса	2	4
272	не могут	3	4
273	от его	2	4
274	одна из	7	4
275	в форме	4	4
276	и у	3	4
277	и эти	5	4
278	же можно	4	4
279	нет ни	2	4
280	не всегда	6	4
281	как у	2	4
282	еще в	3	4
283	что ни	2	4
284	не знает	2	4
285	которые в	3	4
286	но как	4	4
287	так или	2	4
288	они не	4	4
289	он говорит	4	4
290	что его	2	4
291	и те	2	4
292	в образе	4	4
293	это место	2	4
294	мы видим	14	4
295	в связи	3	4
296	е в	2	4
297	должны быть	4	4
298	обращается к	4	4
299	как мы	6	4
300	очень часто	3	4
301	показывает что	12	4
302	относится к	2	4
303	если в	3	4
304	нет в	2	4
305	что по	2	4
306	и он	8	4
307	которые не	2	4
308	могли быть	2	4
309	и тот	3	4
310	на него	3	4
311	в свете	4	4
312	известно что	3	4
313	и другие	10	4
314	а именно	12	4
315	и так	2	4
316	им в	2	4
317	все что	4	4
318	связанные с	3	4
319	но для	3	4
320	а по	2	4
321	здесь нет	4	4
322	а на	2	4
323	значит что	3	4
324	или в	11	4
325	в основе	2	4
326	или иначе	2	4
327	связана с	4	4
328	в книге	5	3
329	перед нами	4	3
330	в первую	8	3
331	только у	2	3
332	от него	6	3
333	что вы	2	3
334	и наконец	6	3
335	в других	6	3
336	попадает в	5	3
337	от того	4	3
338	тогда когда	3	3
339	и других	2	3
340	в одно	2	3
341	к своему	4	3
342	видно что	7	3
343	или менее	3	3
344	на котором	3	3
345	себе в	3	3
346	в руках	2	3
347	от них	2	3
348	могло быть	2	3
349	она не	3	3
350	к этой	2	3
351	на том	10	3
352	и как	3	3
353	так в	10	3
354	есть еще	4	3
355	здесь не	4	3
356	не будет	6	3
357	не имел	2	3
358	и некоторые	2	3
359	но эта	2	3
360	то не	5	3
361	представляют собой	5	3
362	и ее	6	3
363	этом случае	4	3
364	ли и	2	3
365	все время	2	3
366	то и	6	3
367	но эти	3	3
368	и до	2	3
369	именно такое	2	3
370	и дело	2	3
371	от этого	2	3
372	больше чем	2	3
373	от которого	2	3
374	царь и	2	3
375	к концу	3	3
376	этом и	2	3
377	если я	2	3
378	бы что	2	3
379	в чужую	2	3
380	причем в	3	3
381	вытекает из	2	3
382	что из	4	3
383	что во	2	3
384	если это	2	3
385	их в	3	3
386	когда он	5	3
387	здесь совершенно	2	3
388	представляет собой	8	3
389	но что	2	3
390	он и	3	3
391	от нее	2	3
392	в один	2	3
393	более или	3	3
394	как его	2	3
395	отношения к	2	3
396	что при	3	3
397	за это	2	2
398	прочим и	2	2
399	в таких	3	2
400	тем самым	3	2
401	я могу	2	2
402	его к	2	2
403	не имеют	3	2
404	уже выше	7	2
405	в литературе	2	2
406	такие случаи	3	2
407	что собственно	2	2
408	также не	3	2
409	него есть	3	2
410	но есть	5	2
411	видеть в	3	2
412	и вместе	3	2
413	с тех	2	2
414	ни одной	2	2
415	близок к	4	2
416	от своего	2	2
417	у них	3	2
418	и при	2	2
419	историческое явление	2	2
420	не дают	2	2
421	мы знаем	4	2
422	мы видели	17	2
423	это обстоятельство	2	2
424	и оно	2	2
425	для этой	2	2
426	и она	3	2
427	все его	3	2
428	с того	5	2
429	а если	3	2
430	долго и	2	2
431	ту же	3	2
432	что тот	2	2
433	видит в	3	2
434	по содержанию	2	2
435	которой он	3	2
436	точно так	2	2
437	пришли к	3	2
438	и этим	7	2
439	еще одно	2	2
440	и когда	2	2
441	но вместе	2	2
442	в зависимости	3	2
443	тогда как	4	2
444	ответить на	2	2
445	это значит	3	2
446	но вот	2	2
447	из самых	2	2
448	сам он	3	2
449	и они	2	2
450	что если	2	2
451	тот же	2	2
452	в одну	3	2
453	и от	5	2
454	никак не	2	2
455	тут же	2	2
456	когда мы	2	2
457	рассказ о	2	2
458	тех же	2	2
459	его с	2	2
460	него самого	2	2
461	то он	2	2
462	не знаю	3	2
463	и эта	5	2
464	фольклорный материал	2	2
465	с ней	4	2
466	из другой	2	2
467	том-то и	2	2
468	дело с	2	2
469	за ним	3	2
470	зависимости от	4	2
471	в середине	2	2
472	превращается в	10	2
473	и вот	2	2
474	где он	3	2
475	этот образ	2	2
476	это положение	2	2
477	чаще всего	8	2
478	или с	2	2
479	и из	2	2
480	в ином	18	2
481	надо сказать	2	2
482	на тот	2	2
483	не случайно	3	2
484	далеко не	3	2
485	он может	4	2
486	ему все	2	2
487	в многочисленных	3	2
488	за собой	2	2
489	за него	4	2
490	что там	2	2
491	имеем в	8	2
492	и стал	4	2
493	кто в	2	2
494	которых он	2	2
495	те же	2	2
496	не могу	2	2
497	совершенно ясно	8	2
498	вот тебе	3	2
499	показывает как	3	2
500	только о	2	2
501	именно на	2	2
502	в том-то	2	2
503	меня в	2	2
504	по своим	3	2
505	все в	2	2
506	представлением о	2	2
