N	2gram	Tiupa_Hudo	Freidism
1	и не	16	34
2	таким образом	3	34
3	точки зрения	11	31
4	не может	9	30
5	может быть	19	28
6	и в	23	28
7	в этом	12	28
8	прежде всего	5	26
9	в его	11	25
10	и его	12	22
11	как бы	11	19
12	то что	5	17
13	вовсе не	2	16
14	с точки	3	15
15	все эти	2	15
16	самом деле	2	14
17	так и	12	14
18	в своей	7	14
19	с ним	2	14
20	во всех	3	13
21	в душе	9	13
22	но в	10	13
23	как и	3	13
24	по отношению	10	13
25	и потому	2	12
26	том что	9	12
27	то же	12	12
28	что он	5	12
29	ни в	5	12
30	в самом	7	12
31	для него	5	12
32	все это	2	12
33	во внешнем	2	12
34	сказать что	4	11
35	его в	4	11
36	отношению к	10	11
37	только в	7	11
38	никогда не	2	10
39	за пределы	2	10
40	не только	20	10
41	но и	14	10
42	не в	9	10
43	он не	4	10
44	в том	20	10
45	один из	2	10
46	могут быть	5	9
47	и др	2	9
48	к нему	3	9
49	в чем	2	9
50	уже не	6	9
51	и на	3	9
52	а не	13	9
53	с его	6	9
54	еще не	4	8
55	с другими	5	8
56	а в	13	8
57	на этом	2	8
58	при этом	19	8
59	в каком	2	7
60	в жизни	3	7
61	в то	8	7
62	в себе	13	7
63	что в	7	7
64	и ее	3	7
65	и для	3	7
66	отношение к	7	7
67	быть и	2	7
68	роль в	2	7
69	я и	7	7
70	не является	5	7
71	того что	5	7
72	но не	13	7
73	об этом	2	7
74	в нем	6	7
75	если мы	2	7
76	и к	3	7
77	и прежде	3	7
78	в этой	2	7
79	одно из	2	6
80	мы имеем	6	6
81	из этих	3	6
82	человека и	2	6
83	не менее	5	6
84	для того	5	6
85	в таком	3	6
86	и о	4	6
87	в пределах	3	6
88	к тому	4	6
89	что такое	2	6
90	можно сказать	6	6
91	в свою	3	6
92	как раз	3	6
93	и что	4	6
94	же время	7	6
95	в основе	7	6
96	со стороны	5	5
97	внешней речи	2	5
98	что она	2	5
99	с их	2	5
100	в которой	3	5
101	и по	2	5
102	между ними	5	5
103	в этих	4	5
104	как это	7	5
105	что может	2	5
106	не знает	4	5
107	внутренней речи	14	5
108	что и	2	5
109	ее в	2	5
110	тому что	2	5
111	далеко не	4	5
112	это не	4	5
113	отнюдь не	2	5
114	того чтобы	5	5
115	в ее	6	5
116	с ними	2	5
117	говорить о	4	5
118	заключается в	2	5
119	в себя	4	5
120	одна из	2	4
121	так же	2	4
122	в области	8	4
123	с ее	6	4
124	в другом	4	4
125	тем не	3	4
126	внутренней и	2	4
127	если бы	3	4
128	таком случае	2	4
129	и может	2	4
130	внешнем мире	2	4
131	в виду	5	4
132	на всех	2	4
133	не всегда	2	4
134	свою очередь	2	4
135	у него	2	4
136	как в	2	4
137	между собой	2	4
138	в своем	4	4
139	человека к	3	4
140	по своему	3	4
141	а только	4	4
142	потому что	3	4
143	именно в	2	4
144	и внешней	3	4
145	о себе	2	4
146	личности и	3	4
147	и т.п	7	4
148	из тех	2	4
149	по себе	2	4
150	из которого	4	4
151	в целом	3	4
152	себя и	3	4
153	то ни	2	4
154	это и	2	4
155	в данном	4	4
156	слова и	2	4
157	в узком	3	4
158	я не	2	4
159	сводится к	11	4
160	и то	4	3
161	и притом	3	3
162	читателя в	3	3
163	жизни в	2	3
164	конечном счете	5	3
165	и как	4	3
166	этих двух	2	3
167	одним из	2	3
168	в какой	2	3
169	в искусстве	9	3
170	от всех	2	3
171	о том	2	3
172	того же	3	3
173	человека с	3	3
174	на почве	4	3
175	в конечном	5	3
176	оно не	2	3
177	к его	3	3
178	имеет дело	2	3
179	их в	3	3
180	приводит к	6	3
181	в одном	3	3
182	в них	2	3
183	себя в	8	3
184	сознания в	4	3
185	между двумя	2	3
186	но во	2	3
187	во внутренней	2	3
188	и сам	3	3
189	во всей	3	3
190	случае не	2	3
191	в нашем	2	3
192	во втором	4	3
193	между тем	4	3
194	на основе	2	3
195	бы то	2	3
196	окружающей его	2	2
197	в отношении	4	2
198	чтобы не	2	2
199	роли в	4	2
200	особого рода	8	2
201	или иной	9	2
202	внешнего мира	3	2
203	а также	6	2
204	то в	2	2
205	не входит	2	2
206	таких случаях	2	2
207	по преимуществу	3	2
208	по пути	4	2
209	превращается в	2	2
210	такого рода	12	2
211	дело не	2	2
212	не как	2	2
213	в глаза	2	2
214	отличается от	2	2
215	в отличие	7	2
216	как к	5	2
217	для себя	4	2
218	но их	3	2
219	должен быть	2	2
220	а на	5	2
221	и тем	4	2
222	он должен	3	2
223	в их	5	2
224	ни одно	2	2
225	ни было	2	2
226	может оказаться	2	2
227	к своему	2	2
228	и другие	2	2
229	а именно	3	2
230	в момент	3	2
231	всей его	2	2
232	произведение искусства	12	2
233	жизни а	2	2
234	отличие от	7	2
235	с одной	3	2
236	а с	2	2
237	для понимания	2	2
238	в мире	24	2
239	за пределами	3	2
240	как совокупность	3	2
241	с другой	9	2
242	речи и	4	2
243	входит в	4	2
244	он и	2	2
245	одной стороны	3	2
246	этом смысле	3	2
247	из которых	2	2
248	представляет собой	11	2
249	но как	2	2
250	мог бы	3	2
251	жизни но	2	2
252	из этого	2	2
253	в качестве	31	2
254	только о	2	2
255	не следует	4	2
256	отношения к	4	2
257	без исключения	4	2
258	совершенно иной	2	2
259	жизни то	2	2
260	мира в	2	2
261	на языке	3	2
262	хх века	5	2
263	как система	2	2
