N	3gram	Bakhtin_Pr	Problemy
1	то же время	10	26
2	в то же	10	26
3	с точки зрения	21	25
4	по отношению к	17	18
5	о себе самом	9	17
6	человека из подполья	3	16
7	в этом смысле	12	16
8	на самом деле	4	15
9	с самим собою	2	14
10	не может быть	8	14
11	в большинстве случаев	3	12
12	но в то	5	11
13	человек из подполья	5	11
14	в конце концов	7	11
15	до сих пор	3	10
16	в романах достоевского	11	10
17	с самого начала	3	9
18	в самом деле	5	9
19	во всяком случае	3	9
20	слово о себе	2	9
21	в творчестве достоевского	5	9
22	с другой стороны	3	9
23	в произведениях достоевского	5	8
24	и не может	3	8
25	в его целом	8	8
26	друг с другом	4	8
27	в том что	10	8
28	в мире достоевского	6	7
29	бы то ни	3	7
30	как раз и	2	7
31	как бы в	3	7
32	и в то	3	7
33	мы уже говорили	2	7
34	сама по себе	3	7
35	к нему и	2	7
36	в одной плоскости	7	7
37	и в этом	8	7
38	то перед нами	2	7
39	в романе достоевского	6	6
40	не входит в	3	6
41	том что он	4	6
42	же время не	3	6
43	видения и изображения	6	6
44	в отличие от	3	6
45	то ни было	2	6
46	между тем как	4	6
47	с их мирами	6	6
48	а не как	4	5
49	по крайней мере	3	5
50	бы он ни	2	5
51	той или иной	3	5
52	сознаний с их	4	5
53	в бедных людях	2	5
54	для себя самого	2	5
55	героя и его	3	5
56	литературы о достоевском	5	5
57	самого героя и	3	5
58	подобно тому как	5	5
59	себе самом и	4	5
60	в зависимости от	5	5
61	многопланность и противоречивость	5	5
62	он ни был	2	5
63	хотя бы и	3	5
64	по ту сторону	2	5
65	можно было бы	4	5
66	в высшей степени	2	5
67	дело идет о	4	5
68	но все же	3	5
69	записок из подполья	4	5
70	в той или	2	5
71	на протяжении всего	2	4
72	в кругозор самого	3	4
73	то что было	3	4
74	кругозор самого героя	3	4
75	друг к другу	4	4
76	он не может	2	4
77	видения и понимания	3	4
78	по себе еще	2	4
79	как нам кажется	2	4
80	о том что	5	4
81	само по себе	4	4
82	героя о себе	4	4
83	как мы сказали	2	4
84	к чужому сознанию	2	4
85	глубины души человеческой	2	4
86	в одном сознании	2	4
87	зрения на мир	7	4
88	человека в человеке	4	4
89	сами по себе	4	4
90	утвердить чужое я	4	4
91	одной плоскости с	4	4
92	с ним и	3	4
93	из подполья и	2	4
94	в этом отношении	7	4
95	может быть даже	2	4
96	именно потому что	3	4
97	себе еще не	2	4
98	смысле этого слова	2	4
99	из одного куска	2	4
100	что может быть	2	4
101	не как объект	4	4
102	самом и о	3	4
103	он и не	3	4
104	и в целом	2	3
105	все то что	3	3
106	а в то	2	3
107	понимаете ли вы	3	3
108	что он сам	2	3
109	а как другой	3	3
110	они уже не	4	3
111	как мы видели	3	3
112	я не как	3	3
113	материале произведений достоевского	3	3
114	объект а как	3	3
115	в то время	3	3
116	становления единого духа	3	3
117	вопрос кто он?	2	3
118	в самом построении	2	3
119	в его произведениях	3	3
120	то что я	2	3
121	с другими сознаниями	3	3
122	даже там где	2	3
123	точки зрения монологического	3	3
124	нести в произведении	2	3
125	для него самого	3	3
126	в самой структуре	2	3
127	в данном случае	3	3
128	как мы уже	2	3
129	и до конца	4	3
130	стиля и тона	3	3
131	нам кажется что	2	3
132	и о своем	2	3
133	художественного видения и	3	3
134	непосредственное выражение в	2	3
135	не изображаются они	2	3
136	не сливается с	2	3
137	как не выдуман	3	3
138	почти никогда не	2	3
139	и это не	3	3
140	художественном мире достоевского	2	3
141	в авторском замысле	2	3
142	точку зрения на	4	3
143	как объект а	3	3
144	полифонический роман достоевского	2	3
145	достоевского в его	2	3
146	в монологическом мире	4	3
147	чужое я не	3	3
148	ивана карамазова и	5	3
149	романа достоевского как	2	3
150	мысли в точку	2	3
151	в братьях карамазовых	3	3
152	романа в его	5	3
153	то время как	2	3
154	слово о мире	2	3
155	потому что она	3	3
156	на вопрос кто	2	3
157	но и не	2	3
158	что он есть	3	3
159	выходит за пределы	2	3
160	была для него	3	3
161	это не значит	3	3
162	в обычном смысле	2	3
163	в его творчестве	3	3
164	то же что	3	3
165	это вовсе не	2	3
166	да ведь это	2	3
167	в той же	3	3
168	что она не	3	3
169	и понимания мира	2	3
170	как другой субъект	3	3
171	рядом с другими	3	3
172	в том и	2	3
173	а может быть	2	3
174	в каждом слове	2	3
175	можно сказать что	3	3
176	и его слово	2	3
177	в художественном мире	2	3
178	личного стиля и	3	3
179	для достоевского не	2	3
180	его героев и	2	2
181	чужая мысль не	2	2
182	с другими чертами	2	2
183	достоевский был бы	2	2
184	художественного видения достоевского	2	2
185	и сюжетно-прагматическими функциями	2	2
186	сочетается с ним	2	2
187	романа достоевского в	3	2
188	слово героя о	2	2
189	но потому что	2	2
190	произведений достоевского мы	2	2
191	пространстве а не	2	2
192	самосознание как художественная	3	2
193	как можно больше	2	2
194	же как и	3	2
195	и изображения мира	2	2
196	художественного мира достоевского	2	2
197	как предмет изображения	2	2
198	он может быть	2	2
199	раскольникова ивана карамазова	3	2
200	в полифоническом романе	5	2
201	зрения на него	2	2
202	критической литературы о	2	2
203	точка зрения на	2	2
204	что дело идет	2	2
205	мира в его	2	2
206	идеи в нем	2	2
207	отрицаемая чужая мысль	2	2
208	его самосознания в	2	2
209	идет не об	6	2
210	и не служит	2	2
211	этой точки зрения	3	2
212	и завершающим авторским	2	2
213	растворяет в себе	2	2
214	и человек из	2	2
215	сосредоточить в одном	2	2
216	автора и как	3	2
217	человек в человеке	2	2
218	в самом произведении	2	2
219	самой структуре романа	2	2
220	в критической литературе	2	2
221	рядом с авторским	2	2
222	и благодаря чему	2	2
223	а что если	2	2
224	глубокий отпечаток его	2	2
225	роман с идеей	2	2
226	не нарушает строгой	2	2
227	сочетаются в единстве	2	2
228	там где видели	2	2
229	достоевского в этом	2	2
230	сосуществование и взаимодействие	2	2
231	уже не как	2	2
232	никак не представлен	2	2
233	а прежде всего	2	2
234	авторского изображения и	2	2
235	с горы скатились	2	2
236	ни один элемент	2	2
237	полифоническом романе достоевского	5	2
238	хозяин и работник	2	2
239	слово такого героя	2	2
240	эти композиционные приемы	2	2
241	в плоскости их	2	2
242	лишь одним из	2	2
243	все эти композиционные	2	2
244	у достоевского как	2	2
245	достоевский прежде всего	4	2
246	изображения и не	2	2
247	и входит в	2	2
248	единого диалектического ряда	2	2
249	доминанта в построении	3	2
250	дело идет не	6	2
251	его о себе	2	2
252	и в том	2	2
253	нашу точку зрения	2	2
254	до конца может	2	2
255	на твердом фоне	2	2
256	в себе все	2	2
257	с авторским словом	3	2
258	в разрезе данного	2	2
259	в разрезе одного	2	2
260	не во времени	2	2
261	они не умеют	2	2
262	но это не	3	2
263	разнороднейший материал достоевского	2	2
264	потому что хоть	2	2
265	нарушает строгой определенности	2	2
266	лентяй да ведь	2	2
267	начала и до	2	2
268	индивидуального волевого акта	2	2
269	можем сказать что	2	2
270	в высшем смысле	2	2
271	а не слово	2	2
272	не бывать не	2	2
273	только то что	2	2
274	последнее слово о	2	2
275	как в дантовском	2	2
276	он не только	2	2
277	целом ряде других	2	2
278	сознания с их	2	2
279	в его мировоззрении	2	2
280	друг против друга	2	2
281	достоевского в процессе	2	2
282	как и благодаря	2	2
283	перестает быть идеей	2	2
284	для него не	2	2
285	друг друга но	2	2
286	во всей его	2	2
287	для него нет	2	2
288	живым существом и	2	2
289	должно быть раскрыто	2	2
290	пределах отдельных сознаний	2	2
291	как будто и	2	2
292	в творческий замысел	2	2
293	таким художником и	2	2
294	в кругозор героя	2	2
295	пафоса личности в	2	2
296	единство полифонического романа	2	2
297	как художественная доминанта	3	2
298	типа а не	2	2
299	авторская идея может	2	2
300	мир и на	3	2
301	или иной степени	2	2
302	в самом романе	2	2
303	множественность неслиянных сознаний	2	2
304	в одном времени	2	2
305	в пределах отдельных	2	2
306	авторской художественной воли	2	2
307	художественного мира но	2	2
308	герой интересует достоевского	2	2
309	их основе идеями	2	2
310	лежащие в основе	2	2
311	свое своеобразие и	2	2
312	автора о герое	3	2
313	как звенья единого	2	2
314	герой достоевского не	2	2
315	его видения и	2	2
316	и в романе	3	2
317	в пределы одного	3	2
318	которые были бы	2	2
319	ли вы что	2	2
320	входит в творческий	2	2
321	конца может развить	2	2
322	романов достоевского и	2	2
323	в пределах монологического	2	2
324	лежащими в их	2	2
325	но не в	2	2
326	достоевского утвердить чужое	2	2
327	из авторского замысла	2	2
328	роман роман с	2	2
329	в основе построения	2	2
330	но с другой	2	2
331	зрения монологического понимания	2	2
332	художественного изображения героя	2	2
333	той сложнейшей и	2	2
334	в лучшем случае	3	2
335	среды почвы и	2	2
336	за пределы одного	2	2
337	не существенно и	2	2
338	уже не могут	2	2
339	друг от друга	2	2
340	не только в	2	2
341	авторского слова но	2	2
342	в их основе	2	2
343	идея здесь действительно	2	2
344	равноправных сознаний с	2	2
345	с начала и	2	2
346	его личного стиля	2	2
347	оно может быть	2	2
348	что у вас	2	2
349	в его мире	3	2
350	раз и навсегда	2	2
351	идея как предмет	2	2
