N	2gram	Vygotskiy_	Myslijsy
1	потому что	26	182
2	то есть	30	142
3	и в	65	121
4	может быть	33	107
5	в том	46	103
6	то что	61	83
7	для нас	14	75
8	что в	36	73
9	и не	20	73
10	только в	9	72
11	не только	16	67
12	а не	11	67
13	таким образом	21	64
14	том что	28	59
15	так как	13	59
16	в этом	37	59
17	но и	6	59
18	то же	17	56
19	не в	12	54
20	если бы	22	53
21	в себе	9	53
22	не может	17	52
23	по себе	5	52
24	того что	9	47
25	в нем	8	45
26	было бы	22	45
27	как и	12	42
28	так что	10	39
29	вместе с	10	39
30	мы не	7	38
31	что и	7	38
32	так и	3	37
33	при этом	10	37
34	как в	8	37
35	тогда когда	2	36
36	что мы	6	36
37	точно так	3	35
38	тем что	7	33
39	и что	29	32
40	а в	9	30
41	но не	3	29
42	что не	5	29
43	между тем	10	29
44	вовсе не	11	28
45	есть только	3	28
46	мы можем	12	28
47	для него	4	28
48	с этим	11	27
49	и т	19	26
50	то и	3	26
51	не было	4	26
52	независимо от	2	26
53	этого слова	5	25
54	в то	5	24
55	с тем	14	23
56	того как	4	23
57	как бы	29	23
58	но в	5	22
59	не имеет	8	22
60	с другой	8	22
61	то это	5	22
62	чувства и	3	22
63	вместе и	2	21
64	в ней	23	20
65	в одном	9	20
66	это не	7	20
67	тем самым	4	19
68	мысли и	2	19
69	и как	10	19
70	с ним	6	19
71	есть не	2	19
72	и то	10	19
73	сказать что	14	19
74	что это	19	19
75	из этих	6	19
76	но это	6	19
77	о том	17	19
78	того же	4	19
79	в каком	8	18
80	очевидно что	4	18
81	для того	18	18
82	еще не	3	18
83	не могут	2	18
84	бы не	5	18
85	в самом	41	18
86	в таком	6	18
87	заметить что	2	17
88	в его	11	17
89	слова и	3	17
90	со стороны	4	17
91	точки зрения	19	17
92	что оно	5	17
93	во всяком	6	17
94	не можем	4	17
95	в своем	8	16
96	к тому	18	16
97	в которой	8	16
98	только что	10	16
99	так же	12	16
100	или же	2	16
101	в них	4	16
102	что если	6	16
103	же с	2	16
104	каждый раз	2	16
