N	2gram	Propp_Isto	Problema
1	и в	41	182
2	и не	12	152
3	вовсе не	6	145
4	то что	12	144
5	не только	30	104
6	потому что	13	89
7	в этом	19	88
8	может быть	19	82
9	том что	18	81
10	в том	14	81
11	не просто	3	80
12	только в	10	73
13	сказать что	5	72
14	но и	20	70
15	в виде	5	69
16	у нас	4	68
17	и даже	3	66
18	по себе	2	64
19	не менее	5	58
20	о том	15	57
21	так и	8	56
22	тем не	4	56
23	а не	9	56
24	но в	7	55
25	так что	6	52
26	ни в	4	51
27	для нас	8	50
28	в себе	3	48
29	при помощи	6	47
30	было бы	4	46
31	в своей	4	45
32	прежде всего	6	45
33	что в	21	44
34	в его	4	44
35	все эти	8	43
36	не в	12	43
37	таким образом	15	42
38	то же	12	42
39	а именно	12	42
40	так как	21	40
41	что мы	3	40
42	и то	3	40
43	что он	29	40
44	и что	15	40
45	не может	19	39
46	в этой	2	39
47	и тем	4	39
48	во всяком	3	39
49	как бы	8	39
50	в данном	8	38
51	никак не	2	37
52	того что	7	37
53	в нем	12	37
54	еще не	13	36
55	точки зрения	4	36
56	и все	6	36
57	и т	29	35
58	когда мы	2	35
59	и с	4	34
60	как и	8	34
61	уже не	8	34
62	т д	25	33
63	в то	6	32
64	здесь не	4	32
65	но не	8	32
66	в своем	3	31
67	в конце	4	31
68	связи с	3	31
69	все это	9	31
70	что такое	2	31
71	так же	6	31
72	но это	5	31
73	ясно что	2	30
74	с другой	20	30
75	как мы	6	29
76	перед нами	4	29
77	все же	14	29
78	об этом	7	29
79	в связи	3	29
80	можно сказать	3	29
81	данном случае	7	28
82	и о	2	28
83	что же	2	28
84	мы не	10	28
85	а в	12	28
86	и как	3	27
87	ничего не	7	27
88	и это	9	27
89	хотя и	3	27
90	как будто	4	26
91	вместе с	17	26
92	это не	14	26
93	другой стороны	17	26
94	и его	11	26
95	тем самым	3	25
96	и на	12	25
97	мы можем	11	25
98	всяком случае	3	25
99	тем более	2	24
100	не имеет	6	24
101	с тем	8	24
102	тут же	2	23
103	на то	5	23
104	при этом	7	23
105	в качестве	5	23
106	то и	6	23
107	никогда не	16	22
108	и если	4	22
109	его в	7	22
