N	2gram	Bakhtin_Fr	Vvedenie
1	в том	13	38
2	в этом	21	35
3	и в	73	35
4	том что	8	30
5	может быть	5	30
6	не только	11	26
7	того чтобы	2	22
8	таким образом	34	21
9	также и	6	20
10	не может	4	19
11	то что	12	19
12	потому что	9	18
13	о том	13	16
14	только в	7	16
15	так как	9	15
16	и не	13	13
17	что в	14	13
18	в самом	9	13
19	в нем	18	13
20	в их	5	12
21	того что	5	12
22	точки зрения	6	12
23	в его	18	12
24	в данном	3	11
25	то же	16	11
26	по себе	2	11
27	в ее	6	11
28	как мы	19	11
29	не в	12	10
30	прежде всего	18	10
31	но в	12	10
32	в той	8	10
33	между тем	2	10
34	и как	5	9
35	все же	2	9
36	в истории	3	9
37	это не	7	8
38	можно было	4	8
39	о котором	5	8
40	с другой	3	8
41	а только	2	8
42	именно в	4	8
43	как нечто	2	8
44	в качестве	11	8
45	и то	3	7
46	самом деле	4	7
47	сих пор	3	7
48	как и	19	7
49	как бы	15	7
50	в большей	2	7
51	но и	15	7
52	в разных	2	7
53	было бы	5	7
54	до сих	3	7
55	сказать что	4	6
56	его в	3	6
57	не могут	3	6
58	об этом	2	6
59	и даже	4	6
60	тем что	8	6
61	как он	4	6
62	а именно	2	6
63	так например	2	6
64	с тем	2	6
65	и это	6	6
66	а в	10	6
67	уже не	2	6
68	в которых	3	6
69	в то	14	6
70	один из	5	6
71	и что	5	6
72	и его	18	6
73	все это	19	6
74	же время	12	6
75	вовсе не	11	6
76	вместе с	9	6
77	дело в	2	5
78	дело не	2	5
79	имеет дело	2	5
80	есть и	4	5
81	и т.д	3	5
82	в виду	4	5
83	и тем	3	5
84	одним из	3	5
85	с этой	4	5
86	что он	8	5
87	так что	2	5
88	в течение	2	5
89	по своему	3	5
90	одно из	2	5
91	от этого	3	5
92	как это	2	5
93	в различных	2	5
94	есть не	2	5
95	не есть	2	5
96	другой стороны	2	5
97	в них	14	5
98	уже в	9	5
99	внимание на	2	5
100	что и	6	5
101	не просто	3	5
102	а не	2	5
103	но с	3	5
104	хотя и	5	5
105	во всяком	2	5
106	еще и	2	4
107	в результате	7	4
108	мы имеем	2	4
109	о чем	2	4
110	одной стороны	3	4
111	и ее	2	4
112	в области	3	4
113	по отношению	3	4
114	и обратно	3	4
115	должен быть	4	4
116	в особенности	5	4
117	этом отношении	3	4
118	как о	5	4
119	еще не	3	4
120	времени и	2	4
121	отношению к	3	4
122	в чем	3	4
123	с одной	3	4
124	к тому	2	4
125	одной из	5	4
126	но все	5	4
127	и для	8	4
128	не имеет	4	4
129	только с	2	4
130	в котором	4	4
131	в виде	2	4
132	в более	4	4
133	в центре	2	4
134	в одном	5	4
135	из них	6	4
136	здесь нет	3	4
137	в себе	16	4
138	как она	2	4
139	традиции и	2	4
140	с точки	4	4
141	в своей	4	4
142	как раз	3	4
143	той же	9	4
144	никогда не	6	3
145	до конца	5	3
146	одна из	7	3
147	в отношении	6	3
148	свое время	2	3
149	и вообще	3	3
150	что это	9	3
151	до нас	10	3
152	в своем	13	3
153	а также	8	3
154	с этим	4	3
155	одновременно и	2	3
156	так же	11	3
157	в начале	4	3
158	для этого	2	3
159	к этому	5	3
160	не как	2	3
161	в другом	4	3
162	в значительной	5	3
163	в конце	9	3
164	отношение к	3	3
165	во второй	3	3
166	и здесь	5	3
167	в свое	2	3
168	в сущности	8	3
169	и вот	3	3
170	понятно что	2	3
171	в этих	6	3
172	только на	2	3
173	в частности	2	3
174	как в	9	3
175	мы видели	7	3
176	человеческой культуры	3	3
177	к нему	7	3
178	на этой	4	3
179	на том	2	3
180	и на	12	3
181	язык и	2	3
182	того же	7	3
183	времени в	2	3
184	находит себе	2	3
185	в ней	10	3
186	и к	6	3
187	сливается с	2	3
188	мы говорим	2	3
189	на этом	6	3
190	между ними	2	3
191	из которых	2	3
192	большей или	3	3
193	по этому	4	3
194	своего рода	3	3
195	или меньшей	2	3
196	совсем не	3	3
197	здесь не	2	3
198	так чтобы	3	3
199	говорит о	2	3
200	при этом	5	3
201	он сам	4	3
202	все эти	24	3
203	связи с	5	3
204	и есть	3	3
205	и сам	2	3
206	в этой	18	3
207	чем же	2	3
208	направление в	2	3
209	и других	3	3
210	того как	7	3
211	них и	2	2
212	одно и	2	2
213	и историческими	2	2
214	в таких	2	2
215	находятся в	2	2
216	ничего не	4	2
217	следовательно и	2	2
218	таким путем	2	2
219	у нас	4	2
220	и потому	6	2
221	в каждой	2	2
222	его к	3	2
223	во всех	13	2
224	и до	14	2
225	время в	3	2
226	все время	4	2
227	и сама	2	2
228	другом месте	3	2
229	это в	4	2
230	есть только	3	2
231	должно быть	4	2
232	момента в	2	2
233	каждый из	2	2
234	бы в	3	2
235	в форме	6	2
236	мысли и	3	2
237	те кто	2	2
238	в следующем	3	2
239	конце концов	5	2
240	что именно	2	2
241	и те	5	2
242	в связи	3	2
243	целого и	2	2
244	с полной	2	2
245	него в	2	2
246	одного и	2	2
247	свою очередь	3	2
248	что если	2	2
249	у них	3	2
250	и другие	3	2
251	и со	2	2
252	в формах	3	2
253	так и	13	2
254	наших дней	2	2
255	и др	12	2
256	после того	6	2
257	и так	2	2
258	значение в	2	2
259	но уже	3	2
260	это уже	3	2
261	себе и	2	2
262	в ряде	6	2
263	был в	3	2
264	которые были	2	2
265	в свою	3	2
266	и с	17	2
267	но это	3	2
268	до наших	2	2
269	средних веков	3	2
270	выражение в	3	2
271	и из	2	2
272	он и	2	2
273	этой книги	2	2
274	в основу	2	2
275	что мы	2	2
276	том или	2	2
277	себя в	3	2
278	несмотря на	3	2
279	жизни и	6	2
280	не было	4	2
281	иной раз	2	2
282	сам по	2	2
283	этой традиции	2	2
284	мы не	2	2
285	природы и	3	2
286	что они	2	2
287	до того	3	2
288	по их	3	2
289	именно на	2	2
290	должна быть	3	2
291	не мог	2	2
292	или ином	2	2
293	например в	8	2
294	во всем	5	2
295	в дальнейшем	3	2
296	рядом с	9	2
297	по существу	8	2
298	оказалось что	2	2
299	на языке	4	2
300	учение о	2	2
301	отсюда и	2	2
302	мы уже	25	2
303	с помощью	11	2
