N	3gram	Propp_Isto	Dialekti
1	и т д	36	75
2	это значит что	2	47
3	в том что	4	25
4	не может быть	6	18
5	тем не менее	6	16
6	только тогда когда	2	13
7	одно и то	2	12
8	и то же	2	12
9	о том что	5	12
10	с другой стороны	10	12
11	на то что	3	11
12	ничего не говорит	2	11
13	т е в	6	10
14	подобно тому как	2	9
15	в то время	3	8
16	то время как	3	8
17	не потому что	2	7
18	не в том	2	7
19	точно так же	3	7
20	в связи с	6	7
21	для того чтобы	3	6
22	с одной стороны	7	6
23	до сих пор	7	5
24	в том смысле	2	5
25	и тем не	2	5
26	потому что он	5	5
27	т д все	2	4
28	так же как	10	4
29	но это не	2	4
30	в данном случае	2	4
31	этой точки зрения	2	4
32	с этой точки	2	4
33	он не может	2	3
34	же как и	4	3
35	как и в	4	3
36	если бы мы	3	3
37	в мифе о	2	3
38	не только в	2	3
39	о том как	4	3
40	но все же	6	3
41	но так как	3	2
42	друг с другом	2	2
43	в это время	2	2
44	даже если бы	2	2
45	мы видим что	4	2
46	в нем и	3	2
47	что и в	3	2
48	так как он	2	2
49	есть одно и	2	2
50	и в особенности	2	2
51	и вместе с	3	2
52	и то что	3	2
