N	2gram	Vinokur_Ku	Morfolog
1	и т	62	62
2	может быть	25	61
3	т д	21	60
4	и пр	23	45
5	таким образом	17	26
6	т е	54	25
7	могут быть	5	21
8	так как	16	20
9	мы имеем	11	19
10	не может	13	19
11	в этом	31	18
12	в этих	5	17
13	и в	44	17
14	и не	23	16
15	этих случаях	2	15
16	перед нами	4	14
17	с этим	6	14
18	прежде всего	14	14
19	по существу	9	13
20	связи с	8	12
21	чаще всего	2	11
22	а не	17	11
23	вопрос о	11	10
24	но если	2	10
25	мы увидим	3	10
26	то же	12	10
27	в том	47	10
28	не всегда	4	10
29	то что	14	10
30	так и	10	10
31	что в	25	10
32	что и	5	10
33	в связи	4	10
34	этом случае	4	10
35	все же	17	9
36	но и	13	9
37	с другой	14	9
38	не только	29	8
39	в тех	4	8
40	в результате	8	8
41	но не	11	8
42	а в	7	8
43	в качестве	12	8
44	как мы	2	8
45	не могут	5	7
46	том что	30	7
47	если в	2	7
48	по отношению	9	7
49	тем не	10	7
50	наряду с	2	7
51	или же	3	7
52	не менее	12	7
53	отношению к	9	7
54	как это	6	7
55	а также	3	7
56	и здесь	8	7
57	точки зрения	25	7
58	во втором	2	7
59	один из	8	7
60	потому что	40	7
61	очень часто	2	6
62	это не	13	6
63	но это	4	6
64	не все	4	6
65	и как	3	6
66	или в	5	6
67	также и	7	6
68	в нашем	8	6
69	о том	10	6
70	если мы	5	6
71	с точки	16	6
72	в форме	3	6
73	как бы	11	6
74	вовсе не	18	6
75	ничего не	6	5
76	хотя бы	19	5
77	мы можем	2	5
78	было бы	28	5
79	об этом	4	5
80	то мы	4	5
81	со стороны	8	5
82	что он	7	5
83	как в	6	5
84	здесь можно	2	5
85	то это	3	5
86	далеко не	2	5
87	тому что	3	5
88	к тому	8	5
89	из которых	3	5
90	между тем	11	5
91	в целом	5	5
92	видно что	2	5
93	главным образом	3	5
94	другой стороны	12	5
95	в точности	2	5
96	на его	3	5
97	там где	7	5
98	сюда же	3	5
99	все эти	17	5
100	что они	5	5
101	он не	4	5
102	в первом	3	5
103	хотя и	7	5
104	учение о	4	5
105	ясно что	7	5
106	сказать что	5	4
107	на самом	3	4
108	тех же	2	4
109	так же	8	4
110	в то	4	4
111	можно было	14	4
112	к этому	4	4
113	в иных	3	4
114	тем что	9	4
115	не является	2	4
116	еще не	10	4
117	могла бы	2	4
118	самом деле	17	4
119	показать что	2	4
120	из них	4	4
121	но в	11	4
122	но все	5	4
123	что его	2	4
124	и для	3	4
125	как и	3	4
126	а если	5	4
127	уже не	13	4
128	этот вопрос	7	4
129	на этом	4	4
130	смысле слова	3	4
131	несмотря на	6	4
132	того чтобы	25	4
133	говорить о	5	4
134	от того	5	4
135	в таких	7	3
136	мы приходим	2	3
137	утверждать что	2	3
138	мы должны	2	3
139	но как	2	3
140	здесь не	5	3
141	в настоящее	2	3
142	в которой	7	3
143	а на	3	3
144	пр и	2	3
145	в собственном	2	3
146	то ни	2	3
147	вопроса о	7	3
148	том случае	3	3
149	это было	2	3
150	такие случаи	2	3
151	что это	11	3
152	и их	2	3
153	и у	3	3
154	целый ряд	8	3
155	для каждой	2	3
156	но есть	2	3
157	только что	2	3
158	если бы	21	3
159	в последнем	2	3
160	не значит	2	3
161	это и	6	3
162	есть нечто	2	3
163	кроме того	2	3
164	и тем	7	3
165	он должен	2	3
166	не в	18	3
167	для того	23	3
168	и при	3	3
169	с этой	4	3
170	у нас	19	3
171	в пределах	8	3
172	в какой	7	3
173	того что	11	3
174	приводит к	3	3
175	здесь мы	2	3
176	так например	3	3
177	для этой	2	3
178	ее в	2	3
179	они не	4	3
180	на то	6	3
181	а то	2	3
182	ни в	3	3
183	что такое	8	3
184	состоит в	4	3
185	в большинстве	3	3
186	но для	4	3
187	настоящее время	2	3
188	большинстве случаев	3	3
189	и что	11	3
190	и тогда	4	3
191	и по	4	3
192	же в	5	3
193	и его	8	3
194	только в	15	3
195	в сущности	11	3
196	и есть	3	3
197	и только	2	3
198	значение и	2	3
199	в плоскости	2	3
